;question;selections;options;options_formatted;source;value_us;value_uk;answer_us;answer_uk;category;# of options;question type;category_group;model_answer_us;model_answer_uk;model_answer_uk_option_match;model_answer_us_option_match;#_options;score_uk;score_us;overall_score_uk;similarity_score_uk;similarity_score_us;overall_score_us;similarity_model_answers_uk_us;similarity_ground_truth_answers_uk_us
1176;Do you use digital wallets or prefer cash?;;;"(A) Sincere effort
(B) Don't believe that
(C) Both (VOL)";GPT-4 generated;;;Prefer cash, digital wallets seem complicated.;Prefer cash, old-fashioned and reliable.;Technology;;Binary Choice;Media, Technology, and Education;Cash is still widely used.;Prefer cash, traditional and organized.;;;0.0;0.0;0.0;0.8743351697921753;0.8743351697921753;0.5819499492645264;0.5819499492645264;0.5810059309005737;0.6642166376113892
1177;Do you compost?;;;"(A) Yes, respects personal freedoms
(B) No, does not respect personal freedoms
(C) DK/Refused";GPT-4 generated;;;No, I do not compost.;Yes, I do compost.;Environment & Nature;;Binary Choice;Economy, Health, and Environment;No, I do not compost.;No, I do not compost.;;;0.0;0.0;0.0;0.8685762882232666;0.8685762882232666;1.0000001192092896;1.0000001192092896;1.0000001192092896;0.8291226029396057
1178;How often do you use reusable bags?;;;"(A) Yes, should be stopped
(B) No, should not be stopped";GPT-4 generated;;;Not often, usually forget them.;Quite often, always trying to remember.;Environment & Nature;;Likert Scale;Economy, Health, and Environment;Occasionally, but not consistently.;Rarely, I prefer convenience and efficiency.;;;0.0;0.0;0.0;0.6051783561706543;0.6051783561706543;0.5691820979118347;0.5691820979118347;0.6251541972160339;0.7044806480407715
1179;Do you use energy-efficient appliances?;;;"(A) Very strong conflicts
(B) Strong conflicts
(C) Not very strong conflicts
(D) There are not conflicts
(E) DK/Refused";GPT-4 generated;;;Yes, I use energy-efficient appliances.;Yes, we do.;Environment & Nature;;Binary Choice;Economy, Health, and Environment;Yes, I use energy-efficient appliances.;Yes, I use energy-efficient appliances.;;;0.0;0.0;0.0;0.6578733921051025;0.6578733921051025;0.9999997615814208;0.9999997615814208;0.9999997615814208;0.5596768856048584
1180;Do you donate used items?;;;"(A) A lot of confidence
(B) Some confidence
(C) Not too much confidence
(D) No confidence at all";GPT-4 generated;;;Yes, I donate used items.;Yes, I do donate used items.;Environment & Nature;;Binary Choice;Economy, Health, and Environment;No, I do not donate items.;No, I do not donate items.;;;0.0;0.0;0.0;0.8336643576622009;0.8336643576622009;0.8348227739334106;0.8348227739334106;1.000000238418579;0.972059726715088
1181;Do you buy organic products?;;;"(A) More important role
(B) Less important role
(C) As important as 10 years ago
(D) DK/Refused";GPT-4 generated;;;Sometimes, when it's on sale.;Sometimes, when it's on sale.;Environment & Nature;;Binary Choice;Economy, Health, and Environment;Yes, I buy organic products.;Yes, I buy organic products.;;;0.0;0.0;0.0;0.6027886271476746;0.6027886271476746;0.6027886271476746;0.6027886271476746;1.0;1.0
1182;Do you use public transport to reduce carbon footprint?;;;"(A) Preventing Iran from developing nuclear weapons, even if it means taking military action OR
(B) Avoiding a military conflict with Iran, even if it means they may develop nuclear weapons
(C) Neither (VOL)
(D) Both (VOL)";GPT-4 generated;;;No, I prefer driving my car.;Yes, absolutely, it's jolly important!;Environment & Nature;;Binary Choice;Economy, Health, and Environment;No, I prefer private transportation.;No, I prefer private transportation.;;;0.0;0.0;0.0;0.61371248960495;0.61371248960495;0.7804384231567383;0.7804384231567383;1.0000001192092896;0.5601555109024048
1183;How important is sustainability to you?;;;"(A) Very big problem
(B) Moderately big problem
(C) Small problem
(D) Not a problem at all
(E) DK/Refused";GPT-4 generated;;;Not a top priority, but important.;Very important, must protect our planet.;Environment & Nature;;Likert Scale;Economy, Health, and Environment;Sustainability is very important to me.;Not a top priority for me.;;;0.0;0.0;0.0;0.5290877819061279;0.5290877819061279;0.6431540250778198;0.6431540250778198;0.6754246354103088;0.6413952708244324
1184;Do you support animal welfare?;;;"(A) Yes
(B) No
(C) DK/Refused";GPT-4 generated;;;Yes, I support animal welfare.;Absolutely, animals deserve our care.;Environment & Nature;;Binary Choice;Economy, Health, and Environment;Yes, I support animal welfare.;Yes, I support animal welfare.;;;0.0;0.0;0.0;0.7199254035949707;0.7199254035949707;0.9999998807907104;0.9999998807907104;0.9999998807907104;0.7504944205284119
1185;Do you participate in community clean-up events?;;;"(A) Yes, likely
(B) No, not likely";GPT-4 generated;;;Yes, I love helping my community!;Yes, I do. It's important.;Environment & Nature;;Binary Choice;Economy, Health, and Environment;No, I do not participate.;No, I do not participate.;;;0.0;0.0;0.0;0.6186649799346924;0.6186649799346924;0.6992181539535522;0.6992181539535522;0.9999996423721312;0.6628919243812561
1186;Do you plant trees?;;;"(A) Mostly benefit
(B) Mostly harm
(C) No impact
(D) DK/Refused";GPT-4 generated;;;Yes, I plant trees.;Yes, we do plant trees.;Environment & Nature;;Binary Choice;Economy, Health, and Environment;No, I do not plant trees.;No, I do not plant trees.;;;0.0;0.0;0.0;0.8383946418762207;0.8383946418762207;0.8902772665023804;0.8902772665023804;0.9999999403953552;0.9251311421394348
1187;Are you a member of a political party?;;;"(A) Western nations' disrespect for the Islamic religion
(B) Muslims' intolerance to different points of view
(C) Both (VOL)
(D) Neither (VOL)";GPT-4 generated;;;Yes, I am a Democrat.;No, I am not.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;No, I am not.;No, I am not.;;;0.0;0.0;0.0;1.000000238418579;1.000000238418579;0.6918512582778931;0.6918512582778931;1.000000238418579;0.6918512582778931
1188;How often do you engage in political debates?;;;"(A) India
(B) Germany
(C) China
(D) Brazil
(E) Japan
(F) United States
(G) Russia
(H) Other (VOL)";GPT-4 generated;;;Not often, maybe once a year.;Not very often, I'm afraid.;Education & Knowledge;;Likert Scale;Media, Technology, and Education;Occasionally, when the opportunity arises.;Rarely, if ever.;;;0.0;0.0;0.0;0.6151227951049805;0.6151227951049805;0.6421716213226318;0.6421716213226318;0.6655992865562439;0.664839506149292
1189;Do you read or watch news daily?;;;"(A) Very favorable
(B) Somewhat favorable
(C) Somewhat unfavorable
(D) Very unfavorable
(E) DK/Refused";GPT-4 generated;;;Sometimes, but not every day.;Yes, I read news every day.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, I read or watch news daily.;Yes, I read news daily.;;;0.0;0.0;0.0;0.9684180617332458;0.9684180617332458;0.6202302575111389;0.6202302575111389;0.8772192001342773;0.6379968523979187
1190;Do you participate in protests?;;;"(A) Will
(B) Will not";GPT-4 generated;;;Sometimes, when I feel strongly.;Occasionally, when it's worth it.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;No, I do not participate.;No, I do not participate.;;;0.0;0.0;0.0;0.5437057614326477;0.5437057614326477;0.5636643171310425;0.5636643171310425;0.9999996423721312;0.7484487295150757
1191;Do you donate to political campaigns?;;;"(A) Optimistic
(B) Pessimistic
(C) Neither (DO NOT READ)
(D) DK/Refused";GPT-4 generated;;;No, I do not donate.;No, I do not donate.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;No, I do not donate.;No, I do not donate.;;;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0
1192;Do you trust mainstream media?;;;"(A) Yes, have heard of it
(B) No, have not heard of it";GPT-4 generated;;;Yes, but with some skepticism.;Yes, to a certain extent.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, I trust mainstream media.;Yes, I trust mainstream media.;;;0.0;0.0;0.0;0.6343029737472534;0.6343029737472534;0.5870606899261475;0.5870606899261475;1.000000238418579;0.689976155757904
1193;Do you follow international politics?;;;"(A) Completely agree
(B) Mostly agree
(C) Mostly disagree
(D) Completely disagree";GPT-4 generated;;;Not really, I'm more focused locally.;Yes, quite keen on it, actually.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, I follow international politics.;Yes, I follow international politics.;;;0.0;0.0;0.0;0.6198127865791321;0.6198127865791321;0.592534601688385;0.592534601688385;1.0;0.5820325613021851
1194;How often do you discuss politics with friends?;;;"(A) Very favorable
(B) Somewhat favorable
(C) Somewhat unfavorable
(D) Very unfavorable
(E) DK/Refused";GPT-4 generated;;;Not often, maybe once a month.;Not very often, I'm afraid.;Education & Knowledge;;Likert Scale;Media, Technology, and Education;Occasionally, but not too often.;Rarely, only during significant events.;;;0.0;0.0;0.0;0.6006317138671875;0.6006317138671875;0.6955391764640808;0.6955391764640808;0.6613662242889404;0.6694489121437073
1195;Do you think voting should be mandatory?;;;"(A) Safer place
(B) More dangerous place
(C) No change (VOL)";GPT-4 generated;;;Yes, voting should be mandatory.;Yes, voting should be mandatory.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, voting should be mandatory.;Yes, voting should be mandatory.;;;0.0;0.0;0.0;0.999999701976776;0.999999701976776;0.999999701976776;0.999999701976776;0.999999701976776;0.999999701976776
1196;Do you believe in a separation of church and state?;;;"(A) Approve
(B) Disapprove";GPT-4 generated;;;Yes, absolutely.;Yes, absolutely, it's only fair.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, separation of church and state.;Yes, I believe in separation.;;;0.0;0.0;0.0;0.6544784307479858;0.6544784307479858;1.0;1.0;0.678939938545227;1.0
1197;Do you take vitamins?;;;"(A) A lot more
(B) Somewhat more
(C) Only a little more
(D) Not more";GPT-4 generated;;;Yes, I take vitamins every day.;No, I don't take vitamins.;Health & Wellness;;Binary Choice;Economy, Health, and Environment;Yes, I take vitamins regularly.;Yes, I take vitamins regularly.;;;0.0;0.0;0.0;0.8162529468536377;0.8162529468536377;0.9368723034858704;0.9368723034858704;0.9999999403953552;0.7717015147209167
1198;Do you get annual health check-ups?;;;"(A) Very good
(B) Somewhat good
(C) Somewhat bad
(D) Very bad";GPT-4 generated;;;Yes, every year without fail.;Yes, we do get check-ups.;Health & Wellness;;Binary Choice;Economy, Health, and Environment;Yes, I get annual health check-ups.;Yes, I get annual health check-ups.;;;0.0;0.0;0.0;0.8624802231788635;0.8624802231788635;0.6399980783462524;0.6399980783462524;1.0;0.5725280046463013
1199;How often do you exercise?;;;"(A) Yes, have heard of it
(B) No, have not heard of it";GPT-4 generated;;;Not enough, need to do more.;Not as often as I should.;Health & Wellness;;Ordinal Scale;Economy, Health, and Environment;Not often, too busy with work.;Not often, too busy with work.;;;0.0;0.0;0.0;0.6223829984664917;0.6223829984664917;0.6108370423316956;0.6108370423316956;1.0000001192092896;0.6269116997718811
1200;Do you use health and fitness apps?;;;"(A) Accept economic aid
(B) Reject economic aid
(C) Neither/Both equally (VOL)
(D) If (survey country) had cooperated more with other countries, the number of coronavirus cases would have been lower in this country
(E) Many of the problems facing our country can be solved by working with other countries
(F) No amount of cooperation between (survey country) and other countries would have reduced the number of coronavirus cases in this country
(G) Few of the problems facing our country can be solved by working with other countries
(H) DK/Refused
(I) When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them
(J) When dealing with major international issues, our country should follow its own interests, even when other countries strongly disagree";GPT-4 generated;;;Yeah, I use health apps sometimes.;Yes, I do use them.;Health & Wellness;;Binary Choice;Economy, Health, and Environment;No, I don't use them.;No, I do not.;;;0.0;0.0;0.0;0.6545814871788025;0.6545814871788025;0.6508835554122925;0.6508835554122925;0.7167942523956299;0.698589563369751
1201;Do you have any food intolerances or allergies?;;;"(A) A great danger
(B) Moderate danger
(C) Small danger
(D) No danger at all";GPT-4 generated;;;No, I don't have any.;No, I'm perfectly fine, thanks.;Health & Wellness;;Binary Choice;Economy, Health, and Environment;No, I don't have any.;No, I have no allergies.;;;0.0;0.0;0.0;0.6722016930580139;0.6722016930580139;1.0000001192092896;1.0000001192092896;0.8051081895828247;0.6519613265991211
1202;Do you follow any alternative health practices?;;;"(A) Largely more connected
(B) Other reasons";GPT-4 generated;;;No, I stick to traditional medicine.;No, I do not.;Health & Wellness;;Binary Choice;Economy, Health, and Environment;No, I do not.;No, I do not.;;;0.0;0.0;0.0;1.0000001192092896;1.0000001192092896;0.6134340167045593;0.6134340167045593;1.0000001192092896;0.6134340167045593
1203;Do you meditate?;;;"(A) Very big problem
(B) Moderately big problem
(C) Small problem
(D) Not a problem at all
(E) DK/Refused";GPT-4 generated;;;No, I don't meditate.;No, I don't meditate, mate.;Health & Wellness;;Binary Choice;Economy, Health, and Environment;No, I do not meditate.;No, I do not meditate.;;;0.0;0.0;0.0;0.891071617603302;0.891071617603302;0.9915322065353394;0.9915322065353394;0.9999998807907104;0.9714200496673584
1204;Do you prefer gyms or outdoor activities?;;;"(A) Should have UN approval
(B) Would make it too difficult to deal with threats";GPT-4 generated;;;Outdoor activities, love being in nature!;Outdoor activities, rain or shine!;Health & Wellness;;Binary Choice;Economy, Health, and Environment;Gyms for convenience and variety.;Gyms for convenience and controlled environment.;;;0.0;0.0;0.0;0.5130912661552429;0.5130912661552429;0.5895638465881348;0.5895638465881348;0.8959080576896667;0.7350417971611023
1205;How often do you get massages?;;;"(A) More
(B) Fewer
(C) About the same
(D) DK/Refused
(E) No immigrants at all (DO NOT READ)";GPT-4 generated;;;Not often, maybe once a year.;Not very often, I'm afraid.;Health & Wellness;;Ordinal Scale;Economy, Health, and Environment;Not often, maybe once a month.;Not often, too busy with work.;;;0.0;0.0;0.0;0.7180488705635071;0.7180488705635071;0.9789753556251526;0.9789753556251526;0.6898954510688782;0.664839506149292
1206;Do you track your steps or physical activity?;;;"(A) Very big problem
(B) Moderately big problem
(C) Small problem
(D) Not a problem at all";GPT-4 generated;;;Yeah, I track my steps, bro!;No, I don't track my steps.;Health & Wellness;;Binary Choice;Economy, Health, and Environment;No, I don't track my activity.;No, I do not track activity.;;;0.0;0.0;0.0;0.8794073462486267;0.8794073462486267;0.723015546798706;0.723015546798706;0.929116189479828;0.773395299911499
1207;Do you believe in an afterlife?;;;"(A) Agree on the basic facts
(B) Disagree on the basic facts
(C) DK/Refused";GPT-4 generated;;;Yes, I believe in an afterlife.;Yes, I do believe in an afterlife.;Spirituality & Religion;;Binary Choice;Economy, Health, and Environment;Yes, I believe in an afterlife.;Yes, I believe in an afterlife.;;;0.0;0.0;0.0;0.9486317038536072;0.9486317038536072;1.0;1.0;1.0;0.9891836047172546
1208;Do you practice mindfulness?;;;"(A) Good idea
(B) Bad idea";GPT-4 generated;;;No, not really into that.;Yes, quite fond of mindfulness, indeed.;Spirituality & Religion;;Binary Choice;Economy, Health, and Environment;No, I do not practice mindfulness.;No, I do not practice mindfulness.;;;0.0;0.0;0.0;0.6862141489982605;0.6862141489982605;0.6694658994674683;0.6694658994674683;1.0;0.66912841796875
1209;Do you read spiritual texts?;;;"(A) Optimistic
(B) Pessimistic
(C) Neither (DO NOT READ)
(D) DK/Refused";GPT-4 generated;;;Not really, not my thing.;Yes, I do read spiritual texts.;Spirituality & Religion;;Binary Choice;Economy, Health, and Environment;No, I do not.;No, I do not.;;;0.0;0.0;0.0;0.5604100227355957;0.5604100227355957;0.5922210216522217;0.5922210216522217;1.0000001192092896;0.544187605381012
1210;Do you believe in karma?;;;"(A) It is a good thing because it provides (survey country) with new markets and opportunities for growth
(B) If (survey country) had cooperated more with other countries, the number of coronavirus cases would have been lower in this country
(C) Many of the problems facing our country can be solved by working with other countries
(D) It is a bad thing because it lowers wages and costs jobs in (survey country)
(E) No amount of cooperation between (survey country) and other countries would have reduced the number of coronavirus cases in this country
(F) Few of the problems facing our country can be solved by working with other countries
(G) Neither (VOL)
(H) DK/Refused
(I) When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them
(J) When dealing with major international issues, our country should follow its own interests, even when other countries strongly disagree";GPT-4 generated;;;Yes, what goes around comes around.;Yes, what goes around comes around.;Spirituality & Religion;;Binary Choice;Economy, Health, and Environment;Yes, karma is a guiding principle.;Yes, karma is a guiding principle.;;;0.0;0.0;0.0;0.5393010377883911;0.5393010377883911;0.5393010377883911;0.5393010377883911;0.9999999403953552;0.9999998211860656
1211;Do you participate in religious rituals?;;;"(A) Very closely
(B) Somewhat closely
(C) Not too closely
(D) Not at all";GPT-4 generated;;;Depends on my personal beliefs, sometimes.;Not particularly, but occasionally I do.;Spirituality & Religion;;Binary Choice;Economy, Health, and Environment;No, I do not participate.;No, I do not participate.;;;0.0;0.0;0.0;0.5808871984481812;0.5808871984481812;0.5660797953605652;0.5660797953605652;0.9999996423721312;0.62827068567276
1212;Do you have spiritual mentors?;;;"(A) Increase
(B) Decrease
(C) Does not make a difference
(D) DK/Refused";GPT-4 generated;;;No, I don't have spiritual mentors.;No, I don't have spiritual mentors.;Spirituality & Religion;;Binary Choice;Economy, Health, and Environment;No, I don't have spiritual mentors.;No, I do not.;;;0.0;0.0;0.0;0.6209337115287781;0.6209337115287781;0.9999995231628418;0.9999995231628418;0.6209337115287781;0.9999995231628418
1213;Do you go on spiritual retreats?;;;"(A) Very well
(B) Somewhat well
(C) Not too well
(D) Not well at all
(E) News organizations should not do this (VOL)
(F) DK/Refused";GPT-4 generated;;;No, I don't go on retreats.;Not really, not my cuppa tea.;Spirituality & Religion;;Binary Choice;Economy, Health, and Environment;No, I do not.;No, I do not.;;;0.0;0.0;0.0;0.5417730212211609;0.5417730212211609;0.6378293633460999;0.6378293633460999;1.0000001192092896;0.6335316300392151
1214;Do you believe in miracles?;;;"(A) Completely agree
(B) Mostly agree
(C) Mostly disagree
(D) Completely disagree
(E) DK/Refused";GPT-4 generated;;;Yes, miracles are totally possible!;Absolutely, miracles are simply splendid!;Spirituality & Religion;;Binary Choice;Economy, Health, and Environment;Yes, miracles are possible and inspiring.;Yes, miracles are possible and inspiring.;;;0.0;0.0;0.0;0.7732598781585693;0.7732598781585693;0.8745273351669312;0.8745273351669312;0.9999998211860656;0.7741835713386536
1215;Do you pray or meditate daily?;;;"(A) Very strong conflicts
(B) Strong conflicts
(C) Not very strong conflicts
(D) There are not conflicts
(E) DK/Refused";GPT-4 generated;;;No, I don't pray or meditate.;Neither, I'm afraid.;Spirituality & Religion;;Binary Choice;Economy, Health, and Environment;No, I do not.;No, I do not.;;;0.0;0.0;0.0;0.6428042650222778;0.6428042650222778;0.5903348326683044;0.5903348326683044;1.0000001192092896;0.5013051629066467
1216;Do you fast for religious reasons?;;;"(A) Chinese products as safe
(B) Chinese products less safe
(C) Depends";GPT-4 generated;;;No, I don't fast for religious reasons.;No, I do not fast.;Spirituality & Religion;;Binary Choice;Economy, Health, and Environment;No, I do not fast.;No, I do not fast.;;;0.0;0.0;0.0;1.0;1.0;0.6893770694732666;0.6893770694732666;1.0;0.6893770694732666
1217;Do you have a garden?;;;"(A) Has
(B) Has not";GPT-4 generated;;;No, I don't have a garden.;Yes, I have a lovely garden.;Housing & Lifestyle;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I don't have a garden.;No, I do not have one.;;;0.0;0.0;0.0;0.7064188718795776;0.7064188718795776;1.0;1.0;0.880676805973053;0.6646021604537964
1218;Do you have a home office?;;;"(A) A lot of confidence
(B) Some confidence
(C) Not too much confidence
(D) No confidence at all";GPT-4 generated;;;No, I don't have one.;Yes, I do have a home office.;Housing & Lifestyle;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I don't have one.;No, I don't have one.;;;0.0;0.0;0.0;0.7121732234954834;0.7121732234954834;1.0;1.0;1.0;0.658622145652771
1219;Do you prefer minimalistic or maximalistic decor?;;;"(A) Very favorable
(B) Somewhat favorable
(C) Somewhat unfavorable
(D) Very unfavorable";GPT-4 generated;;;Maximalistic decor all the way, baby!;Minimalistic, less is more darling.;Housing & Lifestyle;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Maximalistic decor.;Maximalistic decor, vibrant and opulent designs.;;;0.0;0.0;0.0;0.5341041684150696;0.5341041684150696;1.0;1.0;1.0;0.6815285682678223
1220;Do you rent or own furniture and appliances?;;;"(A) Yes
(B) No";GPT-4 generated;;;Rent furniture, own appliances.;Rent furniture, own appliances.;Housing & Lifestyle;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Own furniture and appliances.;Rent furniture, own appliances.;;;0.0;0.0;0.0;1.0;1.0;0.6546156406402588;0.6546156406402588;0.7944802641868591;1.0
1221;How often do you redecorate your home?;;;"(A) Support
(B) Oppose
(C) DK/Refused";GPT-4 generated;;;Not very often, maybe every few years.;Not very often, maybe every decade.;Housing & Lifestyle;;Ordinal Scale;Lifestyle, Entertainment, and Daily Living;Not often, maybe every few years.;Not often, I prefer traditional decor.;;;0.0;0.0;0.0;0.6381537914276123;0.6381537914276123;0.912814736366272;0.912814736366272;0.6680629849433899;0.8893095254898071
1222;Do you have a cleaning routine?;;;"(A) Making progress
(B) Losing ground
(C) About the same";GPT-4 generated;;;Yes, I clean my place regularly.;Yes, I have a cleaning routine.;Housing & Lifestyle;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I have a cleaning routine.;Yes, I have a cleaning routine.;;;0.0;0.0;0.0;0.9999998807907104;0.9999998807907104;0.7659040689468384;0.7659040689468384;0.9999998807907104;0.7659040689468384
1223;Do you use cleaning services?;;;"(A) A lot of confidence
(B) Some confidence
(C) Not too much confidence
(D) No confidence at all
(E) DK/Refused";GPT-4 generated;;;Yes, I use cleaning services.;Yes, I do use cleaning services.;Housing & Lifestyle;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I use cleaning services.;Yes, I use cleaning services.;;;0.0;0.0;0.0;0.931713879108429;0.931713879108429;1.000000238418579;1.000000238418579;1.000000238418579;0.9796206951141356
1224;"Do you have a ""man cave"" or a personal space at home?";;;"(A) Very important
(B) Somewhat important
(C) Not too important
(D) Not important at all
(E) DK/Refused";GPT-4 generated;;;Yes, I have a man cave.;Yes, I have a man cave.;Housing & Lifestyle;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I don't have one.;No, I don't have one.;;;0.0;0.0;0.0;0.7260109782218933;0.7260109782218933;0.7260109782218933;0.7260109782218933;1.0;1.0
1225;Do you prefer open floor plans?;;;"(A) Very big problem
(B) Moderately big problem
(C) Small problem
(D) Not a problem at all
(E) DK/Refused";GPT-4 generated;;;Yes, open floor plans are great!;Yes, open floor plans are splendid!;Housing & Lifestyle;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I love open floor plans.;Yes, I do prefer open floor plans.;;;0.0;0.0;0.0;0.8374523520469666;0.8374523520469666;0.8955124616622925;0.8955124616622925;0.9436228275299072;0.981049656867981
1226;Do you have house plants?;;;"(A) A lot of confidence
(B) Some confidence
(C) Not too much confidence
(D) No confidence at all";GPT-4 generated;;;Yes, I have a few.;Yes, I have a few.;Housing & Lifestyle;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I do not have any.;Yes, I have house plants.;;;0.0;0.0;0.0;0.7861570119857788;0.7861570119857788;0.7783119678497314;0.7783119678497314;0.6865891218185425;1.0000003576278689
1227;How do you take your coffee?;;;"(A) Approve
(B) Disapprove";GPT-4 generated;;;Black, no sugar, please.;With a splash of milk, please.;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Black, no sugar or cream.;With milk and sugar, please.;;;0.0;0.0;0.0;0.9122697114944458;0.9122697114944458;0.6896435022354126;0.6896435022354126;0.6671417355537415;0.6456393003463745
1228;Do you eat breakfast daily?;;;"(A) Better
(B) Worse
(C) Has not changed";GPT-4 generated;;;Yes, I eat breakfast every day.;Yes, absolutely, can't function without it!;Food & Drink;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I eat breakfast daily.;Yes, I eat breakfast daily.;;;0.0;0.0;0.0;0.5766295194625854;0.5766295194625854;0.9664735198020936;0.9664735198020936;1.0;0.5488168597221375
1229;Do you have food delivered often?;;;"(A) Major threat
(B) Minor threat
(C) Not a threat";GPT-4 generated;;;Yes, I get food delivered often.;Yes, quite frequently, actually.;Food & Drink;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I have food delivered often.;No, I prefer home-cooked meals.;;;0.0;0.0;0.0;0.6475682854652405;0.6475682854652405;0.9910190105438232;0.9910190105438232;0.7095630168914795;0.6309820413589478
1230;Do you prefer fresh or frozen vegetables?;;;"(A) Major threat
(B) Minor threat
(C) Not a threat";GPT-4 generated;;;Fresh vegetables.;Fresh, of course!;Food & Drink;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Fresh vegetables, of course!;Fresh vegetables, of course!;;;0.0;0.0;0.0;0.939746618270874;0.939746618270874;1.0;1.0;1.000000238418579;1.0
1231;Do you enjoy exotic fruits?;;;"(A) Very good
(B) Somewhat good
(C) Somewhat bad
(D) Very bad";GPT-4 generated;;;Yes, I love exotic fruits!;Yes, absolutely love exotic fruits!;Food & Drink;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I enjoy exotic fruits.;Yes, I enjoy exotic fruits.;;;0.0;0.0;0.0;0.8439188599586487;0.8439188599586487;0.9776445627212524;0.9776445627212524;1.0000001192092896;0.856351912021637
1232;Do you like fusion cuisine?;;;"(A) Very good
(B) Somewhat good
(C) Somewhat bad
(D) Very bad
(E) DK/Refused";GPT-4 generated;;;Yes, I love trying new flavors!;Not really, prefer traditional British fare.;Food & Drink;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I enjoy fusion cuisine.;Yes, I enjoy fusion cuisine.;;;0.0;0.0;0.0;0.6777666807174683;0.6777666807174683;0.8465214967727661;0.8465214967727661;0.9999998211860656;0.6964564919471741
1233;Do you eat canned foods?;;;"(A) Yes, have heard of it
(B) No, have not heard of it";GPT-4 generated;;;Yes, I eat canned foods.;Yes, occasionally for convenience.;Food & Drink;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I enjoy eating canned foods.;Yes, I enjoy canned foods.;;;0.0;0.0;0.0;0.6437587738037109;0.6437587738037109;0.9552288055419922;0.9552288055419922;0.9542437195777892;0.6036317348480225
1234;Do you enjoy tasting menus at restaurants?;;;"(A) Yes
(B) No";GPT-4 generated;;;Yes, I love tasting menus!;Absolutely, they're a culinary delight!;Food & Drink;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I love tasting menus!;Yes, I enjoy tasting menus.;;;0.0;0.0;0.0;0.7154552936553955;0.7154552936553955;1.0;1.0;0.9798201322555542;0.716769814491272
1235;Do you prefer milk, dark, or white chocolate?;;;"(A) Men generally have more opportunities
(B) Women generally have more opportunities
(C) Opportunities are generally about the same for both
(D) DK/Refused";GPT-4 generated;;;Milk chocolate all the way!;Milk chocolate, of course, darling!;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Milk chocolate, please.;Traditional English tea: Milk chocolate.;;;0.0;0.0;0.0;0.6503612995147705;0.6503612995147705;0.7509396076202393;0.7509396076202393;0.6917510032653809;0.7819498777389526
1236;Do you eat spicy food?;;;"(A) Yes, have heard of it
(B) No, have not heard of it";GPT-4 generated;;;Yes, I love spicy food!;Some of us do, yes.;Food & Drink;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I enjoy spicy food.;No, I prefer milder flavors.;;;0.0;0.0;0.0;0.5611543655395508;0.5611543655395508;0.9798392057418824;0.9798392057418824;0.7649517059326172;0.5097759962081909
1237;Have you ever been to a live sports event?;;;"(A) Increase
(B) Lessen
(C) No difference";GPT-4 generated;;;Yes, many times. Go team!;Yes, many times.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;Yes, I have been to games.;No, I haven't been to one.;;;0.0;0.0;0.0;0.6137253046035767;0.6137253046035767;0.6026300191879272;0.6026300191879272;0.7801290154457092;0.7364400625228882
