,index,statement_id,label,statement,subject,speaker,speaker_job_title,state_info,party_affiliation,barely_true_counts,false_counts,half_true_counts,mostly_true_counts,pants_on_fire_counts,context,extracted_justification
4748,3466,3238.json,false,"The alternative to higher state worker pension and health care payments is to look at 1,500 layoffs of state employees or close to 200,000 children who would be bumped off Medicaid-related programs.","labor,state-budget",scott-walker,Milwaukee County Executive,Wisconsin,republican,26.0,41.0,32.0,40.0,11.0,a news conference,"Our sense: Its most reasonable to stack up the states based on their rates of children in hunger, rather than raw numbers. Based on its rate, Texas was No. 1 in child hunger from 2005 through 2007. It placed a close second to Arkansas in the latest study, but that wasnt public when Morgan spoke."
4763,3481,3263.json,false,On high-speed rail.,"corrections-and-updates,stimulus,transportation",mike-haridopolos,Florida Senate President,Florida,republican,0.0,3.0,1.0,1.0,0.0,a press statement.,"The breakdown has a column that includes federal taxes, which are 18. 4 cents per gallon in every state. Kiernan erred a bit in what she meant to say on a radio show with a large audience. Her larger point is supported by several charts that show Georgia has one of the lowest excise gas taxes in the nation. Her statement could have been more precise."
4774,3492,12847.json,false,"Hillary Clinton has already said shes going to wipe out the Second Amendment. She doesnt believe in the First Amendment. And, she also believes in big government, which flies in the face of the 10th Amendment","campaign-finance,guns,supreme-court",chris-collins,Congressman for NY-27,New York,republican,0.0,1.0,0.0,0.0,0.0,an interview on MSNBC.,"The Priorities ad says Romney ""was director of a company that stole millions from Medicare,"" comparing him with Scott. Scotts hospital company, Columbia/HCA, pleaded guilty to criminal charges and paid a total of $1. 7 billion in fines related to Medicare fraud. Even though Scott had resigned by the time the case settled, prosecutors said the widespread fraud occurred while he was at the helm. But the fraud case at Damon Corp.  doesnt point straight to Romney. His firm bought the company that was later found guilty of fraud, but Romney was not running the show while crimes were being committed. The statement is accurate but needs additional information."
4778,3496,6212.json,false,Voter fraud provided a portion of the margin of victory of Democrat John Lehman over Republican Sen. Van Wanggaard in a state Senate recall election.,elections,robin-vos,Wisconsin Assembly speaker,Wisconsin,republican,0.0,3.0,2.0,5.0,1.0,a television interview,But there is really no concrete way to tell.
4800,3518,6438.json,false,"Says Tommy Thompson favors Obamas health care mandate, was publicly thanked by Obama for health reform support and that Thompson says we cant repeal Obamacare.","health-care,message-machine-2012,public-health",eric-hovde,,,republican,2.0,3.0,3.0,0.0,0.0,a radio ad,"McAuliffes ad says Cuccinelli introduced legislation in 2008 that would have made it more difficult for mothers to obtain divorces. Cuccinellis unsuccessful bill would have eliminated the ability for a spouse in a couple with minor children to unilaterally file for a no-fault divorce. The legislation would have allowed the other spouse to block the process by filing a written objection. In portraying the bill as an attack on women, McAuliffe ignores that the legislation would have made it equally more difficult for dads to get divorces. So McAuliffes statement has accuracy, but leaves out an important detail and context."
4829,3547,5687.json,false,We gave every public employee in the state the freedom to choose whether or not they want to be in a union.,"labor,state-budget",scott-walker,Milwaukee County Executive,Wisconsin,republican,26.0,41.0,32.0,40.0,11.0,a television interview,"Even without special stimulus measures, spending goes up for mandatory items such as food stamps. So in 1983, under a Republican president, Ronald Reagan, the government spent just 1. 2 percentage points less than the current level, which suggests that the recession shouldn't be ignored as a major reason why spending is so high. Still, Paul's larger point is valid. Federal spending is now approximately 25 percent of GDP, and that level is roughly 5 percentage points higher than the historical pattern."
4832,3550,5174.json,false,Saysproposal to boostteacherpension fundputs no mandate on local government.,"city-budget,county-budget,education,pensions,state-budget",bob-mcdonnell,Governor,Virginia,republican,6.0,5.0,7.0,6.0,3.0,a speech.,"President Obama said he had ""put forward a specific $4 trillion deficit reduction plan. Obama cherry-picks the elements from the commission report that gave rise to the $4 trillion goal."
4833,3551,13232.json,false,"Says after Hillary Clinton helped a man accused of raping a 12-year-old, shes seen laughing on two separate occasions, laughing at the girl who was raped.","candidates-biography,corrections-and-updates,criminal-justice,women",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,the second 2016 presidential debate,"Rubio said during the debate about exceptions for rape and incest on abortion: ""I have never said that or advocated that. ""Recently, Rubio has supported a bill that would have banned abortion after 20 weeks, and the bill did include exceptions for rape or incest. So Rubio has supported legislation with exceptions."
4837,3555,9325.json,false,Says Hillary Clinton spent 30 days in the hospital in 2012 and appeared wearing glasses that are only for people who have traumatic brain injury.,elections,karl-rove,,Texas,republican,2.0,5.0,2.0,8.0,0.0,a panel discussion,"When the song is over, you've washed long enough. And regular soap works just fine. Obama said that handwashing and covering your mouth when you cough can make a huge difference. The scientific consensus on handwashing backs him up."
4846,3564,10308.json,false,Says Saddam Hussein had a 10-year relationship with al-Qaida.,"afghanistan,ethics,human-rights,iraq,military,terrorism",dick-cheney,,,republican,5.0,4.0,2.0,2.0,1.0,"comments on NBC's ""Meet the Press""","Trump said after Clinton helped a man accused of raping a 12-year-old, ""she's seen laughing on two separate occasions, laughing at the girl who was raped. ""Trump is referring to an audio tape in which she does respond with amusement at her recollections of the oddities of the case, which involve the prosecution and the judge. At no point does she laugh at the victim."
4856,3574,6254.json,false,"New Jersey today has fewer employees in state government than it had when Christie Whitman left office in January of 2001, and I think thats good. And we did it without any layoffs. We did it through attrition.",jobs,chris-christie,Governor of New Jersey,New Jersey,republican,10.0,17.0,27.0,19.0,8.0,an appearance at the Brookings Institution,"So where does this leave us?While other countries -- with the exception of Denmark -- dont have a debt ceiling mechanism exactly like the U. S.  has, most countries that have been studied do use either mathematical targets or require approval of new borrowing authority whenever a budget is passed. So its not as if other countries have no debt limits -- they simply limit their debt using different tools. We think theres validity in Huffingtons underlying point -- that the U. S.  system of imposing a debt ceiling is unusual and that its more arbitrary than most other systems."
4864,3582,1358.json,false,"I'm predicting (the Saints) will go not only undefeated, but all the way through the Super Bowl -- something that's never been done before.",recreation,bobby-jindal,Governor of Louisiana,Louisiana,republican,0.0,1.0,4.0,4.0,0.0,a radio interview,"Those figures may not exactly create an 85:1 ratio, but Torian said the governor was likely relying on previous numbers from 2007 when 84. 5 million visitors made their way to the Sunshine State. The 85 tourists creating one job is a figure that has also been used in the past by Visit Florida executives such as this February 2011 press release. Scott said, ""We know that every 85 visitors create one Florida job. ""While the number of tourists may have dropped off some since 2007, the proportion of tourism-driven jobs to tourists is still close to the ratio he touted."
4874,3592,10050.json,false,"20,000 Kansans lost their health insurance because of (Obamacare).","health-care,message-machine-2014",pat-roberts,U.S. Senator,Kansas,republican,1.0,1.0,0.0,0.0,0.0,a Web video,"Based on our reading of the court's opinion and interviews with campaign law experts, we find that Obama has overstated the ruling's immediate impact on foreign companies' ability to spend unlimited money in U. S.  political campaigns. While such an outcome may be possible, the majority opinion specifically said it wasn't addressing that point, and only further litigation would settle the matter once and for all."
4881,3599,8424.json,false,"Since Obamacare became law, most of our new jobs have been part-time jobs.","health-care,jobs,workers",ken-cuccinelli,Attorney General,Virginia,republican,1.0,10.0,3.0,2.0,1.0,a speech.,"More to the point, Ayotte confuses state and federal numbers in her statement, using state rejections (80,000) and federal prosecutions (44). Looking at state enforcement alone, just four states had more than 1,500 arrests. While those are arrests, not prosecutions, it stands to reason the number of state prosecutions is vastly higher than the figure Ayotte cited. That ratio is not nearly as dramatic as Ayotte suggested, but her larger point remains valid: the majority of failed background checks do not lead to criminal charges or prosecutions."
4890,3608,10096.json,false,Jason Carters plan: increase spending by $12.5 billion.,"education,medicaid,state-budget",nathan-deal,,,republican,9.0,5.0,11.0,11.0,0.0,television attack ad,"A variety of blogs reprinted an item indicating that Warren Buffett recently said ""Scrap Obamacare and Start All Over. ""However, the comments came from an interview in 2010, when the health care bill was still being debated, and are not based on the subsequent three and a half years of seeing the law implemented. If anything, comments by Buffett in 2012 suggest that hes pleased to see the law being put into effect, despite the shortcomings he sees. The notion that Buffett had recently turned on a president he supported by souring on his signature health care law could have been easily debunked using Google searches."
4891,3609,2713.json,false,"Dan Seals has been running for office since before there were, like, iPods.","candidates-biography,message-machine",robert-dold,U.S. Representative,Illinois,republican,0.0,1.0,0.0,0.0,0.0,a campaign commercial,"But this is a far cry from door-to-door service. A civic group would have to request the van travel to a nearby civic center or courthouse, and an individual would have to trek there to get one."
4894,3612,7681.json,false,The Miami Dolphins are the only NFL team in the entire nation that pays property taxes.,"county-budget,sports,taxes",carlos-gimenez,Mayor,Florida,republican,0.0,1.0,0.0,0.0,0.0,a county commission meeting,"Cuccinelli says that since President Barack Obama signed the health care law, most of the new jobs created in the country have been part time. BLS figures show that since the signing in March 2010, there are 5 million more full-time workers and 500,000 more part-time employees. Cuccinelli would have been on the putting for par if hed aimed his statement at the first eight months of this year, when 65 percent of new jobs were part time, although analysts differ on Obamacares blame for that trend. But his shot at Obamacare since its inception wound up in the woods."
4912,3630,13337.json,false,14 percent of noncitizens are registered to vote.,elections,donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,"a rally in Cleveland, Ohio","Howard said child care costs ""in some states now exceed the average price tag for college tuition. ""State surveys and federal college tuition data suggest this contrast held in 2014 for around 20 to 30 states. The count varies depending on whether you focus on what's levied to care for a toddler or more costly infant care."
4928,3646,4849.json,false,On advancing state money for a Formula One race,state-budget,susan-combs,State comptroller,Texas,republican,0.0,1.0,0.0,0.0,1.0,a statement,"But in that case, so should Cleveland's. ""'No matter what it is, it's terrible,"" Wise said. Wise's number is a bit shaky, but we're giving him credit for his point."
4955,3673,3106.json,false,A national organization says Georgia has one of Americas toughest ethics laws.,"campaign-finance,ethics",joe-wilkinson,state representative,Georgia,republican,0.0,1.0,0.0,0.0,0.0,a newspaper article,"Rubio said in the Senate debate ""in about three weeks over a half million Floridians are going to lose their coverage again"" through Obamacare. Thats a reference to more than 400,000 Floridians who are expected to lose their plans under the Obamacare exchange. However, Rubio omits that they will be offered another plan including by Florida Blue, which will remain in every county in Florida. Rubio also ignores the fact that due to the marketplace, 1. 7 million Floridians have signed up for coverage -- larger than the more than 400,000 who will have to switch plans. The percentage of Floridians who are uninsured has been dropping under Obamacare in recent years."
4961,3679,9320.json,false,Human activity is not causing these dramatic changes to our climate.,"climate-change,corrections-and-updates,energy,environment,science",marco-rubio,U.S. Senator,Florida,republican,33.0,24.0,32.0,35.0,5.0,"an interview on ABC's ""This Week""","Tom Steyer said recently: ""Since 1978, California has spent $5 billion to put 13 people to death. ""But that cost has been spread over hundreds of cases since 1978, not just the 13 that led to executions. California currently has more than 700 inmates on death row. Prosecuting and housing each costs the state significantly year after year. Instead, his words leave the impression California paid the entire $5 billion for a fraction of its hundreds of cases."
4973,3691,5319.json,false,Says President Barack Obama has an Environmental Protection Agency proposal that would raise the price of gasoline by 25 cents a gallon.,environment,newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,16.0,15.0,20.0,10.0,11.0,"an interview on ""Meet the Press""","Data from the Library of Congress, which tracks bill histories, show that his statement is correct. Also, while the Senate may not have passed its portion of bills, there are lawmakers on both sides of the aisle who have prevented real progress on solutions to reduce the national debt and grow the economy. Kingstons statement is accurate but needs more information."
4988,3706,4740.json,false,Wisconsin ranks 48th out of all 50 states in venture capital investment.,jobs,john-klenke,Assembly representative,Wisconsin,republican,0.0,1.0,0.0,0.0,0.0,a presentation,"Rubio said that ""for the first time in 35 years, we have more businesses dying than we do starting. ""As recently as 2014, researchers came to that conclusion looking at Census Bureau data from 2009-11. But more up-to-date Census information says the trend has reversed and that in 2012 and 2013, more businesses started then closed. The balance is very tight in 2013 and we dont have the numbers for 2014 or 2015."
5006,3724,7627.json,false,Says its an old wives story that Margaret Thatcher told George H.W. Bush not to go wobbly.,"foreign-policy,history,iraq",dick-cheney,,,republican,5.0,4.0,2.0,2.0,1.0,an interview on Fox News,"Scott's figures are correct, although what he has done here is point to a 10-month job change. We also question how significant it is that Florida ranks third for new jobs, given that we're one of the largest states population-wise. Our unemployment rates would suggest we still have quite a way to go. Still, Scott's numbers are on track."
5009,3727,1914.json,false,"Phoenix, Arizona, Im told, is now the No. 2 kidnapping capital in the world, right behind Mexico City.","crime,immigration",david-dewhurst,Lieutenant governor,Texas,republican,8.0,8.0,10.0,5.0,5.0,a speech,"Joe Lenski, executive vice president of Edison Media Research, says she gained 18 percentage points among independent voters from 2000 to 2006 -- even better than her 15-point gain among moderates. But he and others also attribute the increase to the fact that Mrs.  Clinton was a well-known incumbent with a weak Republican challenger. And she also had the advantage of a national wave, fueled by the unpopularity of President Bush and the Republican-led Congress, that propelled Democrats nationwide in 2006 and helped them regain control of the U. S.  House and U. S.  Senate. Mrs.  Clinton may not be able to count on moving independents elsewhere."
5021,3739,6202.json,false,"Says the health care law rations care, like systems in Canada and Great Britain.",health-care,rick-scott,Governor,Florida,republican,28.0,23.0,38.0,34.0,7.0,an interview on Fox News,"But since then, Obama has outlined deficit reduction measures similar to the commissions recommendations."
5031,3749,8831.json,false,John Cornyn backed his pal David Dewhurst for the U.S. Senate over Ted Cruz.,candidates-biography,steve-stockman,U.S. representative,Texas,republican,1.0,3.0,0.0,0.0,1.0,a Stockman campaign web page,"The mayor drew on a consultant's study to support the need to lure international flights to Tampa. But he chose an economic impact of $150 million for his generalization  when just one of the airport's five target areas is in Europe. The rest are in Central and South America, which the study says would generate less than half the economic impact he mentioned. Meanwhile, he misspoke on the jobs number, nearly doubling it. Still, the study does support the idea that a new flight's impact might justify local hustle and incentives, the core of Buckhorn's argument."
5035,3753,2225.json,false,We could cut unemployment in half simply by reclaiming the jobs taken by illegal workers.,immigration,lamar-smith,Congressman,Texas,republican,2.0,5.0,1.0,3.0,0.0,a floor speech,"But the context in this case is vital. These were not the campaigns only ads, and later ads make details clear. We also find that the senator completely missed the mark on the amount of money spent."
5052,3770,4018.json,false,"There is no $30 million pot of money for redistricting issues, including defending redistricting lawsuits. Your tax dollars are not being spent on anything like that.",redistricting,will-weatherford,State Representative,Florida,republican,2.0,3.0,4.0,3.0,0.0,a redistricting meeting in Panama City,"Bartiromo said under Obamacare ""we are becoming something of a part-time employment country. But those individual instances fail to make a case of moving to a ""part-time employment country. ""Government numbers actually show that the fraction of part-timers in the workforce has declined since 2010 and in a longer historical perspective, the share of part-timers was less during this recession than in the downturn of 1983. The argument that the delay of the employer mandate boosted full-time hires is suspect. We see the same trend in previous years well before President Barack Obama was elected. An independent analysis suggests that the lack of full-time work is the most significant explanation for a persistently high share of part-time work in the labor force."
5060,3778,8693.json,false,We dont show people playing these games. We dont show them winning playing the video lottery games.,gambling,jack-roberts,Oregon Lottery director,Oregon,republican,0.0,1.0,0.0,0.0,0.0,an interview on Oregon Public Broadcasting,"Fischer said: ""There isnt a single (Texas) legislator under the age of 30, even though millennials make up 25 percent of the electorate in Texas. ""The Texas House and Senate each lackslegislators under age 30. But getting a fix on millenials in the Texas electorate can be slippery. Relying on an estimate of residents old enough to vote, as Fischer did, folds in people not eligible to vote--including non-citizens. On the other hand, nearly 20 percent of registered voters are millenials."
5062,3780,3880.json,false,"The states tax burden has, according to census figures released today, cost our state another 190,000 residents in 2009.","census,economy,taxes",tom-kean-jr,New Jersey Senate Minority Leader,,republican,0.0,2.0,1.0,0.0,0.0,a press release,"Diaz-Balart said that in 2008, Obama had said that normalization with Cuba would first require ""liberation of all political prisoners, and some basic steps toward freedom, including freedom of the press, political parties, labor unions. ""Obama did suggest such a linkage in 2008, though his phrasing was open to some interpretation. And on other occasions during the 2008 campaign, Obama offered a vaguer formulation for how Cuban relations could be normalized. On those other occasions, Obama said that if he saw unspecified steps toward democratic change in Cuba, he might pursue normalized relations with Cuba."
5077,3795,9871.json,false,"ISIS is right now crucifying Christians in Iraq, literally nailing Christians to trees.","foreign-policy,iraq,terrorism",ted-cruz,Senator,Texas,republican,36.0,33.0,15.0,19.0,8.0,an interview with WFAA-TV,"Clinton, on the other hand, arrives at a higher number by calculating savings for a family of four with an average of 2. 3 vehicles per household. Obama's statement that a gas tax holiday ""would at best provide 30 cents a day for three months for a grand total of $28"" is in line with estimates we have for average fuel consumption. The back-of-the-envelope calculation is clearly based on a few assumptions, but the assumptions are reasonable."
5117,3835,12304.json,false,ISIS is making millions of dollars a week selling Libyan oil.,"energy,foreign-policy,terrorism",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a foreign policy speech,"And if the GOP cuts were to take effect, the number of people affected in his district wouldn't be close to 1,000 -- it would be more like 225. They say that two wrongs don't make a right. (Get updates from PolitiFactRI on Twitter."
5130,3848,10081.json,false,"Under my platform, I will make no changes to the current (Medicare) system for current retirees and anyone approaching retirement.","health-care,medicare,retirement",tom-cotton,U.S. House of Representatives,Arkansas,republican,3.0,4.0,2.0,3.0,1.0,a debate,"Trump said, ""ISIS is making millions of dollars a week selling Libyan oil. ""Experts and news reports say ISIS has attacked Libyas oil fields in recent months, amid the countrys instability. Instead, they say, the terrorist group is focused on disrupting oil markets and preventing rivals from getting the oil in Libya."
5147,3865,5063.json,false,Says a new national poll shows the majority of the American people believe we should have a gold standard for U.S. currency.,economy,ron-paul,U.S. representative,Texas,republican,5.0,8.0,8.0,8.0,3.0,a speech after the Iowa caucuses,"State officials promised that Georgias momentum for attracting new business would not falter following the loss of a $500 million Volvo plant to rival South Carolina in May. Nathan Deals chief of staff said in July that smaller deals since the Volvo project have led to the promise of 3,455 jobs and $800 million in investment statewide. State economic development data show Chris Riley was low in his tally. Even with an error in the data, Georgia can count nearly as many jobs and significantly more in investment than was promised by Volvo."
5149,3867,10961.json,false,Even our nuclear arsenal doesnt work. It came out recently they have equipment that is 30 years old. They dont know if it worked.,"military,nuclear",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,his presidential announcement speech,"""We are taking Virginias investment in public education to the highest level in the commonwealths history,"" McAuliffe said last month. In raw dollars, the governors proposed budget would set state records for overall education spending and per-student outlays. A meaningful comparison of historic spending levels requires that the figures be adjusted for inflation. When thats done, the governors education budget does not rise to the levels reached one to three years before the most recent recession."
5152,3870,2563.json,false,"In 2009, the state Legislature passed more than $5 billion in tax increases.","message-machine,state-budget,taxes",leah-vukmir,Member of state Assembly,Wisconsin,republican,0.0,2.0,0.0,1.0,0.0,a campaign brochure distributed door to door,"Hebert said there have been 27 outbreaks of of Ebola and in no case did the disease spread to a second country. A more accurate figure would be between 16 and 22. However, he is correct in his main point,that past efforts have successfully contained the disease."
5154,3872,11870.json,false,Right now were the highest taxed country in the world.,taxes,donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,an ABC Republican debate in New Hampshire,"Clinton said Trump said at the Republican convention ""I alone can fix it. ""Trump did say those words when explaining why he thinks he is the best candidate for president. However, Clinton omitted that in other portions of his speech he showed a willingness to work with partners including prosecutors, law enforcement and foreign allies."
5160,3878,11990.json,false,"Says Harry Reid, when asked about the Republican field, said the Republican he likes the best is Donald Trump, and he said, because I can work with him. Hell cut deals.",candidates-biography,ted-cruz,Senator,Texas,republican,36.0,33.0,15.0,19.0,8.0,"an interview on ABC's ""This Week""","Paul says ""the majority of the American people believe we should have a gold standard and not a paper standard. ""The one national poll that addressed this question found 44 percent in favor of a gold standard, and that isnt a majority."
5182,3900,6647.json,false,Says President Barack Obama built this $16 trillion debt.,"debt,deficit,federal-budget",reid-ribble,Candidate for 8th District U.S. House seat,Wisconsin,republican,0.0,1.0,1.0,0.0,1.0,an interview,"His remarks on Face the Nation in 1995, when he said ""I think you should have funding in the case of rape or incest or life of the mother,"" align with that statement. While he was serving in Congress, he voted for the Hyde Amendment, which bans public funding of abortions except under those three circumstances. Thats a position widely embraced by those who want to restrict abortion. The ad implicitly portrays Gingrich as opposing those interests."
5183,3901,7799.json,false,The IRS is going to be in charge of our health care.,"health-care,taxes",michele-bachmann,Congresswoman,Minnesota,republican,8.0,22.0,6.0,4.0,16.0,"an interview on Fox News' ""On the Record"" with Greta Van Susteren","Cruz said theres a long tradition stretching back 80 years of not nominating and confirming a Supreme Court justice in an election year. A Supreme Court justice hasnt been both nominated and confirmed in a presidential election year since 1940, 76 years ago. But the notion that this is a ""long tradition,"" is misguided. The fact is, vacancies in an election year are rare, especially in Cruzs time frame. As such, its hard to argue that there is any tradition in filling seats. Cruzs statement is partially accurate but takes things out of context."
5192,3910,13478.json,false,Says Donald Trumps presidential victory was an electoral landslide.,"elections,history,states",reince-priebus,"Chairman, Republican National Committee",Wisconsin,republican,2.0,12.0,8.0,3.0,1.0,an interview,"So Tiahrt is correct that the bill's biggest  expansions in coverage do not happen until 2014, including the  exchanges, the subsidies and the Medicaid expansion. He's also right  that some taxation begins well before that. But he makes it sound like  all the taxes hit immediately and there are no significant benefits in  the first four years. In fact, there are some benefits that begin  immediately, and the taxes levied in the early years account for a small  percentage of the total dollars involved."
5211,3929,3978.json,false,"As the Democrats finally maxed out their government spending credit card Monday, Kurt Schrader continued to stand with his party leaders in failing to offer any viable long-term solution.",government-efficiency,national-republican-congressional-committee,,,republican,18.0,9.0,8.0,5.0,8.0,a press release,"The sly TV ad from the Log Cabin Republicans merely states, ""A pro-choice record,"" leaving out a verb like ""has"" or ""had. ""The ad could do a better job at pointing out that Romney no longer stands by his pro-choice record, but it doesn't want to. The whole point is to shine a light on where Romney once stood on abortion. His record on abortion is not entirely pro-choice, given his current position opposing abortion rights."
5242,3960,1765.json,false,"For the new state budget, ""Floridians have sent us $3 billion less of their funding.""","state-budget,taxes",anitere-flores,State Representative,Florida,republican,0.0,1.0,0.0,0.0,0.0,a House floor speech,"The most that Texas taxes might have increased while Perry was governor is 44 percent, which is 17 percent when inflation is weighed. Maybe Pauls personal taxes doubled and he can show thats also Perrys fault."
5246,3964,3727.json,false,The Bush tax cuts created about 8 million jobs over the first 10 years that they were in existence. Weve lost about 5 million of those jobs during this recession.,"economy,history,jobs,taxes",john-boehner,Speaker of the House of Representatives,Ohio,republican,13.0,22.0,11.0,4.0,2.0,"an interview on NBC's ""Today"" show","Christie said during his State of the State address, ""In total, we have added nearly 75,000 private sector jobs in New Jersey since we took office in January 2010. ""If measured from January 2010, New Jerseys job growth through November 2012 (December jobs figures didnt come out until Thursday) was 66,700 jobs. Measured from February 2010  Christies first full month in office  the net private-sector gains are 72,300 jobs. The numbers only get better. After the release of Decembers job figures, New Jerseys net private-sector job growth since January 2010 is 97,600 jobs. From February 2010, its 103,200 jobs."
5247,3965,8538.json,false,They delayed my swearing-in here in Massachusetts for a couple weeks so they could ram (the health care law) through.,health-care,scott-brown,,New Hampshire,republican,2.0,2.0,1.0,3.0,1.0,a Fox News interview,"Indeed, the Joint Task Force Guantanamo, which runs the camp, provides prayer rugs to the detainees that are paid for by taxpayers, according to Lt.  Col.  Edward Bush, a spokesman for the task force. ""Detainees are given the opportunity to practice their religions,"" Bush said, which means that the Muslim call to prayer is sounded five times a day and played over the loudspeakers in the camp. Bush said the detainees are served three meals a day that meet their ""cultural dietary requirements,"" and chicken and rice pilaf is one of the offerings."
5298,4016,738.json,false,"If an Iranian woman shows too much hair in public, she risks being beaten or killed.",foreign-policy,sarah-palin,,Alaska,republican,9.0,19.0,9.0,6.0,6.0,the New York Sun,"Walker spokesman Tom Evenson said the governor speaks to local media after each session. Our rating Wachs says Walker's ""listening sessions"" are ""invite-only and excluding the press. ""As he travels Wisconsin to meet with residents, Walker asks various people, including Democratic lawmakers, for suggestions on who to invite to his listening sessions. But the sessions are not open to the public or to the press, only to people who are invited."
5305,4023,12740.json,false,Says Hillary Clinton wants to essentially abolish the Second Amendment.,guns,donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a speech at the Republican national convention,"Fiorina said one of the Planned Parenthood videos shows ""a fully formed fetus on the table, its heart beating, its legs kicking, while someone says we have to keep it alive to harvest its brain. ""One of the Center for Medical Progress videos attacking Planned Parenthood shows an interview with a woman identified as a former tissue procurement technician, who tells about an experience in a Planned Parenthood pathology lab where she sees a fetus outside the womb with its heart still beating. According to the woman, her supervisor said they would procure the fetus brain. The videos creators added footage of an aborted fetus on what appears to be an examination table, and its legs are moving. But Fiorina makes it sound as if the footage shows what Planned Parenthood is alleged to have done. In fact, thestock footage was added to the video to dramatize its content."
5322,4040,4263.json,false,"In the 80s, Democrats promised spending cuts, but delivered only tax hikes.","economy,new-hampshire-2012,taxes",ron-paul,U.S. representative,Texas,republican,5.0,8.0,8.0,8.0,3.0,a television campaign ad,"According to an Office of Management and Budget tally, earmarks totaled $17-billion in fiscal 2007, only about 10 percent of the deficit that year. Admittedly, that's after earmarking dropped considerably following the congressional lobbying scandals of 2005 and 2006. But even at their peak in 2005, when earmarks hit $52-billion, according to the Congressional Research Service and the OMB, that was only 16 percent of that year's deficit of $318-billion."
5341,4059,6726.json,false,"The 48, 49 percent that supports President Barack Obama are people who pay no income tax.",taxes,mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,a surreptitiously recorded speech to donors at a fundraiser,"Our rating A ""majority in every state favors path to citizenship for undocumented immigrants,"" the Wisconsin Democratic Party tweeted. We found one instance of a contradictory result in a somewhat similarly worded question, and small sample sizes in some states are pretty small. So the finding is not airtight."
5358,4076,6242.json,false,Says New Jerseys tenure law has now been reformed to say that if teachers get two years of partially effective or ineffective ratings they lose tenure.,education,chris-christie,Governor of New Jersey,New Jersey,republican,10.0,17.0,27.0,19.0,8.0,a speech at the Brookings Institution,"Hume said the president is sending a much larger force to deal with Ebola than ISIS was getting. Humes statement only holds water so long as you limit the tally to the additional ground forces assigned to each mission. But that framework ignores the airstrikes, the main tool the president had used against ISIS as of Sept.  21, before the strikeswere expanded to ISIS targets in Syria. If ISIS was ""getting"" something, what it got came from forces already in the region, and it seems to make little difference if an ISIS position was destroyed by a soldier newly arrived in the theater or one who had been there a while. At the very least, those strikes relied on carrier-based war planes. According to a former Air Force colonel and the Pentagon, the number of soldiers needed to launch those attacks is larger than the 3,000 troops deployed to fight the Ebola outbreak."
5364,4082,10187.json,false,More people are losing their insurance (due to Obamacare) than are becoming newly insured.,health-care,herman-cain,,Georgia,republican,4.0,11.0,5.0,3.0,3.0,a blog post,"OReilly said, 123 African-Americans and 326 white people were shot dead by police in 2012. He referenced recent federal numbers but failed to mention their well-documented flaws. We have not found any experts who will vouch for numbers that purport to represent annual fatal shootings by police, as there are gaping holes within each dataset. Additionally, the number of white people fatally shot by police in 2012 is substantially off if you account for white Hispanics -- a group OReilly did not seem to have in mind during his rant about race relations between blacks and whites."
5366,4084,12235.json,false,My numbers are better right now than Ronald Reagans numbers were with Jimmy Carter.,"history,polls",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,"a rally in Rome, N.Y.","Former Vice President Al Gore said the ocean today ""is much more acidic, more than it has been for many millions of years. ""It's clear that the ocean is more acidic than it was before the Industrial Revolution. It's also clear that many millions of years ago it was much more acidic. But the best estimates suggest that the oceans reached levels of acidity comparable to todays levels sometime between about 900,000 years ago and 3 million to 4 million years ago -- far more recently than the ""many millions of years"" ago that Gore suggested. ""If I had one of your meters, this would be halfway up,"" said Dickson, one of our experts on ocean acidification."
5407,4125,7490.json,false,The president is advocating a drone strike program in America.,"civil-rights,terrorism",rand-paul,Candidate for U.S. Senate and physician,Kentucky,republican,7.0,8.0,10.0,12.0,3.0,a tweet,"Greenwald said ""about 100,000 kids in this country leave their home state and go to another state to be educated. Out of that 100,000 young people, 30,000 of them are from New Jersey, by far the largest amount. ""Roughly 30,000 recent high school graduates left New Jersey to attend an out-of-state college, according to federal data. But far more than 100,000 students attend out-of-state schools and though New Jersey students represented the largest portion of that group, California and New York followed closely behind."
