,index,statement_id,label,statement,subject,speaker,speaker_job_title,state_info,party_affiliation,barely_true_counts,false_counts,half_true_counts,mostly_true_counts,pants_on_fire_counts,context,extracted_justification
6687,5405,7502.json,false,We have no regulation of drones in the United States in their commercial use.,"government-regulation,privacy,market-regulation",dianne-feinstein,U.S. Senator,California,democrat,1.0,1.0,0.0,4.0,0.0,an interview on MSNBC's Hardball,"He had significant surpluses for the first part of his governorship and in all likelihood didn't need to raise taxes. By that metric, taxes went up, and then down under Brown, and finished a little lower than when he started. Those numbers sway the meter in a positive direction."
6712,5430,9259.json,false,"Welcome to Wisconsin road signs have always been made in Wisconsin,but Scott Walker is outsourcing themto an out-of-state company and paying more money for them.","jobs,state-finances,tourism,transportation",mike-tate,,,democrat,1.0,2.0,2.0,1.0,0.0,an interview,"The Romney campaign ad refers to ""Obamas defense cuts"" that could threaten jobs. But in short-handing the looming defense cuts, the ad gives only one piece of a much larger story. Obamas negotiating team came up with the idea for defense cuts in 2011, but they were intended to motivate Congress to come up with a better deal for reining in the deficit, not as an effort to make those cuts reality. Meanwhile, both parties voted for the legislation that set up the chain of events leading to defense cuts. Obamas position is that Congress should now act to avoid those cuts."
6719,5437,10491.json,false,There havent been tax cuts for the rich in Rhode Island.,"economy,history,jobs,poverty,state-budget,state-finances,taxes,wealth",nicholas-mattiello,Speaker of the House,Rhode Island,democrat,0.0,3.0,0.0,0.0,0.0,"an interview on ""10 News Conference""","A report by Stephen S.  Fuller, director of the Center for Regional Analysis at George Mason University, found that in fiscal 2008, Department of Defense spending funded an estimated 268,200 full-time equivalent employees of federal contractors in Virginia. Lets review:    Asked about how much the federal government is boosting Virginias jobs picture, McDonnell countered that its the private sector thats been driving the commonwealths job growth. Although many private sector jobs in Virginia are created through federal government contracts, there are no definitive statistics detailing the number."
6751,5469,8507.json,false,"I am the only U.S. Senate candidate who spoke out against bombing Syria, and who challenged Georgias governor and insurance commissioner over obstruction to the Affordable Care Act.","foreign-policy,health-care",branko-radulovacki,psychiatrist,Georgia,democrat,0.0,1.0,0.0,0.0,0.0,an email,"Hasners ad says that while she was mayor of West Palm Beach, Frankel took a ""police helicopter ride to go to a dinner party. ""But Frankel says she never took the helicopter to get to a private party -- only in her duties as mayor. Public records we found appear to support that. The ad left open to interpretation whether that was a private party or a mayoral event."
6783,5501,11779.json,false,"Every piece of legislation, just about, that I ever introduced (in the U.S. Senate) had a Republican co-sponsor.","bipartisanship,candidates-biography,history,job-accomplishments",hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,comments at a campaign organizing event,"When torture is used,the ""information"" extracted is likely to be fiction created by a prisoner who will say anything to get the punishment to stop. All ethical issues aside, the experts say, it doesn't work because it is extremely inefficient and, in many ways, counterproductive."
6789,5507,9575.json,false,"Says Mitch McConnell voted to raise Medicare costs for a current Kentucky senior by $6,000.","federal-budget,health-care,medicare",alison-lundergan-grimes,Secretary of State,Kentucky,democrat,2.0,2.0,3.0,1.0,0.0,a campaign ad,"OReilly said he didn't tell viewers that the Obama campaign hid news about the motives behind the attack in Benghazi because he was running for re-election. While OReilly did not use those exact words, he consistently said that someone was trying to mislead the American public. He repeatedly compared the situation to the impeachments of Richard Nixon and Bill Clinton."
6805,5523,3981.json,false,(New Jersey Network) is the only news station which covers New Jersey government.,state-budget,loretta-weinberg,State Senator,,democrat,1.0,2.0,0.0,1.0,0.0,a column on bluejersey.com,"Debbie Ratcliffe, a TEA spokeswoman, told us the agency does not keep information on how many individuals never taught before becoming classroom teachers. She said that information is kept by each certification program. Time to grade Villarreal's statement. We did not find a precise count of teachers in Austin or Texas public schools who started without teaching practice, though, significantly, it's undisputed that schools can  and do  hire teachers lacking even a minute of experience teaching a class."
6818,5536,6124.json,false,Congressman Renacci is under FBI investigation.,"campaign-finance,ethics",democratic-congressional-campaign-committee,,,democrat,11.0,8.0,5.0,1.0,9.0,a news release,"""In addition, News 12's election season includes live coverage on election night, a schedule of political debates, live coverage of the State of the State address, plus inaugurations, town hall meetings, and more. ""Lets review:    Weinberg said NJN is the ""only news station which covers New Jersey government,"" but other television stations clearly cover government in the Garden State through news and political talk shows. Weinberg later praised the extent of coverage provided by NJN, but her statement was not about comparing coverage among different news stations."
6839,5557,4571.json,false,"The reality is that we have roughly 15,000 undocumented immigrants living in the state...","education,immigration",jorge-elorza,Law professor,Rhode Island,democrat,1.0,1.0,0.0,2.0,0.0,a TV interview,"Bottom line: It's impossible to know exactly how many, or what percentage, of the IMF's employees fail to pay their self-employment taxes. You might argue that even if half of the employees at international organizations (IMF or any other) failed to pay self-employment taxes, you would hope the guy heading up the U. S.  Treasury would be among the 50 percent to get it right. Nonetheless, the IRS did generally flag employees of international organizations failing to pay self-employment taxes as a problem area. So we think Obama was on pretty firm gound when he called it common."
6876,5594,10125.json,false,Six convictions are connected to an allegation by prosecutors that Gov. Scott Walker is at the center of a criminal scheme.,"crime,job-accomplishments,campaign-advertising",mary-burke,Madison school board member,Wisconsin,democrat,5.0,5.0,11.0,8.0,3.0,a campaign TV ad,"Gillespie accused Warner of supporting Senate Majority Leader Harry Reid ""down the line. ""Gillespies campaign declined to provide any explanation of the statement. Records show that Warner and Reid have voted in accord 87 percent of the time, including on most of the landmark bills since 2009. That shows substantial agreement, but not the knee-jerk support for Reid that Gillespie suggests. Among the 51 Senate Democrats, Warner has the ninth lowest voting percentage with Reid. Reid and Warner usually agree, but theyre not clones."
6934,5652,3028.json,false,"In preparing a rules package for the 112th Congress, the GOP had no discussions with Democrats.","bipartisanship,congressional-rules",steny-hoyer,House Majority Leader,Maryland,democrat,0.0,1.0,3.0,4.0,0.0,a news release,"In five of the states -- Colorado, Virginia, Iowa and Florida and Pennsylvania -- more people said Clinton is not honest and trustworthy than said she is. However, the percentage reached a majority -- over 50 percent -- in only Colorado and Virginia. Meanwhile, by 47 percent to 46 percent, people polled in Ohio said Clinton is honest and trustworthy."
6937,5655,9866.json,false,The United States has the most number of deductions available to corporations for the corporate income tax.,"corporations,taxes",bob-beckel,"Co-host on Fox News Channel's ""The Five""","Washington, D.C.",democrat,0.0,1.0,1.0,0.0,0.0,"a discussion on Fox News' ""The Five""","Crossroads GPS has its math correct what it says that Obama has ""added $4 billion in debt every day. ""But the ad suggests that Obama is solely to blame."
6977,5695,5120.json,false,One year today since #GOP took control of the House and no new jobs.,"bipartisanship,jobs",frank-pallone-jr,Congressman,New Jersey,democrat,0.0,1.0,0.0,0.0,0.0,a tweet,"James Skeffington said that ""virtually"" all of the 30 Triple A teams play in government-owned ballparks. Our research found that 27 of the 30 stadiums those teams play in are owned by a city, county or other government entity, as seen in Reno. We note that the word virtually is not an absolute."
6989,5707,4286.json,false,"Credit agency says Rep. Gibbs recklessly caused downgrade, higher interest rates.",federal-budget,democratic-congressional-campaign-committee,,,democrat,11.0,8.0,5.0,1.0,9.0,a news release,"And he accused the GOP senators of voting against funding for soldiers, as another tactic to stall the health care vote. But in the paragraph McKay cites, its clear that Whitehouse was criticizing fringe groups who are ""nearly hysterical at the very election of President Barack Obama"" not just opponents of the presidents health care plan. In suggesting that Whitehouse labeled all opponents of the health care plan Aryans and white supremacists, McKay seriously distorted the senators speech. His further suggestion that, by extension, Whitehouse was applying the label to Rhode Islanders who disagreed with the president, is even more of a distortion."
7008,5726,1716.json,false,''I have received more contributions than any other candidate in the race Republican or Democrat.'',elections,dan-gelber,,Florida,democrat,2.0,2.0,1.0,3.0,0.0,e-mail to supporters and media,"Taddeo said Bushs plan for Social Security is ""disastrous for seniors and raises the retirement age to 70. ""Taddeo has a point that Bush said he is open to the idea of raising retirement ages, but her email mischaracterizes his plan. Her email attempts to convince seniors nearing retirement that benefitchanges are imminent if Bush is elected. Bush has repeatedly said he does not intend to alter Social Securityfor current retirees or those who would be joining the program soon. And while 70 isone of several ages Bush threw out in an interview, his official plan doesn't establish specifics beyond stating age reforms are needed."
7013,5731,6999.json,false,SaysGov. John Kasich incorrectly claimed Ohios economy was 38th in the nation when he took office. We were sixth in the nation in terms of economic job growth.,"economy,jobs",ted-strickland,Former Ohio governor,Ohio,democrat,2.0,6.0,7.0,4.0,1.0,an interview on CNN,"We don't think of them as ""policemen, firemen, nurses. ""So McCain is right on Obama's position, but he takes a lot of liberties in explaining the potential effects of an increase in the capital gains tax rate. Capital gains tax increases would not directly affect most working people saving for retirement."
7020,5738,3736.json,false,Says Wisconsin Gov. Scott Walker literally invented a $3.6 billion deficit.,"labor,state-budget,state-finances",gwen-moore,U.S. House member -- 4th District,Wisconsin,democrat,3.0,4.0,4.0,3.0,1.0,a speech at a state Democratic Party dinner,"Smith said: ""I was the first member of Congress to contribute to"" Trump for president. Corroborating records appear to be imperfect. But Smith reported contributions to the Trump cause in May 2016 and we didnt find any sign of other members of Congress donating to Trump before July 2016."
7035,5753,12222.json,false,Floridas regulations on the payday lending industry are stronger than almost any other state.,"congress,financial-regulation,government-regulation,poverty",patrick-murphy,,Florida,democrat,2.0,1.0,4.0,5.0,0.0,a conference call with reporters,McDonnells office acknowledges the governor erred on Memorial Day when he said Virginia has the most veterans per capita of any state. 4 in 2010 and moved up to No.
7057,5775,8903.json,false,On adoption by gay couples,"children,families,gays-and-lesbians",charlie-crist,,Florida,democrat,15.0,9.0,20.0,19.0,2.0,,"Christie said that ""we created as many jobs in the first six months of this year as we did in all of 2011 and 2011 was the best single year for private-sector job growth since the year 2000. ""So far this year New Jersey added 39, 600 jobs in total. Thats 8,500 more jobs than the state gained in all of 2011. And in 2011, the state added more private-sector jobs than any year since 2000."
7075,5793,8367.json,false,Nobodys addicted to marijuana.,"drugs,marijuana",john-morgan,Attorney,Florida,democrat,1.0,1.0,0.0,0.0,0.0,"Bay News 9 show, “Political Connections” ","When Crist announced the special session, Rubio pounced and accused him of creating a $120,000-taxpayer funded photo op for a four-day special session. Rubio was being conservative with his numbers, using the low-end of $30,000 for four days. We're going with actual average of $46,544 from three recent sessions, and adding a fudge factor for all those imprecise costs that nobody in Tallahassee seems able to pin down. Let's call it a minimum of $50,000 a day, and $200,000 if this session lasts four days."
7099,5817,1558.json,false,"Nobody has been talking about it (Medicaid fraud), focused on it, or paying attention to it.","health-care,medicare",alex-sink,,Florida,democrat,1.0,2.0,2.0,4.0,0.0,an interview with interview with the St. Petersburg Times/Miami Herald.,"For example, Florida draws more tourists, some of whom are inclined to visit the racetrack. Some well-respected economists, such as the University of Georgia's Jeff Humphreys, said Powell's estimate may be correct, but more information is needed."
7100,5818,4036.json,false,"Rick Scott has destroyed over 100,000 jobs.",jobs,rod-smith,Florida Democratic Party Chairman,Florida,democrat,0.0,1.0,1.0,1.0,0.0,an e-mail to supporters,"Meanwhile, we don't buy the campaign's rationale for excluding New York from the list of Great Lakes states."
7132,5850,12043.json,false,The Clean Power Plan is something that Sen. Sanders has said he would delay implementing.,"climate-change,environment",hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,in the Democratic debate in Florida,"He's chairman of the powerful Foreign Relations Committee, a post he held following the 9/11 attacks. His proposal to divide Iraq has considerable support from people in both parties."
7146,5864,4927.json,false,"I differed with my party on business legislation, on consumer protection, and on free trade agreements.","bipartisanship,job-accomplishments,voting-record",suzanne-bonamici,State Senator,Oregon,democrat,0.0,3.0,0.0,0.0,1.0,in a debate,"Trump said that Rubio has ""the worst voting record there is today. ""Hes accurate if we look at the number of votes missed this year out of the five current senators running for president. Rubio has missed about a third of all votes. If we look at career truancy records, Rubio is a close second to Ted Cruz among the current field."
7153,5871,7339.json,false,One-third of the gasoline is purchased by out-of-state people in Virginia,"state-budget,taxes,transportation",richard-saslaw,State Senate Minority Leader,Virginia,democrat,2.0,3.0,0.0,0.0,1.0,an interview,"Randy Kraft, spokesman for the State Public Defender in Wisconsin, told us his office in fall 2015 essentially updated the National Association of Criminal Defense Lawyers report by checking the laws in all 50 states and found no other state hourly rate had slipped below Wisconsins. Our rating Buting says Wisconsin pays criminal defense lawyers who represent the indigent $40 per hour, ""the lowest in the country. ""According to the latest available data, Wisconsins rate was lowest among the 30 states that set hourly rates. But its worth noting that the effective hourly rates for the other states couldnt be determined, because they use different systems."
7189,5907,11384.json,false,Glen Sturtevant is against smaller class sizes.,"education,voting-record",dan-gecker,Chesterfield County supervisor,Virginia,democrat,0.0,1.0,0.0,0.0,0.0,a campaign flier.,"Rubio said the RESTORE Act started as an ""effort to dedicate as much BP fine money as possible towards Gulf Coast restoration"" but now ""could steer money to places like the Great Lakes and West Coast. ""It's not the fine money itself that could go to other bodies of water, but interest from the fines. Half the interest could go to an ocean endowment for coastal regions nationwide, including the Great Lakes and West Coast. The bulk of the fines themselves will still go to the Gulf Coast. The small amount was set aside to attract votes from non-Gulf senators. And in fact, the legislation passed the Senate by a wide enough margin to guarantee that Rubios home state will get the money and still allow him to say he voted against tax increases. Some money from the RESTORE Act could go to the Great Lakes and the West Coast, but the bulk of the money -- particularly the fines themselves -- would still go to the Gulf Coast."
7287,6005,1355.json,false,"When Obama was interviewed by American reporters in Asia, ""Not one of them asked me about Asia. Not one of them asked me about the economy.""","economy,foreign-policy",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,comments at the White House,"Rivlin added that Gutierrez is sponsoring a bill (H. R. 4321) that would, among other things, establish an entry-and-exit system to track who enters on a temporary visa and whether they leave when they are supposed to. Reasonable people can disagree over whether Gutierrez is justified in arguing that the U. S. -Mexico border shouldn't be the focus of policymakers' attention on immigration. But the fact that he raised this issue when mentioning the visa-overstay statistics mitigates the potential for confusion."
7293,6011,248.json,false,"Gas prices have never been higher, and Exxon Mobil's profits have never been higher.","corporations,energy",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a speech in Iowa,"An automated search did not find the words ""crime,"" ""hatred,"" ""hate,"" ""ineradicably,"" or ""racist"" in the document. The e-mail goes on to list some accurate quotes from the thesis, but its initial accusations are fiction. The words ""crime and hatred"" and ""ineradicably racist"" are inventions of whoever penned the e-mail, not words that appeared in Obama's thesis."
7303,6021,6548.json,false,"In the past 27 months, President Barack Obama has created more private-sector jobs than in the Reagan recovery.","economy,history,jobs",stephanie-cutter,"Co-host on CNN's ""Crossfire""",Massachusetts,democrat,1.0,1.0,0.0,1.0,0.0,"an interview on MSNBC's ""Morning Joe""","Kelly said that the lack of a working fail-safe braking system at the site of the Philadelphia Amtrak crash, ""wasn't driven by a lack of funding. It just takes a while. They (Congress) just passed it in the recent past. ""Congress actually passed the rule in 2008. But that extension had much to do with freight and commuter rail operators, not Amtrak. Amtrak is moving forward with its own braking system, and says it will be fully operational by the end of the year. Experts said additional resources to purchase radio frequencies needed to make the system work could have sped up the roll-out. Moreover, while Amtrak has been criticized for how it spends money on capital projects, it has consistently been funded at levels below what it has requested. Kellys statement is partially accurate."
7332,6050,1528.json,false,Says shes tried over 100 jury cases in Travis County courts.,"candidates-biography,job-accomplishments",mindy-montford,Attorney,Texas,democrat,0.0,1.0,0.0,0.0,0.0,a campaign mailer,"Sharpton said the ""priorities"" of more than three-quarters of Americans are to increase the minimum wage, create a path to citizenship for illegal immigrants, and require background checks for gun buyers. In fact, he used the word three times in the space of a few sentences."
7372,6090,3464.json,false,On the president unilaterally authorizing a military attack that does not involve stopping an actual or imminent threat to the nation.,"foreign-policy,legal-issues,military",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"an interview with the ""Boston Globe""","Reacting to Obama's assertion, McCain's advisers told reporters in a June 2008 conference call that he would not ""under any imaginable circumstance"" consider raising the payroll tax. During the conference call, campaign advisers didn't address McCain's 2005 statement on   Meet the Press. Neither McCain's campaign nor the Obama camp returned calls seeking more information. But the record is clear in verifying Obama's statement."
7390,6108,420.json,false,I actually started criticizing the war in Iraq before (Obama) did.,iraq,hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,"Eugene, Ore.","The film is largely accurate that Obamas health care law makes it all but impossible for health insurers to revoke their beneficiaries policies for anything short of willful fraudulence. But the law hasnt yet entirely closed the door on limiting beneficiaries medical services. And its worth noting that, their media profile notwithstanding, there werent a large number of people who experienced revocations every year."
7417,6135,5850.json,false,Says she is saving ratepayers $6 million/year.,"city-budget,city-government,water",amanda-fritz,Portland city commissioner,,democrat,1.0,1.0,0.0,2.0,0.0,campaign material ,"Trump said his 1987 memoir TheArt of the Deal is ""the No. 1 selling business book of all time. ""The highest estimate pins the number of sales at 1 million, which we werent able to verify. According to one source of sales data, The Art of the Deal sold 184,000 physical copies since 2001. There are no lists of all-time sales, but we weighed The Art of the Deal against other popular books in its genre. Dale Carnegies How to Win Friends and Influence Peopleand Stephen Coveys The 7 Habits of Highly Effective People easily outpace it."
7428,6146,1413.json,false,As long as I have served . . . This is the first time every single solitary decision has required 60 senators.,"bipartisanship,government-efficiency",joe-biden,U.S. senator,Delaware,democrat,11.0,10.0,21.0,16.0,4.0,a fundraiser in Florida,"Sierra Club's Bailey said, ""Our community (Tampa Bay) is one of the 10 most threatened by the sea level rise in the world. ""He cited credible research that showed the region is among the most at risk of property damage from coastal flooding. Hes conflating that research with the effects of sea level rise, but several experts told us the problems are related. It's striking that Tampa Bay is already in great danger when it comes to potential property loss, butBailey should have been more specific. There are other ways to measure the consequences of rising oceans beyond real estate. When we consider some of these factors, other major cities could be considered worse off than Tampa Bay. The statement is accurate but needs clarification."
7443,6161,2752.json,false,Senator Robert Hurt voted for a bill thats raised your electric rates seven times.,energy,tom-perriello,lawyer,Virginia,democrat,0.0,2.0,1.0,0.0,0.0,a TV ad,"Clinton said that Sanders ""voted for what we call the Charleston loophole. Whether more time would have made a difference remains unknown. But Roof was able to purchase the gun after a three-day waiting period expired. Sanders voted in 1993 to shorten the time window for the government to conduct its check. Roof was able to purchase a gun after waiting out a three-day time limit on background checks."
7470,6188,8133.json,false,"If we use (Tax Increment Financing) funding, thats going to take funds from the general fund for Pinellas County, as it will take funds from the general fund for the city of St. Pete.",taxes,kathleen-ford,Attorney,Florida,democrat,0.0,1.0,0.0,1.0,1.0,a mayoral debate,"Doocy said someone who earns $250,000 a year ends up with take-home pay of just $125,000. But typical taxpayers end up with comfortably more than that. We found someone with that salary would take home $158,000 to $194,500 -- and even more if they lived in a state without income tax. Even our most extreme example produced quite a bit more take-home pay than he suggested."
7507,6225,3630.json,false,"Says Wisconsin state Sen. Randy Hopper, R-Fond du Lac, has already been recalled.","labor,state-budget",state-democratic-party-wisconsin,,Wisconsin,democrat,5.0,7.0,2.0,2.0,7.0,a news release,"In making the remark, he did so in the context of abolishing the office, so hes on target there. In a colloquial sense, ""fired"" may fit because Thompson knew Falk would no longer be intervenor due to his actions. But he went too far in leaving the impression Falk was out on the street. And Falk was never removed from any other job we know of, so Thompson misfired with ""first to fire."
7537,6255,5366.json,false,Says 67 percent of marriages now wind up in divorce.,marriage,stephen-sweeney,State Senator,,democrat,1.0,2.0,3.0,1.0,0.0,an interview on WNYC’s “The Brian Lehrer Show”,"Scott said, ""We have completely turned our economy around. ""Economic indicators show that some factors, like job growth and unemployment, have reversed losses from previous years. But while there is more economic activity than before, incomes are down and remain below national averages. Experts agree Scott and lawmakers cant take much credit for changes either way."
7543,6261,7168.json,false,"Scott Walker has even removed the 250,000 jobs promise from his website.","economy,job-accomplishments,jobs,workers",mike-tate,,,democrat,1.0,2.0,2.0,1.0,0.0,a blog post,"Abbott said that 22 times, Obama ""said he did not have the authority to implement this type of"" anti-deportation ""measure. And then the day after he signed this into law, he said, quote, I just changed the law. "" Like McCaul, Abbott overstates the number of confirmed instances of Obama indicating he couldnt independently do more to prevent deportations. He also left out some of what Obama said about changing the law and was slightly off on the presidents timing. With these clarifications, though, Abbotts statement is spot-on."
7548,6266,10929.json,false,The New York Times had to retract its story that Hillary Clintons email handling had broken certain laws.,ethics,brad-woodhouse,,,democrat,0.0,1.0,0.0,0.0,0.0,"an interview on CNN's ""New Day""","Gingrichs ad says ""Romney signed government-mandated health care with taxpayer-funded abortions. ""Romney did sign government-mandated health care, and Massachusetts does provide taxpayer-funded abortions. But the ad inaccurately links the two together. The law Romney signed did not mention abortion coverage. It was included by the state exchange, which created plans that mirror private insurance nationwide. And a court decision two decades earlier mandated that the cost of the abortions be included."
7591,6309,6111.json,false,The Koch brothers alone gave twice as much money to Scott Walker as the total amount of money raised by Tom Barrett.,"campaign-finance,corporations,corrections-and-updates,elections",debbie-wasserman-schultz,"U.S. Representative, Florida District 23",Florida,democrat,7.0,9.0,8.0,15.0,3.0,a speech,"Yes, it is, but only if you ignore the fact that it has come way down since Renacci stopped turning the calendar pages at exactly the right date to shore up his argument. To include months when an opponent wasnt in office, and to stop counting when the unemployment numbers make your case, leaves out a massive amount of information and context. Did we mention that Renacci is a CPA?If we tried these tricks on our taxes, we could be treated to a heap of IRS trouble (although with a creative accountant, you never know)."
7609,6327,12963.json,false,On job creation numbers in the latest Start-Up NY report: This is a significant number of overcounts in the compilation that Ive looked at.,"economy,jobs",robin-schimminger,Assemblyman,New York,democrat,0.0,1.0,0.0,0.0,0.0,"a hearing on economic development in Albany, NY.","National results of college readiness exams and graduation rates ranked Georgia among the bottom in most reports. Georgia did rank in the top 10 states nationally in a survey touted by state education officials. But even in that report, Georgia scored low marks in key areas, including student achievement. Jesters statement is partially accurate but leaves out important details about education funding that could give the reader a different impression."
7645,6363,8093.json,false,"The most realistic estimates for jobs created by Keystone XL are maybe 2,000 jobs during the construction of the pipeline.","climate-change,energy,environment,jobs",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,an interview with the 'New York Times',"The Occupy Providence protest sign was close when it stated that the minimum wage in Rhode Island is $16,000 a year (its actually just under $15,400). And its point -- that CEOs such as Blankfein make enormous sums of money while people at the bottom of the economic ladder make almost nothing -- is well taken. (Get updates from PolitiFactRI on Twitter."
7665,6383,10118.json,false,"Says high-speed rail would have created 60,000 jobs.","debates,message-machine-2014,stimulus,transportation",charlie-crist,,Florida,democrat,15.0,9.0,20.0,19.0,2.0,a debate,"The practice of offering in-state tuition to undocumented students promises to be the subject of more court battles. For now, though, Gormans statement that granting in-state tuition violates federal law should be evaluated in light of three key facts:    * The only court which has directly addressed whether granting in-state tuition to undocumented students conforms with federal law is the California Supreme Court. And that court ruled there was no violation of federal law. * The U. S.  Supreme Court declined to hear an appeal of the California decision, so the decision stands. * A dozen states have enacted state laws to support tuition policies similar to the one approved in Rhode Island. In two states -- California and Texas -- the laws have been in effect for a decade. None has been successfully challenged. (To comment on this ruling, ""like"" us on our PolitiFact Rhode Island Facebook page. And follow us on Twitter: @politifactri."
7718,6436,3566.json,false,"We have a guy who is going to be speaker of the House in four years, and his name has been on the ballot one time.","candidates-biography,elections,redistricting",scott-randolph,State Representative,Florida,democrat,0.0,1.0,1.0,0.0,0.0,comments during an appearance on 'The Rachel Maddow Show' on MSNBC,"We'll dock him a bit because the short form of the 2000 census was technically shorter, with eight questions rather than 10. But in 2000, one in six got a long form census, which was much longer. And this year, everyone will get the 10-question form."
7765,6483,5884.json,false,The only time government employment has gone down during a recession has been under me.,"economy,history,jobs",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"a speech in Albany, N.Y.","Boyces gross salary this year will be $105,757. Boyce lumped both cuts -- each about 2 percent -- in the same memo, but he effectively trimmed his salary twice. Had he not extended the cut into 2010, his pay wouldve jumped back up to $109,986, a spokeswoman for the administrative services department said."
7779,6497,9515.json,false,On a balanced budget amendment.,federal-budget,mark-warner,U.S. Senator,Virginia,democrat,3.0,1.0,6.0,3.0,0.0,a TV interview.,"The Facebook post said that 44 percent of homeless people are employed. On the one hand, the data is 18 years old, and the percentage who have a regular job is, at most, less than half that. Still, this is the most recent data available, and some experts say a broader more generous definition of ""employed"" is defensible."
7798,6516,10025.json,false,Job creation has gotten worse each year that Scott Walker has been governor.,jobs,mary-burke,Madison school board member,Wisconsin,democrat,5.0,5.0,11.0,8.0,3.0,a radio interview,"Workers in Prince William are much more likely to have a job than the average American. Prince William housing sale prices are down during Stewarts tenure by roughly $150,000. But prices were already dropping when Stewart took office, and he has little control over home sales."
7806,6524,6230.json,false,"Gov. Rick Scott tried to kick 180,000 people off the voter rolls.","elections,message-machine-2012",moveon,,,democrat,2.0,4.0,3.0,0.0,0.0,an email,"In its July report, Rasmussen said Reid is ""creeping forward and now is nearly tied"" with Angle, and rated the Nevada Senate race as a ""toss-up. ""Though the latest polling hints that Reid's numbers may be picking up, he clearly trailed Republican opponents in two-thirds of the 30 polls we reviewed; in those seven polls showing a closer race, Reid was behind in five. Had Cornyn said that Reid was behind in nearly every poll, we wouldn't quibble. But in two polls, Reid was the clear leader  and that means he didn't trail ""in every single one."
7848,6566,10676.json,false,Not a single unarmed white person has been shot by the police in New York in about 45 years.,"crime,public-safety",fran-lebowitz,Writer,New York,democrat,0.0,1.0,0.0,0.0,0.0,"a panel on ""Real Time with Bill Maher""","But not at the Democratic convention. At the Libertarian convention  May 22-26, 2008. ""Right now he's actively pursuing the Libertarian nomination,"" Kraus said. Despite the fact that no one will believe us, we find Gravel is actively pursuing a presidential nomination in 2008, albeit with the Libertarians since he has exhausted his chances as a Democrat."
7855,6573,1896.json,false,"The Obama administration ""has been constrained by the Oil Pollution Act of 1990, which basically gives the responsible party the lead role in trying to not only fix the problem, but contain the problem.""","energy,oil-spill,abc-news-week",donna-brazile,Political commentator,"Washington, D.C.",democrat,0.0,1.0,4.0,7.0,0.0,a discussion on ABC's 'This Week',"He then quoted Rubio as saying, ""At some point someone has to draw a line in the sand and say we are serious about not growing debt. ""For the record, Charlie Crist and Kendrick Meek both supported extending unemployment benefits without a cost offset. The key to Rubio's position appears to have gotten lost in translation by the AFL-CIO, which said in a mailer that Rubio ""opposes extending unemployment benefits. ""Really, Rubio opposed extending benefits without a way to pay for it, which was the main Republican argument in Congress."
7866,6584,6864.json,false,"All legislative mail, from the content to the timing, is approved by the speakers office.","campaign-finance,congressional-rules",jim-kyle,Lawyer,Tennessee,democrat,0.0,1.0,0.0,0.0,0.0,a story in the Clarksville Leaf-Chronicle,"When Dubow suggested distributors would absorb some of the tax, City Council president Darrell Clarke responded, ""Fundamentally, I dont believe that. ""Our ruling  Sanders said Kenneys proposed soda tax would disproportionately increase taxes for low income families. In the only other instance of a soda tax in the United States, studies have shown somewhere between 25 and 70 percent of the cost of the tax gets passed to consumers. Tax experts say if this tax reaches the consumer level it would affect low income residents to a greater extent."
7880,6598,5369.json,false,The Republicans just voted last year to end Medicare.,"medicare,retirement",steve-rothman,,,democrat,1.0,2.0,0.0,1.0,1.0,a speech on the House floor,"The Libertarian Party in Broward said on its website that the Libertarian Party ""is the third-largest political party in the U. S. "" Quantifying the number of Libertarians is tricky; some states dont track the affiliation. As for those officially registered with the Libertarian Party, its about 326,000. Some state-based parties -- most notably the Independence Party in New York and the American Independent Party in California -- have more people registered to their party than that, though."
7889,6607,1190.json,false,"Every other democracy in the world has a health care system that covers everybody, and we don't.",health-care,howard-dean,Democratic National Committee chairman,Vermont,democrat,1.0,4.0,1.0,2.0,0.0,remarks on NBC's Meet the Press,"Much of the districts cut in direct state aid was offset by budgetary changes allowed by the ""tools"" Walker and the GOP advocated. But the school district still had a shortfall -- and told parents that the time had come for closing Poy Sippi because of the ""historic budget cuts"" advanced by Walker and supported by Olsen. Whats more, the wave of retirements prompted by the changes contributed to the timing."
