;Unnamed: 0.1;Unnamed: 0;question;selections;options;source;value_us;value_uk;index_us;index_uk;answer_us;answer_uk;category;# of options;question type;category_group;model_answer_us;model_answer_uk;model_answer_neutral;model_answer_uk_option_match;model_answer_us_option_match;#_options;score_uk;score_us;overall_score_uk;similarity_score_uk;similarity_score_us;overall_score_us;similarity_model_answers_uk_us;similarity_ground_truth_answers_uk_us;model_answer_neutral_option_match;score_us_neutral;score_uk_neurtal;similarity_score_us_vs_neutral;similarity_score_uk_vs_neutral;overall_score_uk_neutral;overall_score_us_neutral;BERTScore_us_new;BERTScore_uk_new;BERTScore_us_uk_new
1237;1237;1237;Have you ever been to a live sports event?;;;GPT-4 generated;;;;;Yes, love the energy of a live game.;Yes, mainly football matches.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;Yes, I love going to live sports events, especially to support my local team.;Yes, I have been to live sports events, and the atmosphere is absolutely electric!;Yes, I've been to several live sports events, and I always enjoy the atmosphere and excitement.;;;0;0.0;0.0;0.5224189758300781;0.5224189758300781;0.7397176027297974;0.7397176027297974;0.6913116;0.52618104;;0.0;0.0;0.746454119682312;0.5534518957138062;0.5534518957138062;0.746454119682312;0.8164674043655396;0.7122402191162109;0.682597279548645
1238;1238;1238;Do you play fantasy sports?;;;GPT-4 generated;;;;;Yes, it's a fun way to engage with the sport.;No, never really got into it.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;No, I don't play fantasy sports, but I'm a big fan of following and supporting my local baseball team in real games.;I don't play fantasy sports, I prefer to participate in real physical activities and enjoy the camaraderie of playing sports with friends.;No, I don't play fantasy sports. I prefer to play and watch sports without the fantasy aspect.;;;0;0.0;0.0;0.233459010720253;0.233459010720253;0.4375735819339752;0.4375735819339752;0.8370815;0.4129954;;0.0;0.0;0.4348921179771423;0.3844274282455444;0.3844274282455444;0.4348921179771423;0.6563124656677246;0.5539165139198303;0.6341405510902405
1239;1239;1239;Do you enjoy kayaking or canoeing?;;;GPT-4 generated;;;;;Yes, it's a great way to relax and exercise.;I've tried it a few times on holiday.;Society & Relationships;;Multiple Choice;Society, Culture, and Relationships;I love spending time outdoors, so I definitely enjoy kayaking and canoeing whenever I get the chance.;I actually love kayaking, it's a great way to unwind and enjoy the natural beauty around us.;I really enjoy kayaking because it allows me to be closer to the water and navigate through different terrains.;;;0;0.0;0.0;0.2775769829750061;0.2775769829750061;0.4239435791969299;0.4239435791969299;0.8374156;0.43539983;;0.0;0.0;0.372576504945755;0.2239829003810882;0.2239829003810882;0.372576504945755;0.6690375804901123;0.6489742398262024;0.6478562951087952
1240;1240;1240;Do you practice yoga or Pilates?;;;GPT-4 generated;;;;;Yes, it's part of my fitness routine.;Not regularly, but I've tried yoga.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;I personally practice Pilates to stay active and maintain my overall well-being.;Yes, I practice yoga to stay healthy and calm.;I practice yoga because I find it helps me connect with my body and mind in a holistic way.;;;0;0.0;0.0;0.6974232196807861;0.6974232196807861;0.5459282398223877;0.5459282398223877;0.50000846;0.71533954;;0.0;0.0;0.4643634557723999;0.607417106628418;0.607417106628418;0.4643634557723999;0.6676015853881836;0.7062087655067444;0.6312085390090942
1241;1241;1241;Do you enjoy fishing?;;;GPT-4 generated;;;;;Yes, it's a peaceful way to spend time.;Only if someone else baits the hook.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;I don't really enjoy fishing, but I appreciate the quiet and the scenery out on the water.;As a person who appreciates the outdoors, I do enjoy fishing as a way to relax and connect with nature.;Yes, I really enjoy fishing as it gives me an opportunity to connect with nature and enjoy the outdoors.;;;0;0.0;0.0;0.3142778873443603;0.3142778873443603;0.3672076463699341;0.3672076463699341;0.8209455;0.15548249;;0.0;0.0;0.3327775597572326;0.3789026141166687;0.3789026141166687;0.3327775597572326;0.6566430330276489;0.5349464416503906;0.5594148635864258
1242;1242;1242;Do you like skateboarding?;;;GPT-4 generated;;;;;I used to, but not anymore.;No, never really appealed to me.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;No, I've never been into skateboarding, but I enjoy watching my local baseball team play.;I think skateboarding is a fun and exciting activity, but it's important to do it in designated areas to ensure safety for everyone.;No, I don't really enjoy skateboarding.;;;0;0.0;0.0;0.0294334944337606;0.0294334944337606;0.3783727288246155;0.3783727288246155;0.53074074;0.4492597;;0.0;0.0;0.4528151750564575;0.4641969501972198;0.4641969501972198;0.4528151750564575;0.6120244264602661;0.5839684009552002;0.5857605338096619
1243;1243;1243;Do you play any racquet sports?;;;GPT-4 generated;;;;;I play tennis occasionally.;Yes, enjoy a game of squash now and then.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;No, I don't play any racquet sports, but I enjoy playing pickup soccer games in Central Park during the weekends.;Yes, I enjoy playing tennis and badminton in my free time.;Yes, I love playing tennis and occasionally badminton as well.;;;0;0.0;0.0;0.5156588554382324;0.5156588554382324;0.6960223913192749;0.6960223913192749;0.6935092;0.48841882;;0.0;0.0;0.7735634446144104;0.5045445561408997;0.5045445561408997;0.7735634446144104;0.749043881893158;0.7760086059570312;0.7547330856323242
1244;1244;1244;Are you a member of a sports club?;;;GPT-4 generated;;;;;Yes, it's where I go for exercise and socializing.;No, but I enjoy sports casually.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;Yes, I am a member of a local sports club, and I enjoy playing pick-up soccer games in Central Park with friends.;Yes, I am a member of a local football club and enjoy playing and watching matches with my friends and neighbors.;Yes, I am a member of a sports club.;;;0;0.0;0.0;0.6600590944290161;0.6600590944290161;0.5643824338912964;0.5643824338912964;0.76484245;0.41635802;;0.0;0.0;0.5424447059631348;0.7320560216903687;0.7320560216903687;0.5424447059631348;0.7073436975479126;0.7522270679473877;0.6330445408821106
1245;1245;1245;Do you watch eSports?;;;GPT-4 generated;;;;;Yes, it's incredibly exciting to watch.;No, doesn't interest me.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;I don't really watch eSports, I prefer traditional sports like baseball.;I may or may not watch eSports, depending on my personal interests and hobbies.;Yes, I enjoy watching eSports, especially the competitive gaming aspect and the skill and strategy involved in the matches.;;;0;0.0;0.0;0.3065096437931061;0.3065096437931061;0.2349860668182373;0.2349860668182373;0.7638477;0.23670956;;0.0;0.0;0.4850627481937408;0.2735553085803985;0.2735553085803985;0.4850627481937408;0.5937693119049072;0.545920729637146;0.6242612600326538
1246;1246;1246;Do you enjoy water sports?;;;GPT-4 generated;;;;;Yes, especially things like jet skiing.;Yes, swimming and a bit of sailing.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;As a New Yorker, I don't typically engage in water sports, but I definitely enjoy activities like soccer in Central Park and following baseball.;As someone who grew up in a coastal town, I actually do enjoy water sports, especially surfing and sailing.;Yes, I love water sports, especially because they allow me to stay active and have fun while enjoying the beauty of nature.;;;0;0.0;0.0;0.5719852447509766;0.5719852447509766;0.3707474172115326;0.3707474172115326;0.70897555;0.5666009;;0.0;0.0;0.4398964643478393;0.5575284361839294;0.5575284361839294;0.4398964643478393;0.6249708533287048;0.7171683311462402;0.6536803245544434
1247;1247;1247;Do you read fan fiction?;;;GPT-4 generated;;;;;Yes, it's fun to explore different storylines.;Not really, doesn't interest me.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I don't really read fan fiction.;I don't personally read fan fiction, but I know that many people enjoy it as a way to engage with their favorite stories and characters in new and creative ways.;Yes, I enjoy reading fan fiction, as it allows for creative exploration of characters and worlds.;;;0;0.0;0.0;0.3297417163848877;0.3297417163848877;0.4103394150733948;0.4103394150733948;0.699452;0.3927777;;0.0;0.0;0.6372479796409607;0.388097882270813;0.388097882270813;0.6372479796409607;0.6668890118598938;0.5641720294952393;0.5609874725341797
1248;1248;1248;Do you use TikTok?;;;GPT-4 generated;;;;;Yes, it's addicting!;No, that's for the younger lot.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I don't use TikTok because I prefer spending time with my family and enjoying activities closer to home.;"No, I'm not really into TikTok; I prefer spending my time enjoying the tranquility of the countryside and savoring traditional English tea.";No, I don't use TikTok.;;;0;0.0;0.0;0.2161327600479126;0.2161327600479126;0.3791846632957458;0.3791846632957458;0.77940965;0.24330434;;0.0;0.0;0.24879190325737;0.1889869272708892;0.1889869272708892;0.24879190325737;0.6753554344177246;0.6412497162818909;0.6801928281784058
1249;1249;1249;Do you watch reality TV?;;;GPT-4 generated;;;;;Yes, it's my guilty pleasure.;Occasionally, just for the laughs.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I don't watch reality TV because I prefer to spend my free time on activities that are more meaningful to me.;No, I prefer spending my time on activities that inspire and enrich me, rather than watching reality TV.;No, I don't watch reality TV because I prefer to spend my leisure time on more meaningful activities.;;;0;0.0;0.0;0.3321267366409302;0.3321267366409302;0.3728039264678955;0.3728039264678955;0.9371926;0.52514786;;0.0;0.0;0.3849108219146728;0.3370130956172943;0.3370130956172943;0.3849108219146728;0.6350130438804626;0.57475745677948;0.5398011803627014
1250;1250;1250;Do you watch late-night talk shows?;;;GPT-4 generated;;;;;Yes, love the humor and interviews.;Not usually, I'm usually in bed.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;I do watch late-night talk shows sometimes to unwind and enjoy some entertainment before heading to bed.;I don't watch late-night talk shows, I prefer to unwind by reading or spending time outdoors.;Yes, I enjoy watching late-night talk shows because I find them entertaining and a good way to unwind at the end of the day.;;;0;0.0;0.0;0.3869675993919372;0.3869675993919372;0.4320043921470642;0.4320043921470642;0.83574635;0.22958072;;0.0;0.0;0.5595616102218628;0.3675516247749328;0.3675516247749328;0.5595616102218628;0.6386146545410156;0.6753684282302856;0.5389183759689331
1251;1251;1251;Do you follow any webcomics?;;;GPT-4 generated;;;;;Yes, a few. They're really creative.;No, not my cup of tea.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;I don't follow any webcomics at the moment, but I might check some out if I find some interesting ones.;I'm sorry, I don't follow webcomics. I prefer to spend my time enjoying the tranquillity of the countryside and attending local community events.;Yes, I follow a few webcomics that align with my interests and values.;;;0;0.0;0.0;0.2585043609142303;0.2585043609142303;0.416904091835022;0.416904091835022;0.79800683;0.28074864;;0.0;0.0;0.4826431572437286;0.3058678209781647;0.3058678209781647;0.4826431572437286;0.5637016892433167;0.6056220531463623;0.5685033202171326
1252;1252;1252;Do you enjoy historical dramas?;;;GPT-4 generated;;;;;Only if they're not too slow.;Yes, they're very engaging.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;As much as I appreciate a good historical drama, I enjoy modern-day stories that I can relate to more.;Yes, I enjoy historical dramas because they often offer a fascinating glimpse into the past and help me appreciate the rich history of our world.;Yes, I enjoy historical dramas because they provide insight into different time periods and cultures.;;;0;0.0;0.0;0.4468080699443817;0.4468080699443817;-0.0194456744939088;-0.0194456744939088;0.7888963;0.3015725;;0.0;0.0;0.0394184179604053;0.4806745648384094;0.4806745648384094;0.0394184179604053;0.5538918375968933;0.6833864450454712;0.611492931842804
1253;1253;1253;Do you listen to talk radio?;;;GPT-4 generated;;;;;Yes, during my commute.;Sometimes, mainly for news and politics.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;As someone who lives in a busy American suburb, I do listen to talk radio because it's a convenient way to stay informed and entertained during my daily commute or while running errands.;Yes, I do listen to talk radio occasionally, especially when they discuss topics related to local community events and issues in the countryside.;Yes, I listen to talk radio occasionally.;;;0;0.0;0.0;0.4230479598045349;0.4230479598045349;0.3813303709030151;0.3813303709030151;0.81548405;0.4128583;;0.0;0.0;0.536484956741333;0.4816291332244873;0.4816291332244873;0.536484956741333;0.6528640985488892;0.7001327276229858;0.5993171334266663
1254;1254;1254;Are you into true crime stories?;;;GPT-4 generated;;;;;Yes, they're fascinating.;Not particularly, they're a bit grim.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I'm not really into true crime stories, I prefer more uplifting and positive content.;As an individual, I find true crime stories intriguing and enjoy delving into the mysteries and psychology behind them.;Yes, I find true crime stories fascinating as they give insight into human nature and the criminal justice system.;;;0;0.0;0.0;0.257591187953949;0.257591187953949;0.3008004128932953;0.3008004128932953;0.74947727;0.5505126;;0.0;0.0;0.5239492058753967;0.3221394419670105;0.3221394419670105;0.5239492058753967;0.6526041626930237;0.5761480331420898;0.7515079975128174
1255;1255;1255;Do you enjoy documentaries?;;;GPT-4 generated;;;;;Yes, especially about social issues.;Yes, always up for learning something new.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I do enjoy documentaries, they provide valuable insights and knowledge on various topics.;Yes, I do enjoy documentaries, especially ones that delve into history, nature, and human stories.;Yes, I do enjoy documentaries because I find them informative and thought-provoking.;;;0;0.0;0.0;0.3951370120048523;0.3951370120048523;0.3691824078559875;0.3691824078559875;0.9533841;0.3150974;;0.0;0.0;0.395204097032547;0.3327294588088989;0.3327294588088989;0.395204097032547;0.65208500623703;0.6304774284362793;0.6147567629814148
1256;1256;1256;Do you prefer subbed or dubbed movies?;;;GPT-4 generated;;;;;Dubbed, it's easier to follow.;Subbed, you get the original performances.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;I prefer subbed movies because I think it's important to experience the original language and emotion of the actors.;I prefer subbed movies because I think it's important to hear the original language and nuances of the actors' performances.;I prefer subbed movies because I like to hear the original voices of the actors and experience the story as it was intended by the filmmakers.;;;0;0.0;0.0;0.4900885224342346;0.4900885224342346;0.3603318929672241;0.3603318929672241;0.98729444;0.254963;;0.0;0.0;0.3495545089244842;0.4806922972202301;0.4806922972202301;0.3495545089244842;0.6051033735275269;0.6444823145866394;0.6217085123062134
1257;1257;1257;Do you like live theater?;;;GPT-4 generated;;;;;Yes, it's a unique experience.;Yes, it's a great night out.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Actually, I quite enjoy live theater. It's a unique and immersive experience that I always look forward to.;Yes, I absolutely love live theater.;Yes, I love live theater because of the raw emotion and energy that comes from the performances on stage.;;;0;0.0;0.0;0.3864121437072754;0.3864121437072754;0.3057666718959808;0.3057666718959808;0.8202936;0.5306481;;0.0;0.0;0.3719581365585327;0.3103324770927429;0.3103324770927429;0.3719581365585327;0.793561577796936;0.7529038786888123;0.8166517615318298
1258;1258;1258;Do you prefer digital art or traditional art?;;;GPT-4 generated;;;;;"Digital art; it's more versatile.";Traditional art has a timeless appeal.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;I prefer traditional art because I appreciate the authenticity and craftsmanship of handcrafted pieces.;I prefer traditional art because I appreciate the craftsmanship and tangible nature of physical artwork.;I prefer traditional art because I enjoy the tactile experience and the connection to the materials.;;;0;0.0;0.0;0.6927918791770935;0.6927918791770935;0.5893735885620117;0.5893735885620117;0.9666323;0.4848895;;0.0;0.0;0.6245720982551575;0.692041277885437;0.692041277885437;0.6245720982551575;0.67625492811203;0.7536876201629639;0.7200066447257996
1259;1259;1259;Do you enjoy jazz music?;;;GPT-4 generated;;;;;Yes, it's so complex and interesting.;It's alright for background music.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;I'm actually more of a rock and pop music kind of person, so I don't listen to jazz very often.;I'm sorry, I don't really enjoy jazz music, but I appreciate its cultural significance and influence.;Yes, I enjoy jazz music because it is unique, expressive, and has a rich history.;;;0;0.0;0.0;0.2772884666919708;0.2772884666919708;0.1462094932794571;0.1462094932794571;0.8129686;0.018396337;;0.0;0.0;0.3124021589756012;0.2229989618062973;0.2229989618062973;0.3124021589756012;0.5786677002906799;0.5904909372329712;0.6262598037719727
1260;1260;1260;Do you like abstract art?;;;GPT-4 generated;;;;;Yes, it makes you think.;Not much, it's a bit too open-ended for me.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;As a person living in a busy American suburb, I do appreciate abstract art and enjoy exploring the creativity and expression that it brings.;As a person who appreciates traditional English culture and its focus on natural beauty, I personally prefer art that reflects the landscapes and traditions of the English countryside.;Yes, I appreciate abstract art for its ability to evoke emotions and interpretations.;;;0;0.0;0.0;0.1965048611164093;0.1965048611164093;0.2487593591213226;0.2487593591213226;0.5744556;0.37219715;;0.0;0.0;0.4354240894317627;0.2141554206609726;0.2141554206609726;0.4354240894317627;0.5694319605827332;0.5415937900543213;0.6001150012016296
1261;1261;1261;Do you follow any art blogs or channels?;;;GPT-4 generated;;;;;Yes, it's great inspiration.;No, not really interested.;Entertainment & Arts;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;No, I don't really follow art blogs or channels, I'm more into activities that reflect the suburban American lifestyle.;I don't follow art blogs or channels, but I do appreciate art and culture in my own way.;Yes, I follow a few art blogs and channels that showcase different forms of art and provide valuable insights into the art world.;;;0;0.0;0.0;0.1487722247838974;0.1487722247838974;0.365643560886383;0.365643560886383;0.8224992;0.18614794;;0.0;0.0;0.3826932311058044;0.1605143398046493;0.1605143398046493;0.3826932311058044;0.5849649310112;0.5621699690818787;0.6165344715118408
1262;1262;1262;Do you listen to opera?;;;GPT-4 generated;;;;;Occasionally, it's very dramatic.;No, it's not to my taste.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I don't listen to opera often, but I appreciate it for its artistry and the skill of the performers.;I do enjoy listening to opera occasionally, especially the classic pieces.;Yes, I love listening to opera!;;;0;0.0;0.0;0.3027885258197784;0.3027885258197784;0.2753084003925323;0.2753084003925323;0.77040327;0.20805399;;0.0;0.0;0.1913886219263076;0.373794823884964;0.373794823884964;0.1913886219263076;0.5833936333656311;0.5962854623794556;0.5971837043762207
1263;1263;1263;Do you enjoy craft fairs?;;;GPT-4 generated;;;;;Yes, I always find something unique.;Yes, it's nice to see handmade items.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;I would respond: Yes, I enjoy craft fairs. It's a great way to support local artists and find unique items.;I enjoy craft fairs and find them to be a great way to appreciate and support local artisans and their traditional craftsmanship.;Yes, I enjoy craft fairs because I appreciate the creativity and skill of the artisans and love finding unique and handmade items.;;;0;0.0;0.0;0.4696026146411896;0.4696026146411896;0.3081600368022918;0.3081600368022918;0.7765605;0.49164966;;0.0;0.0;0.3132144212722778;0.5529689788818359;0.5529689788818359;0.3132144212722778;0.6849851608276367;0.7174826264381409;0.6893240809440613
1264;1264;1264;Do you collect any art pieces?;;;GPT-4 generated;;;;;Yes, as an investment and for enjoyment.;A few, mostly from local artists.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I don't collect any art pieces, but I do appreciate a good painting or sculpture.;Yes, I collect art pieces that reflect my appreciation for traditional English countryside scenes and local culture.;Yes, I collect paintings and sculptures that resonate with me and reflect meaningful themes or emotions.;;;0;0.0;0.0;0.4833852648735046;0.4833852648735046;0.3781510591506958;0.3781510591506958;0.76433545;0.24026038;;0.0;0.0;0.4485960602760315;0.4299396276473999;0.4299396276473999;0.4485960602760315;0.6124468445777893;0.6203826665878296;0.606357991695404
1265;1265;1265;Have you ever been to an art auction?;;;GPT-4 generated;;;;;Once or twice, it's exciting.;No, it's a bit out of my league.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I haven't been to an art auction, but I'd be open to experiencing it.;No, I haven't been to an art auction, but it sounds like a fascinating experience that I would love to try someday.;Yes, I have been to an art auction and it was a fascinating experience.;;;0;0.0;0.0;0.263826310634613;0.263826310634613;0.2719294130802154;0.2719294130802154;0.9594183;0.29460132;;0.0;0.0;0.3172655701637268;0.2016215324401855;0.2016215324401855;0.3172655701637268;0.5105669498443604;0.6775330901145935;0.5219374895095825
1266;1266;1266;Do you enjoy performance art?;;;GPT-4 generated;;;;;Yes, it's thought-provoking.;Not particularly, I find it hard to follow.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;As a person living in a busy American suburb, I appreciate the creativity and expression in performance art, but I don't actively seek out or attend performances regularly.;I appreciate performance art for its expression and creativity, but I personally prefer more traditional forms of entertainment.;Yes, I enjoy performance art because it can be a powerful way to express complex ideas and emotions.;;;0;0.0;0.0;0.195242241024971;0.195242241024971;0.1144905388355255;0.1144905388355255;0.7303004;0.48864022;;0.0;0.0;0.331828773021698;0.2906661927700043;0.2906661927700043;0.331828773021698;0.5841224789619446;0.5932251811027527;0.6808447241783142
1267;1267;1267;Do you follow seasonal fashion trends?;;;GPT-4 generated;;;;;Yes, gotta keep up!;Not really, I stick to what I like.;Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I don't follow seasonal fashion trends.;I don't follow seasonal fashion trends because I prefer timeless and classic styles that reflect my personal taste and values.;Yes, I like to incorporate some seasonal trends into my wardrobe, but I also prioritize timeless and sustainable pieces.;;;0;0.0;0.0;0.4878336191177368;0.4878336191177368;0.3112930059432983;0.3112930059432983;0.7883831;0.2952128;;0.0;0.0;0.2859416604042053;0.557951807975769;0.557951807975769;0.2859416604042053;0.6443577408790588;0.6301385760307312;0.6473685503005981
1268;1268;1268;Do you own any designer clothes?;;;GPT-4 generated;;;;;Yes, love the quality and style.;A few pieces, for special occasions.;Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I don't prioritize designer clothes in my wardrobe.;No, I don't really prioritize designer clothes as part of my lifestyle.;Yes, I do own some designer clothes, but I don't prioritize them over the quality and comfort of the clothing.;;;0;0.0;0.0;0.1996832937002182;0.1996832937002182;0.3407617807388305;0.3407617807388305;0.9592478;0.2071217;;0.0;0.0;0.3059682846069336;0.1418080031871795;0.1418080031871795;0.3059682846069336;0.655617356300354;0.5525295734405518;0.5994632840156555
1269;1269;1269;Do you wear graphic tees?;;;GPT-4 generated;;;;;Yes, it's a form of self-expression.;Only if they're particularly clever.;Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I do enjoy wearing graphic tees, they're comfortable and can be a fun way to express my personality.;I prefer classic button-down shirts over graphic tees.;Yes, I do wear graphic tees sometimes, especially when I want to express something I believe in or support.;;;0;0.0;0.0;0.1112356781959533;0.1112356781959533;0.2745067775249481;0.2745067775249481;0.6462489;0.37940577;;0.0;0.0;0.3463107347488403;0.1997312009334564;0.1997312009334564;0.3463107347488403;0.7659687995910645;0.5191837549209595;0.5893949866294861
1270;1270;1270;Do you prefer leather or synthetic materials?;;;GPT-4 generated;;;;;Synthetic, it's more ethical.;Leather, for the quality.;Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;I prefer leather because of its quality, durability, and timeless appeal.;I prefer leather because of its durability and classic appeal.;I prefer synthetic materials because they are often more sustainable and cruelty-free than leather.;;;0;0.0;0.0;0.8520614504814148;0.8520614504814148;0.2872184514999389;0.2872184514999389;0.97630787;0.36747295;;0.0;0.0;0.5733646750450134;0.7197480797767639;0.7197480797767639;0.5733646750450134;0.5391480922698975;0.7293374538421631;0.5881948471069336
1271;1271;1271;Do you own any vintage clothing?;;;GPT-4 generated;;;;;Yes, love the retro look.;A few heirlooms, yes.;Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I don't own any vintage clothing.;Yes, I own a few pieces of vintage clothing that I love to incorporate into my wardrobe for a touch of classic style.;Yes, I have a few vintage pieces in my wardrobe that I love to incorporate into my outfits.;;;0;0.0;0.0;0.4343527555465698;0.4343527555465698;0.4458382129669189;0.4458382129669189;0.8246718;0.20932056;;0.0;0.0;0.5657761096954346;0.4467872679233551;0.4467872679233551;0.5657761096954346;0.6839200854301453;0.7334217429161072;0.6511093974113464
1272;1272;1272;Do you like wearing hats?;;;GPT-4 generated;;;;;Yes, they're a cool accessory.;Only in dire need or for an event.;Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;As an American with a suburban lifestyle, I do enjoy wearing hats, they are a practical and stylish accessory for everyday life.;Yes, I do enjoy wearing hats, especially during outdoor events or when I'm out in the countryside.;Yes, I do! Hats are a great way to accessorize and add some style to an outfit.;;;0;0.0;0.0;0.1564224958419799;0.1564224958419799;0.3628190159797668;0.3628190159797668;0.79402846;0.31714448;;0.0;0.0;0.4864512979984283;0.1890637278556823;0.1890637278556823;0.4864512979984283;0.7596754431724548;0.6478583812713623;0.5576097965240479
1273;1273;1273;Do you use any custom-made clothing?;;;GPT-4 generated;;;;;Yes, for special occasions.;No, off-the-rack is fine for me.;Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I don't use custom-made clothing.;Yes, I enjoy wearing custom-made clothing, especially for special occasions or traditional events.;Yes, I enjoy wearing custom-made clothing because it allows me to express my individuality and support local artisans.;;;0;0.0;0.0;0.2928143143653869;0.2928143143653869;0.3728542923927307;0.3728542923927307;0.719306;0.40360782;;0.0;0.0;0.3371168375015259;0.2833679318428039;0.2833679318428039;0.3371168375015259;0.6081836819648743;0.61495441198349;0.5537081360816956
1274;1274;1274;Do you like bright or muted colors?;;;GPT-4 generated;;;;;Bright, they're more cheerful.;Muted, they're more versatile.;Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;I personally prefer muted colors because they create a calm and relaxing atmosphere in my home and surroundings.;I personally prefer muted colors for a more soothing and classic look that reflects the tranquility of the English countryside.;I prefer muted colors because they feel more calming and relaxing to me.;;;0;0.0;0.0;0.3767279982566833;0.3767279982566833;0.3558094501495361;0.3558094501495361;0.785464;0.37012848;;0.0;0.0;0.388122022151947;0.5207754373550415;0.5207754373550415;0.388122022151947;0.5574696063995361;0.5991894602775574;0.693459153175354
1275;1275;1275;Do you have a signature scent?;;;GPT-4 generated;;;;;Yes, it's my go-to fragrance.;Yes, it's part of my identity.;Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I do have a signature scent that I wear for special occasions and date nights.;I think a signature scent can be a personal and meaningful choice that reflects one's individual style and personality.;Yes, I have a signature scent that I love to wear.;;;0;0.0;0.0;0.2402644455432891;0.2402644455432891;0.5872883796691895;0.5872883796691895;0.71533966;0.30904204;;0.0;0.0;0.5937375426292419;0.4276207387447357;0.4276207387447357;0.5937375426292419;0.757218062877655;0.6563382148742676;0.7802373170852661
1276;1276;1276;Do you wear high heels or flats?;;;GPT-4 generated;;;;;Heels, they make me feel confident.;Flats, they're more comfortable.;Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;I feel comfortable wearing flats for practicality and comfort, especially with a busy lifestyle like John's in a suburban setting.;I prefer to wear flats for comfort and practicality, especially if I'm spending time in the English countryside embracing the rural life.;I usually prefer flats because they are more comfortable for me.;;;0;0.0;0.0;0.7384217381477356;0.7384217381477356;0.4524201452732086;0.4524201452732086;0.85880166;0.48855993;;0.0;0.0;0.492552787065506;0.9208905100822448;0.9208905100822448;0.492552787065506;0.7003753781318665;0.6188098192214966;0.7229194641113281
1277;1277;1277;Do you enjoy mystery novels?;;;GPT-4 generated;;;;;Yeah, love a good whodunit!;Yes, Agatha Christie is a classic.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, I enjoy mystery novels for their intrigue and suspense.;As a person who values critical thinking and intellectual stimulation, I do enjoy mystery novels as they often challenge the mind and offer intricate plots for mental engagement.;Yes, I love mystery novels because they challenge my mind and keep me on the edge of my seat.;;;0;0.0;0.0;0.5073133111000061;0.5073133111000061;0.4848716557025909;0.4848716557025909;0.8613751;0.32113126;;0.0;0.0;0.4582962095737457;0.4968549013137817;0.4968549013137817;0.4582962095737457;0.8192455768585205;0.6599897742271423;0.7551532983779907
