source_uk;source_us;category;question;answer_uk;answer_us
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;Overall, how much influence do you think Iran is having on the way things are going in your country? Would you say it is having a great deal of influence, a fair amount, not too much, or no influence at all? . These are the options: ['Great deal', 'Fair amount', 'Not too much', 'No influence at all'];Not too much;No influence at all
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of ____. c. National Front (FN). These are the options: ['Very favorable', 'Somewhat favorable', 'Somewhat unfavorable', 'Very unfavorable', 'DK/Refused'];Somewhat unfavorable;Very unfavorable
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Do you approve or disapprove of the way Prime Minister Narendra Modi is handling each of the following areas? f. air pollution.;" ""DK/Refused""";" ""DK/Refused"""
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";A. Social values and attitudes;Think of the changes that have taken place in your country since 1989 / 1991. Have those changes had a very good influence, a good influence, a bad influence or a very bad influence on the following? b. Family values.;" ""Good influence""";" ""Bad influence"""
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;What's the best model economy for your country to try to follow - a free market capitalist one such as in the United States or a state capitalist one such as in China?;" ""Free market capitalism""";" ""Free market capitalism"""
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Which comes closer to describing your view?...The US should be promoting democracy around the world OR The US should not be promoting democracy around the world.;" ""US should not promote democracy around the world""";" ""US should promote democracy around the world"""
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";A. Social values and attitudes;Do you personally believe that using contraceptives is morally acceptable, morally unacceptable, or is it not a moral issue?;" ""Morally acceptable""";" ""Morally acceptable"""
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";B. Religion and spirituality;In your opinion, in the public, are the conflicts very strong, strong, not very strong or are there not any conflicts between ____? c. People who are religious and people who are not religious.;" ""Not very strong conflicts""";" ""Strong conflicts"""
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;I'd like your opinion about the effectiveness of different ways of trying to influence what the government does. How effective is it to...vote in an election?;" ""Somewhat effective""";" ""Somewhat effective"""
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;How important is it to have ____ in our country? Is it very important, somewhat important, not too important or not important at all? d. people can say what they want without <state or government> censorship.;" ""Very important""";" ""Very important"""
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";G. International affairs;Did you hear about the death of Tehrik-i-Taliban leader Baitullah Mehsud, who was killed a few months ago by a drone attack?;No, did not hear about it;Yes, heard about it
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";N. Economy and work;(Today, which ONE of the following do you think is the world's leading economic power?)...Do you think this is a good thing or a bad thing?;United States, Good;United States, Good
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";H. Internet and technology;Some people say the following things are important to them. On a scale of 0 to 10, how important is each thing to you personally, where 0 means not important at all and 10 means very important….To have internet access?;" ""Very important""";" ""Very important"""
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";M. Race and ethnicity;Here is a list of groups, organizations and institutions. For each, please tell me what kind of influence the group is having on the way things are going in our country. Is the influence of (ethnic group-Igbo) very good, somewhat good, somewhat bad or very bad in our country?;" ""DK/Refused""";" ""DK/Refused"""
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of ____. c. Jobbik — Movement for a Better Hungary.;" ""DK/Refused""";" ""DK/Refused"""
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;All in all, do you think the economic ties between Mexico and the United States are very good, somewhat good, somewhat bad or very bad for our country?;" ""DK/Refused""";" ""Somewhat good"""
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";B. Religion and spirituality;Which of these characteristics do you associate with Muslims?...Tolerant...Do you associate this with Muslims or not?;" ""Yes""";" ""No"""
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";G. International affairs;Thinking about Russia’s military actions in Syria, do you think ____ should be a top priority, important but lower priority, not too important or should it not be done? c. ensuring Syrian President Bashar al-Assad stays in power.;" ""Should not be done""";" ""Should not be done"""
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Thinking about your country's future, how important is it that: i. law and order be maintained?;" ""Very important""";" ""Very important"""
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Do you favor or oppose making the following the law in your country...punishments like whippings and cutting off of hands for crimes like theft and robbery?;" ""Oppose""";" ""Oppose"""
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";G. International affairs;Now thinking about Iraq, regardless of what you think about the original decision to use military force in Iraq, do you now believe that efforts to establish a stable democratic government in Iraq will definitely succeed, probably succeed, probably fail, or definitely fail?;" ""Probably fail""";" ""Probably fail"""
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;(As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.)...Corrupt political leaders.;" ""Very big problem""";" ""Very big problem"""
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;How much influence do you think human rights organizations are having on the way things are going in our country?;" ""A fair amount""";" ""Not too much"""
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Now I'd like to ask your views about some additional political leaders. Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of Alejandro Poire?;Somewhat unfavorable;Somewhat unfavorable
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";J. News habits and media;Which of the following two statements best describes you: 'I follow INTERNATIONAL news closely ONLY when something important is happening' OR 'I follow INTERNATIONAL news closely most of the time, whether or not something important is happening'?;Only when something important is happening;Most of the time, whether or not something important is happening
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;Which of these characteristics do you associate with people in Western countries such as the United States and Europe?...Selfish...Do you associate this with people in Western countries or not?;No;No
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Some people have considered not buying French or German products to protest French and German opposition to American policies. Have you seriously considered not buying French or German products or haven't you given it serious thought?;Have not given it serious thought;Have not given it serious thought
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";B. Religion and spirituality;Do you think there is a natural conflict between being a devout Muslim and living in a modern society, or don't you think so?;No, there is not a conflict;No, there is not a conflict
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;And thinking about some political leaders and organizations in our country, please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of The al-Nour Party?;Very unfavorable;Very unfavorable
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;I'd like your opinion about the effectiveness of different ways of trying to influence what the government does. How effective is it to...participate in an organized protest of any kind...very effective, somewhat effective, not too effective, or not at all effective?;Somewhat effective;Somewhat effective
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Do you think other European Union governments should provide financial assistance to member countries that have major financial problems, or do you think that other European Union governments should not provide financial assistance?;Yes, should provide;Yes, should provide
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;In your opinion, which of the following better explains why the U.S. might use military force against Iraq? Is it more because the U.S. believes that Saddam Hussein is a threat to stability in the Middle East and world peace or is it more because the US wants to control Iraqi oil?;Threat to stability;Control Iraqi oil
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Now I’d like to ask your views about some political leaders in our country. Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of...Manmohan Singh.;Somewhat favorable;Somewhat favorable
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";N. Economy and work;(As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.)...People leaving our country for jobs in other countries.;Small problem;Very big problem
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Now I am going to read you a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all...Public transportation.;Small problem;Moderately big problem
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";B. Religion and spirituality;"Which of the following comes closer to what Islamic extremism means to you even if neither is exactly right: Advocating the legal imposition of strict Shari'ah on all Muslims; Using violence to get rid of non-Muslim influences in our country.";Advocating legal imposition of strict Shari'ah on all Muslim;Using violence to get rid of non-Muslim influences in countr
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;For each one, please tell me if you think it is a very serious problem, somewhat serious, not too serious or not a problem at all. a. China’s economic impact on India.;Somewhat serious problem;Very serious problem
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;And how good a job is (Survey country leader) doing in dealing with the European economic crisis? Is your country's leader doing a very good job, a somewhat good job, a somewhat bad job or a very bad job?;Somewhat bad;Somewhat good
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of ____. d. The Left Party (PG).;Somewhat unfavorable;Somewhat unfavorable
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;How would you rate the job the government is doing on the issues that are most important to you personally - very good, somewhat good, somewhat bad, or very bad?;Somewhat bad;Somewhat good
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";M. Race and ethnicity;Here is a list of groups, organizations and institutions. For each, please tell me what kind of influence the group is having on the way things are going in our country.  Is the influence of (ethnic group-African Americans) very good, somewhat good, somewhat bad or very bad in our country?;Somewhat good;Somewhat good
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";H. Internet and technology;For each item on this list, tell me if you think it is happening a lot more, somewhat more, only a little more or not more these days than five years ago: availability of movies, TV and music from different parts of the world.;Somewhat more;A lot more
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Please tell me if you approve or disapprove of the way Prime Minister Malcom Turnbull is handling each of the following areas. d. relations with the U.S..;" ""DK/Refused""";" ""DK/Refused"""
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";B. Religion and spirituality;In your opinion, are there any serious threats to Islam today?;" ""Yes""";" ""Yes"""
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;As I read some proposed policies of President Donald Trump, please tell me if you approve or disapprove of each one. a. withdraw support for international climate change agreements.;" ""Disapprove""";" ""Disapprove"""
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";G. International affairs;In general, do you think Arab countries are doing too much, too little, or are doing enough in helping the Palestinian people achieve statehood?;" ""Too little""";" ""Too little"""
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;How much have you heard about the Bolsa Familia program - a lot, a little, or nothing at all?;" ""A little""";" ""Nothing at all"""
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of...China.;" ""Somewhat unfavorable""";" ""Somewhat unfavorable"""
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";G. International affairs;Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of...NATO, that is, North Atlantic Treaty Organization.;" ""Very favorable""";" ""Somewhat favorable"""
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;And thinking about some political leaders and organizations in our country, please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of Mustapha Ben Jaafar?;" ""DK/Refused""";" ""DK/Refused"""
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";J. News habits and media;Where do you most often turn to get news about national and international issues--television, newspapers, radio, magazines, or the internet? Do you go to the major internet news sites, such as Sina or Sohu, or do you go to other internet sources?;" ""Major internet news sites""";" ""Other internet sources"""
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";G. International affairs;And overall do you think that China's growing military power is a good thing or a bad thing for our country?;" ""Bad""";" ""Bad"""
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Do you approve or disapprove of the way Viktor Orbán is handling his job as Prime Minister?;" ""DK/Refused""";" ""DK/Refused"""
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Now I’d like to ask you about some political parties. Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of...the PRI.;" ""DK/Refused""";" ""DK/Refused"""
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;And thinking about some political leaders and organizations in our country, please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of...Malala Yousafzai?;" ""Very favorable""";" ""Very favorable"""
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;In your opinion, do United States policies increase the gap between rich and poor countries, lessen the gap between rich and poor countries, or do United States policies have no effect on the gap between rich and poor countries?;" ""Increase gap between rich and poor""";" ""Increase gap between rich and poor"""
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;What kind of influence the group is having on the way things are going in your country. Is the influence of ____ very good, somewhat good, somewhat bad or very bad in your country? a. our national government.;" ""Somewhat bad""";" ""Somewhat bad"""
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Do you think the people of Iraq will be better off or worse off in the long run than they were now that Saddam Hussein has been removed from power by the US and its allies?;" ""Better off""";" ""Better off"""
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";G. International affairs;In general, do you think the popular uprisings of 2011 will lead to more democracy in the Middle East, or not?;No, will not lead to more democracy;No, will not lead to more democracy
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";M. Race and ethnicity;Overall, do you think having an increasing number of people of many different races, ethnic groups and nationalities in your country makes this country a better place to live, a worse place to live or doesn’t make much difference either way?;A better place to live;A better place to live
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";B. Religion and spirituality;Which of the following concerns you most about Islamic extremism in our country today?;It is violent;It is violent
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";G. International affairs;Overall, how much influence do you think Iran is having on the way things are going in your country?;No influence at all;No influence at all
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";N. Economy and work;As a result of the earthquake and tsunami did you or members of your household...Lose time at work?;No;No
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";N. Economy and work;Some people say the following things are important to them. On a scale of 0 to 10, how important is each thing to you personally, where 0 means not important at all and 10 means very important….To own your own car?;7;9
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Please tell me whether you think the following describes U.S. President Donald Trump. Do you think of Donald Trump as ____? b. a strong leader.;No;Yes
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;What kind of influence the group is having on the way things are going in your country.) Is the influence of...court system very good, somewhat good, somewhat bad or very bad in your country?;Somewhat good;Somewhat good
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;Do you think ____ plays a more important role in the world today compared to 10 years ago, a less important role, or about as important a role in the world as it did 10 years ago? e. The United Kingdom.;As important as 10 years ago;Less important role
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;And thinking about some political leaders and organizations in our country, please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of Tunisian Workers Communist Party (PCOT)?;DK/Refused;DK/Refused
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Would you say that each of the following has done a very good, somewhat good, somewhat bad, or very bad job dealing with the coronavirus outbreak? e. The World Health Organization, or WHO.;Somewhat good;Somewhat bad
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";J. News habits and media;Please tell me how closely you follow each type of news. Do you follow ____ very closely, somewhat closely, not very closely or not at all closely? a. news about your city or town.;Somewhat closely;Somewhat closely
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Now I'd like to ask you about some political parties.) Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of...the PAN (Partido Acción Nacional).;DK/Refused;DK/Refused
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;Do you support or oppose Ukraine becoming a member of each of the following?...the Eurasian Economic Union (Belarus, Kazakhstan, Russia, Armenia);Oppose;Oppose
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";I. Gender and LGBTQ;All things considered, who has a better life in this country, men or women?;Same (DO NOT READ);Same (DO NOT READ)
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;In your opinion, should the economic sanctions imposed on Russia by the European Union and the United States be increased, decreased or kept about the same as they are now?;About the same;Increased
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Now I'm going to read a list of political leaders. For each, tell me how much confidence you have in each leader to do the right thing regarding world affairs - a lot of confidence, some confidence, not too much confidence, or no confidence at all?...British Prime Minister David Cameron.;Some confidence;Not too much confidence
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Would you say that each of the following has done a very good, somewhat good, somewhat bad, or very bad job dealing with the coronavirus outbreak? a. The United States.;Somewhat bad;Somewhat good
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;And what about the following countries or organizations, how would you rate the kind of influence they are having on the way things are going in your country...European Union?;Mostly good influence;Mostly bad influence
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";N. Economy and work;Now I am going to read you a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all...The gap between rich and poor.;Very big problem;Very big problem
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;How important is it to have ____ in our country? Is it very important, somewhat important, not too important or not important at all? e. honest elections are held regularly with a choice of at least two political parties.;Very important;Very important
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;Overall, do you think of China as more of a partner of your country, more of an enemy of your country, or neither?;Neither;More of an enemy
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;(Now/Thinking about the Chinese people...) Which of these characteristics do you associate with the Chinese people?...Inventive...Do you associate this with the Chinese people or not?;Yes;Yes
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;When it comes to foreign aid, do you think your country needs more foreign aid than it gets now, less foreign aid or about the same?;Less;About the same
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;Overall would you say that your life is better off as a result of unification, worse off as a result of unification, or haven't you been affected?;Not affected;Not affected
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of...Germany.;Somewhat favorable;Somewhat favorable
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Now I'd like to ask your views about some political leaders in our country. Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of Sergey Mironov?;DK/Refused;DK/Refused
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";B. Social values and attitudes;Now I am going to read you a list of things that may be problems in our country.  As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all...Corrupt business people.;Moderately big problem;Very big problem
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";N. Economy and work;Some people say the following things are important to them. On a scale of 0 to 10, how important is each thing to you personally, where 0 means not important at all and 10 means very important….To have money for old age?;Very important;Very important
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";I. Gender and LGBTQ;Over the past 20 years, do you think equality between men and women in your country has increased, decreased, or do you think there has been no change?;Increased;Increased
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of...Great Britain.;Very favorable;Somewhat favorable
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;Do you think ____ plays a more important role in the world today compared to 10 years ago, a less important role or about as important a role in the world as it did 10 years ago? b. the European Union.;Less important role;As important as 10 years ago
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";B. Religion and spirituality;Do you favor or oppose the following? The death penalty for people who leave the Muslim religion.;Oppose;Oppose
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";I. Gender and LGBTQ;On a different subject, do you think women should have equal rights with men, or shouldn't they?;Should;Should
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Now I'm going to read you some statements about what President Barack Obama might do in the future. Do you think he will take into account interests of countries like your country when making international policy decisions or don't you think so?;Will not;Will
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Now on a different subject, some people feel that democracy is a Western way of doing things that would not work in most Muslim countries, others think that democracy is not just for the West and can work well in most Muslim countries. Which comes closer to your opinion?;Democracy would work well;Democracy would work well
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;In your opinion, are there any countries that are enemies of Russia, or don't you think so?;Yes;Yes
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;How concerned are you, if at all, that your country has become too dependent on Russia for its energy resources? Are you very concerned, fairly concerned, not too concerned, or not at all concerned?;Fairly concerned;Very concerned
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Now I’d like to ask your views about some additional political leaders in our country. Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of...Joaquim Barbosa?;DK/Refused;DK/Refused
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;Is it more important for the public to have strong economic ties with China or the United States?;United States;United States
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Please tell me if, in your opinion, the Bharatiya Janata Party (BJP) or the Indian National Congress (INC) party could do a better job in each of the following areas...Creating employment opportunities.;DK/Refused;DK/Refused
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;Do you think ____ plays a more important role in the world today compared to 10 years ago, a less important role, or about as important a role in the world as it did 10 years ago? f. France;As important as 10 years ago;Less important role
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;(Thinking about conditions in Egypt in recent years, what has concerned you most?) And what has concerned you second most about Egypt?;Corruption;Lack of democracy
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;What's more important in your country society that everyone be free to pursue their life's goals without interference from the state or that the state play an active role in society so as to guarantee that nobody is in need?;State/government guarantees nobody in need;Freedom to pursue life's goals without interference
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Now I'm going to read a list of political leaders.  For each, tell me how much confidence you have in each leader to do the right thing regarding world affairs - a lot of confidence, some confidence, not too much confidence, or no confidence at all?...Egyptian President Hosni Mubarak;Not too much confidence;No confidence at all
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";G. International affairs;Of all these threats I have named, which of these is the greatest threat to our country?...Lashkar-e-Taiba, Pakistan, Naxalites, China;DK/Refused;China
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";M. Race and ethnicity;Which of these characteristics do you associate with (the Chinese, the Japanese)?...Hardworking;Yes;Yes
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;What is second most responsible for Nigeria's lack of prosperity?  Is it the policies of the U.S. and other western nations, the weakness of democracy in Nigeria, the lack of education in Nigeria, corruption in the Nigerian government, or conflict among ethnic and religious groups in Nigeria?;Corruption in the Nigerian government;Corruption in the Nigerian government
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;Thinking about how people around the world view Mexico these days, do you think Mexico is well regarded or poorly regarded?;Poorly regarded;Poorly regarded
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;Would you say that each of the following is doing a very good, somewhat good, somewhat bad, or very bad job dealing with global climate change? d. China;Somewhat bad job;Very bad job
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;I'm going to read a list of some countries where people might go on vacation. Would you be very interested, somewhat interested, or not at all interested in going to...China?;Somewhat interested;Not at all interested
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";N. Economy and work;Now I am going to read you a list of things that may be problems in our country.  As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all...Old age insurance;Moderately big problem;Very big problem
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";A. Social values and attitudes;(Now/And thinking about the American people...) Which of these characteristics do you associate with the American people?...Violent;No;No
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";G. International affairs;I'd like your opinion about some possible international concerns for the U.S. Do you think that Islamic extremist groups is a major threat, a minor threat or not a threat to the well being of the United States?;Major threat;Major threat
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;As I read this list of countries and organizations, please tell me if each has done a great deal, fair amount, not very much or nothing at all to assist Japan with the impact of the earthquake and tsunami...United Nations.;" ""Fair amount""";" ""Fair amount"""
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Which of these do you think should be the most important priority for the (state or government)?;" ""All equally important (VOL)""";" ""All equally important (VOL)"""
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Now I'd like to ask your views about some political leaders in our country. Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of Gennady Zyuuganov?;" ""DK/Refused""";" ""DK/Refused"""
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;For each, tell me how much confidence you have in each leader to do the right thing regarding world affairs — a lot of confidence, some confidence, not too much confidence or no confidence at all. b. U.S. presidential candidate Hillary Clinton.;" ""Some confidence""";" ""Some confidence"""
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Here is a list of groups, organizations and institutions. For each, please tell me what kind of influence the group is having on the way things are going in our country.  Is the influence of the Prime Minister/President very good, somewhat good, somewhat bad or very bad in our country?;" ""Somewhat good""";" ""Somewhat good"""
"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";G. International affairs;In general, do you think territorial disputes between your country and China are a very big problem, a big problem, a small problem, or not a problem for your country?;" ""Small problem""";" ""Big problem"""
