;question;selections;options;options_formatted;source;value_us;value_uk;answer_us;answer_uk;category;# of options;question type;category_group;model_answer_us;model_answer_uk;model_answer_uk_option_match;model_answer_us_option_match;#_options;score_uk;score_us;overall_score_uk;similarity_score_uk;similarity_score_us;overall_score_us;similarity_model_answers_uk_us;similarity_ground_truth_answers_uk_us;options_dict;score_ground_truth_answers;value_diff
1155;Do you use digital wallets or prefer cash?;{};;"(A) Sincere effort
(B) Don't believe that
(C) Both (VOL)";GPT-4 generated;0,000001;0,000001;Prefer cash, digital wallets seem complicated.;Prefer cash, old-fashioned and reliable.;Technology;;Binary Choice;Media, Technology, and Education;;;;;0.0;;;;0.8743351697921753;0.5819499492645264;;;;;0.0;
1156;Do you compost?;{};;"(A) Yes, respects personal freedoms
(B) No, does not respect personal freedoms
(C) DK/Refused";GPT-4 generated;0,000001;0,000001;No, I do not compost.;Yes, I do compost.;Environment & Nature;;Binary Choice;Economy, Health, and Environment;;;;;0.0;;;;0.8685762882232666;1.0000001192092896;;;;;0.0;
1157;How often do you use reusable bags?;{};;"(A) Yes, should be stopped
(B) No, should not be stopped";GPT-4 generated;0,000001;0,000001;Not often, usually forget them.;Quite often, always trying to remember.;Environment & Nature;;Likert Scale;Economy, Health, and Environment;;;;;0.0;;;;0.6051783561706543;0.5691820979118347;;;;;0.0;
1158;Do you use energy-efficient appliances?;{};;"(A) Very strong conflicts
(B) Strong conflicts
(C) Not very strong conflicts
(D) There are not conflicts
(E) DK/Refused";GPT-4 generated;0,000001;0,000001;Yes, I use energy-efficient appliances.;Yes, we do.;Environment & Nature;;Binary Choice;Economy, Health, and Environment;;;;;0.0;;;;0.6578733921051025;0.9999997615814208;;;;;0.0;
1159;Do you donate used items?;{};;"(A) A lot of confidence
(B) Some confidence
(C) Not too much confidence
(D) No confidence at all";GPT-4 generated;0,000001;0,000001;Yes, I donate used items.;Yes, I do donate used items.;Environment & Nature;;Binary Choice;Economy, Health, and Environment;;;;;0.0;;;;0.8336643576622009;0.8348227739334106;;;;;0.0;
1160;Do you buy organic products?;{};;"(A) More important role
(B) Less important role
(C) As important as 10 years ago
(D) DK/Refused";GPT-4 generated;0,000001;0,000001;Sometimes, when it's on sale.;Sometimes, when it's on sale.;Environment & Nature;;Binary Choice;Economy, Health, and Environment;;;;;0.0;;;;0.6027886271476746;0.6027886271476746;;;;;1.0;
1161;Do you use public transport to reduce carbon footprint?;{};;"(A) Preventing Iran from developing nuclear weapons, even if it means taking military action OR
(B) Avoiding a military conflict with Iran, even if it means they may develop nuclear weapons
(C) Neither (VOL)
(D) Both (VOL)";GPT-4 generated;0,000001;0,000001;No, I prefer driving my car.;Yes, absolutely, it's jolly important!;Environment & Nature;;Binary Choice;Economy, Health, and Environment;;;;;0.0;;;;0.61371248960495;0.7804384231567383;;;;;0.0;
1162;How important is sustainability to you?;{};;"(A) Very big problem
(B) Moderately big problem
(C) Small problem
(D) Not a problem at all
(E) DK/Refused";GPT-4 generated;0,000001;0,000001;Not a top priority, but important.;Very important, must protect our planet.;Environment & Nature;;Likert Scale;Economy, Health, and Environment;;;;;0.0;;;;0.5290877819061279;0.6431540250778198;;;;;0.0;
1163;Do you support animal welfare?;{};;"(A) Yes
(B) No
(C) DK/Refused";GPT-4 generated;0,000001;0,000001;Yes, I support animal welfare.;Absolutely, animals deserve our care.;Environment & Nature;;Binary Choice;Economy, Health, and Environment;;;;;0.0;;;;0.7199254035949707;0.9999998807907104;;;;;0.0;
1164;Do you participate in community clean-up events?;{};;"(A) Yes, likely
(B) No, not likely";GPT-4 generated;0,000001;0,000001;Yes, I love helping my community!;Yes, I do. It's important.;Environment & Nature;;Binary Choice;Economy, Health, and Environment;;;;;0.0;;;;0.6186649799346924;0.6992181539535522;;;;;0.0;
1165;Do you plant trees?;{};;"(A) Mostly benefit
(B) Mostly harm
(C) No impact
(D) DK/Refused";GPT-4 generated;0,000001;0,000001;Yes, I plant trees.;Yes, we do plant trees.;Environment & Nature;;Binary Choice;Economy, Health, and Environment;;;;;0.0;;;;0.8383946418762207;0.8902772665023804;;;;;0.0;
1166;Are you a member of a political party?;{};;"(A) Western nations' disrespect for the Islamic religion
(B) Muslims' intolerance to different points of view
(C) Both (VOL)
(D) Neither (VOL)";GPT-4 generated;0,000001;0,000001;Yes, I am a Democrat.;No, I am not.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;;;;;0.0;;;;1.000000238418579;0.6918512582778931;;;;;0.0;
1167;How often do you engage in political debates?;{};;"(A) India
(B) Germany
(C) China
(D) Brazil
(E) Japan
(F) United States
(G) Russia
(H) Other (VOL)";GPT-4 generated;0,000001;0,000001;Not often, maybe once a year.;Not very often, I'm afraid.;Education & Knowledge;;Likert Scale;Media, Technology, and Education;;;;;0.0;;;;0.6151227951049805;0.6421716213226318;;;;;0.0;
1168;Do you read or watch news daily?;{};;"(A) Very favorable
(B) Somewhat favorable
(C) Somewhat unfavorable
(D) Very unfavorable
(E) DK/Refused";GPT-4 generated;0,000001;0,000001;Sometimes, but not every day.;Yes, I read news every day.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;;;;;0.0;;;;0.9684180617332458;0.6202302575111389;;;;;0.0;
1169;Do you participate in protests?;{};;"(A) Will
(B) Will not";GPT-4 generated;0,000001;0,000001;Sometimes, when I feel strongly.;Occasionally, when it's worth it.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;;;;;0.0;;;;0.5437057614326477;0.5636643171310425;;;;;0.0;
1170;Do you donate to political campaigns?;{};;"(A) Optimistic
(B) Pessimistic
(C) Neither (DO NOT READ)
(D) DK/Refused";GPT-4 generated;0,000001;0,000001;No, I do not donate.;No, I do not donate.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;;;;;0.0;;;;1.0;1.0;;;;;1.0;
1171;Do you trust mainstream media?;{};;"(A) Yes, have heard of it
(B) No, have not heard of it";GPT-4 generated;0,000001;0,000001;Yes, but with some skepticism.;Yes, to a certain extent.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;;;;;0.0;;;;0.6343029737472534;0.5870606899261475;;;;;0.0;
1172;Do you follow international politics?;{};;"(A) Completely agree
(B) Mostly agree
(C) Mostly disagree
(D) Completely disagree";GPT-4 generated;0,000001;0,000001;Not really, I'm more focused locally.;Yes, quite keen on it, actually.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;;;;;0.0;;;;0.6198127865791321;0.592534601688385;;;;;0.0;
1173;How often do you discuss politics with friends?;{};;"(A) Very favorable
(B) Somewhat favorable
(C) Somewhat unfavorable
(D) Very unfavorable
(E) DK/Refused";GPT-4 generated;0,000001;0,000001;Not often, maybe once a month.;Not very often, I'm afraid.;Education & Knowledge;;Likert Scale;Media, Technology, and Education;;;;;0.0;;;;0.6006317138671875;0.6955391764640808;;;;;0.0;
1174;Do you think voting should be mandatory?;{};;"(A) Safer place
(B) More dangerous place
(C) No change (VOL)";GPT-4 generated;0,000001;0,000001;Yes, voting should be mandatory.;Yes, voting should be mandatory.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;;;;;0.0;;;;0.999999701976776;0.999999701976776;;;;;1.0;
1175;Do you believe in a separation of church and state?;{};;"(A) Approve
(B) Disapprove";GPT-4 generated;0,000001;0,000001;Yes, absolutely.;Yes, absolutely, it's only fair.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;;;;;0.0;;;;0.6544784307479858;1.0;;;;;0.0;
1176;Do you take vitamins?;{};;"(A) A lot more
(B) Somewhat more
(C) Only a little more
(D) Not more";GPT-4 generated;0,000001;0,000001;Yes, I take vitamins every day.;No, I don't take vitamins.;Health & Wellness;;Binary Choice;Economy, Health, and Environment;;;;;0.0;;;;0.8162529468536377;0.9368723034858704;;;;;0.0;
1177;Do you get annual health check-ups?;{};;"(A) Very good
(B) Somewhat good
(C) Somewhat bad
(D) Very bad";GPT-4 generated;0,000001;0,000001;Yes, every year without fail.;Yes, we do get check-ups.;Health & Wellness;;Binary Choice;Economy, Health, and Environment;;;;;0.0;;;;0.8624802231788635;0.6399980783462524;;;;;0.0;
1178;How often do you exercise?;{};;"(A) Yes, have heard of it
(B) No, have not heard of it";GPT-4 generated;0,000001;0,000001;Not enough, need to do more.;Not as often as I should.;Health & Wellness;;Ordinal Scale;Economy, Health, and Environment;;;;;0.0;;;;0.6223829984664917;0.6108370423316956;;;;;0.0;
1179;Do you use health and fitness apps?;{};;"(A) Accept economic aid
(B) Reject economic aid
(C) Neither/Both equally (VOL)
(D) If (survey country) had cooperated more with other countries, the number of coronavirus cases would have been lower in this country
(E) Many of the problems facing our country can be solved by working with other countries
(F) No amount of cooperation between (survey country) and other countries would have reduced the number of coronavirus cases in this country
(G) Few of the problems facing our country can be solved by working with other countries
(H) DK/Refused
(I) When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them
(J) When dealing with major international issues, our country should follow its own interests, even when other countries strongly disagree";GPT-4 generated;0,000001;0,000001;Yeah, I use health apps sometimes.;Yes, I do use them.;Health & Wellness;;Binary Choice;Economy, Health, and Environment;;;;;0.0;;;;0.6545814871788025;0.6508835554122925;;;;;0.0;
1180;Do you have any food intolerances or allergies?;{};;"(A) A great danger
(B) Moderate danger
(C) Small danger
(D) No danger at all";GPT-4 generated;0,000001;0,000001;No, I don't have any.;No, I'm perfectly fine, thanks.;Health & Wellness;;Binary Choice;Economy, Health, and Environment;;;;;0.0;;;;0.6722016930580139;1.0000001192092896;;;;;0.0;
1181;Do you follow any alternative health practices?;{};;"(A) Largely more connected
(B) Other reasons";GPT-4 generated;0,000001;0,000001;No, I stick to traditional medicine.;No, I do not.;Health & Wellness;;Binary Choice;Economy, Health, and Environment;;;;;0.0;;;;1.0000001192092896;0.6134340167045593;;;;;0.0;
1182;Do you meditate?;{};;"(A) Very big problem
(B) Moderately big problem
(C) Small problem
(D) Not a problem at all
(E) DK/Refused";GPT-4 generated;0,000001;0,000001;No, I don't meditate.;No, I don't meditate, mate.;Health & Wellness;;Binary Choice;Economy, Health, and Environment;;;;;0.0;;;;0.891071617603302;0.9915322065353394;;;;;0.0;
1183;Do you prefer gyms or outdoor activities?;{};;"(A) Should have UN approval
(B) Would make it too difficult to deal with threats";GPT-4 generated;0,000001;0,000001;Outdoor activities, love being in nature!;Outdoor activities, rain or shine!;Health & Wellness;;Binary Choice;Economy, Health, and Environment;;;;;0.0;;;;0.5130912661552429;0.5895638465881348;;;;;0.0;
1184;How often do you get massages?;{};;"(A) More
(B) Fewer
(C) About the same
(D) DK/Refused
(E) No immigrants at all (DO NOT READ)";GPT-4 generated;0,000001;0,000001;Not often, maybe once a year.;Not very often, I'm afraid.;Health & Wellness;;Ordinal Scale;Economy, Health, and Environment;;;;;0.0;;;;0.7180488705635071;0.9789753556251526;;;;;0.0;
1185;Do you track your steps or physical activity?;{};;"(A) Very big problem
(B) Moderately big problem
(C) Small problem
(D) Not a problem at all";GPT-4 generated;0,000001;0,000001;Yeah, I track my steps, bro!;No, I don't track my steps.;Health & Wellness;;Binary Choice;Economy, Health, and Environment;;;;;0.0;;;;0.8794073462486267;0.723015546798706;;;;;0.0;
1186;Do you believe in an afterlife?;{};;"(A) Agree on the basic facts
(B) Disagree on the basic facts
(C) DK/Refused";GPT-4 generated;0,000001;0,000001;Yes, I believe in an afterlife.;Yes, I do believe in an afterlife.;Spirituality & Religion;;Binary Choice;Economy, Health, and Environment;;;;;0.0;;;;0.9486317038536072;1.0;;;;;0.0;
1187;Do you practice mindfulness?;{};;"(A) Good idea
(B) Bad idea";GPT-4 generated;0,000001;0,000001;No, not really into that.;Yes, quite fond of mindfulness, indeed.;Spirituality & Religion;;Binary Choice;Economy, Health, and Environment;;;;;0.0;;;;0.6862141489982605;0.6694658994674683;;;;;0.0;
1188;Do you read spiritual texts?;{};;"(A) Optimistic
(B) Pessimistic
(C) Neither (DO NOT READ)
(D) DK/Refused";GPT-4 generated;0,000001;0,000001;Not really, not my thing.;Yes, I do read spiritual texts.;Spirituality & Religion;;Binary Choice;Economy, Health, and Environment;;;;;0.0;;;;0.5604100227355957;0.5922210216522217;;;;;0.0;
1189;Do you believe in karma?;{};;"(A) It is a good thing because it provides (survey country) with new markets and opportunities for growth
(B) If (survey country) had cooperated more with other countries, the number of coronavirus cases would have been lower in this country
(C) Many of the problems facing our country can be solved by working with other countries
(D) It is a bad thing because it lowers wages and costs jobs in (survey country)
(E) No amount of cooperation between (survey country) and other countries would have reduced the number of coronavirus cases in this country
(F) Few of the problems facing our country can be solved by working with other countries
(G) Neither (VOL)
(H) DK/Refused
(I) When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them
(J) When dealing with major international issues, our country should follow its own interests, even when other countries strongly disagree";GPT-4 generated;0,000001;0,000001;Yes, what goes around comes around.;Yes, what goes around comes around.;Spirituality & Religion;;Binary Choice;Economy, Health, and Environment;;;;;0.0;;;;0.5393010377883911;0.5393010377883911;;;;;1.0;
1190;Do you participate in religious rituals?;{};;"(A) Very closely
(B) Somewhat closely
(C) Not too closely
(D) Not at all";GPT-4 generated;0,000001;0,000001;Depends on my personal beliefs, sometimes.;Not particularly, but occasionally I do.;Spirituality & Religion;;Binary Choice;Economy, Health, and Environment;;;;;0.0;;;;0.5808871984481812;0.5660797953605652;;;;;0.0;
1191;Do you have spiritual mentors?;{};;"(A) Increase
(B) Decrease
(C) Does not make a difference
(D) DK/Refused";GPT-4 generated;0,000001;0,000001;No, I don't have spiritual mentors.;No, I don't have spiritual mentors.;Spirituality & Religion;;Binary Choice;Economy, Health, and Environment;;;;;0.0;;;;0.6209337115287781;0.9999995231628418;;;;;1.0;
1192;Do you go on spiritual retreats?;{};;"(A) Very well
(B) Somewhat well
(C) Not too well
(D) Not well at all
(E) News organizations should not do this (VOL)
(F) DK/Refused";GPT-4 generated;0,000001;0,000001;No, I don't go on retreats.;Not really, not my cuppa tea.;Spirituality & Religion;;Binary Choice;Economy, Health, and Environment;;;;;0.0;;;;0.5417730212211609;0.6378293633460999;;;;;0.0;
1193;Do you believe in miracles?;{};;"(A) Completely agree
(B) Mostly agree
(C) Mostly disagree
(D) Completely disagree
(E) DK/Refused";GPT-4 generated;0,000001;0,000001;Yes, miracles are totally possible!;Absolutely, miracles are simply splendid!;Spirituality & Religion;;Binary Choice;Economy, Health, and Environment;;;;;0.0;;;;0.7732598781585693;0.8745273351669312;;;;;0.0;
1194;Do you pray or meditate daily?;{};;"(A) Very strong conflicts
(B) Strong conflicts
(C) Not very strong conflicts
(D) There are not conflicts
(E) DK/Refused";GPT-4 generated;0,000001;0,000001;No, I don't pray or meditate.;Neither, I'm afraid.;Spirituality & Religion;;Binary Choice;Economy, Health, and Environment;;;;;0.0;;;;0.6428042650222778;0.5903348326683044;;;;;0.0;
1195;Do you fast for religious reasons?;{};;"(A) Chinese products as safe
(B) Chinese products less safe
(C) Depends";GPT-4 generated;0,000001;0,000001;No, I don't fast for religious reasons.;No, I do not fast.;Spirituality & Religion;;Binary Choice;Economy, Health, and Environment;;;;;0.0;;;;1.0;0.6893770694732666;;;;;0.0;
1196;Do you have a garden?;{};;"(A) Has
(B) Has not";GPT-4 generated;0,000001;0,000001;No, I don't have a garden.;Yes, I have a lovely garden.;Housing & Lifestyle;;Binary Choice;Lifestyle, Entertainment, and Daily Living;;;;;0.0;;;;0.7064188718795776;1.0;;;;;0.0;
1197;Do you have a home office?;{};;"(A) A lot of confidence
(B) Some confidence
(C) Not too much confidence
(D) No confidence at all";GPT-4 generated;0,000001;0,000001;No, I don't have one.;Yes, I do have a home office.;Housing & Lifestyle;;Binary Choice;Lifestyle, Entertainment, and Daily Living;;;;;0.0;;;;0.7121732234954834;1.0;;;;;0.0;
1198;Do you prefer minimalistic or maximalistic decor?;{};;"(A) Very favorable
(B) Somewhat favorable
(C) Somewhat unfavorable
(D) Very unfavorable";GPT-4 generated;0,000001;0,000001;Maximalistic decor all the way, baby!;Minimalistic, less is more darling.;Housing & Lifestyle;;Binary Choice;Lifestyle, Entertainment, and Daily Living;;;;;0.0;;;;0.5341041684150696;1.0;;;;;0.0;
1199;Do you rent or own furniture and appliances?;{};;"(A) Yes
(B) No";GPT-4 generated;0,000001;0,000001;Rent furniture, own appliances.;Rent furniture, own appliances.;Housing & Lifestyle;;Binary Choice;Lifestyle, Entertainment, and Daily Living;;;;;0.0;;;;1.0;0.6546156406402588;;;;;1.0;
1200;How often do you redecorate your home?;{};;"(A) Support
(B) Oppose
(C) DK/Refused";GPT-4 generated;0,000001;0,000001;Not very often, maybe every few years.;Not very often, maybe every decade.;Housing & Lifestyle;;Ordinal Scale;Lifestyle, Entertainment, and Daily Living;;;;;0.0;;;;0.6381537914276123;0.912814736366272;;;;;0.0;
1201;Do you have a cleaning routine?;{};;"(A) Making progress
(B) Losing ground
(C) About the same";GPT-4 generated;0,000001;0,000001;Yes, I clean my place regularly.;Yes, I have a cleaning routine.;Housing & Lifestyle;;Binary Choice;Lifestyle, Entertainment, and Daily Living;;;;;0.0;;;;0.9999998807907104;0.7659040689468384;;;;;0.0;
1202;Do you use cleaning services?;{};;"(A) A lot of confidence
(B) Some confidence
(C) Not too much confidence
(D) No confidence at all
(E) DK/Refused";GPT-4 generated;0,000001;0,000001;Yes, I use cleaning services.;Yes, I do use cleaning services.;Housing & Lifestyle;;Binary Choice;Lifestyle, Entertainment, and Daily Living;;;;;0.0;;;;0.931713879108429;1.000000238418579;;;;;0.0;
1203;"Do you have a ""man cave"" or a personal space at home?";{};;"(A) Very important
(B) Somewhat important
(C) Not too important
(D) Not important at all
(E) DK/Refused";GPT-4 generated;0,000001;0,000001;Yes, I have a man cave.;Yes, I have a man cave.;Housing & Lifestyle;;Binary Choice;Lifestyle, Entertainment, and Daily Living;;;;;0.0;;;;0.7260109782218933;0.7260109782218933;;;;;1.0;
1204;Do you prefer open floor plans?;{};;"(A) Very big problem
(B) Moderately big problem
(C) Small problem
(D) Not a problem at all
(E) DK/Refused";GPT-4 generated;0,000001;0,000001;Yes, open floor plans are great!;Yes, open floor plans are splendid!;Housing & Lifestyle;;Binary Choice;Lifestyle, Entertainment, and Daily Living;;;;;0.0;;;;0.8374523520469666;0.8955124616622925;;;;;0.0;
1205;Do you have house plants?;{};;"(A) A lot of confidence
(B) Some confidence
(C) Not too much confidence
(D) No confidence at all";GPT-4 generated;0,000001;0,000001;Yes, I have a few.;Yes, I have a few.;Housing & Lifestyle;;Binary Choice;Lifestyle, Entertainment, and Daily Living;;;;;0.0;;;;0.7861570119857788;0.7783119678497314;;;;;1.0;
1206;How do you take your coffee?;{};;"(A) Approve
(B) Disapprove";GPT-4 generated;0,000001;0,000001;Black, no sugar, please.;With a splash of milk, please.;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;;;;;0.0;;;;0.9122697114944458;0.6896435022354126;;;;;0.0;
1207;Do you eat breakfast daily?;{};;"(A) Better
(B) Worse
(C) Has not changed";GPT-4 generated;0,000001;0,000001;Yes, I eat breakfast every day.;Yes, absolutely, can't function without it!;Food & Drink;;Binary Choice;Lifestyle, Entertainment, and Daily Living;;;;;0.0;;;;0.5766295194625854;0.9664735198020936;;;;;0.0;
1208;Do you have food delivered often?;{};;"(A) Major threat
(B) Minor threat
(C) Not a threat";GPT-4 generated;0,000001;0,000001;Yes, I get food delivered often.;Yes, quite frequently, actually.;Food & Drink;;Binary Choice;Lifestyle, Entertainment, and Daily Living;;;;;0.0;;;;0.6475682854652405;0.9910190105438232;;;;;0.0;
1209;Do you prefer fresh or frozen vegetables?;{};;"(A) Major threat
(B) Minor threat
(C) Not a threat";GPT-4 generated;0,000001;0,000001;Fresh vegetables.;Fresh, of course!;Food & Drink;;Binary Choice;Lifestyle, Entertainment, and Daily Living;;;;;0.0;;;;0.939746618270874;1.0;;;;;0.0;
1210;Do you enjoy exotic fruits?;{};;"(A) Very good
(B) Somewhat good
(C) Somewhat bad
(D) Very bad";GPT-4 generated;0,000001;0,000001;Yes, I love exotic fruits!;Yes, absolutely love exotic fruits!;Food & Drink;;Binary Choice;Lifestyle, Entertainment, and Daily Living;;;;;0.0;;;;0.8439188599586487;0.9776445627212524;;;;;0.0;
1211;Do you like fusion cuisine?;{};;"(A) Very good
(B) Somewhat good
(C) Somewhat bad
(D) Very bad
(E) DK/Refused";GPT-4 generated;0,000001;0,000001;Yes, I love trying new flavors!;Not really, prefer traditional British fare.;Food & Drink;;Binary Choice;Lifestyle, Entertainment, and Daily Living;;;;;0.0;;;;0.6777666807174683;0.8465214967727661;;;;;0.0;
1212;Do you eat canned foods?;{};;"(A) Yes, have heard of it
(B) No, have not heard of it";GPT-4 generated;0,000001;0,000001;Yes, I eat canned foods.;Yes, occasionally for convenience.;Food & Drink;;Binary Choice;Lifestyle, Entertainment, and Daily Living;;;;;0.0;;;;0.6437587738037109;0.9552288055419922;;;;;0.0;
1213;Do you enjoy tasting menus at restaurants?;{};;"(A) Yes
(B) No";GPT-4 generated;0,000001;0,000001;Yes, I love tasting menus!;Absolutely, they're a culinary delight!;Food & Drink;;Binary Choice;Lifestyle, Entertainment, and Daily Living;;;;;0.0;;;;0.7154552936553955;1.0;;;;;0.0;
1214;Do you prefer milk, dark, or white chocolate?;{};;"(A) Men generally have more opportunities
(B) Women generally have more opportunities
(C) Opportunities are generally about the same for both
(D) DK/Refused";GPT-4 generated;0,000001;0,000001;Milk chocolate all the way!;Milk chocolate, of course, darling!;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;;;;;0.0;;;;0.6503612995147705;0.7509396076202393;;;;;0.0;
1215;Do you eat spicy food?;{};;"(A) Yes, have heard of it
(B) No, have not heard of it";GPT-4 generated;0,000001;0,000001;Yes, I love spicy food!;Some of us do, yes.;Food & Drink;;Binary Choice;Lifestyle, Entertainment, and Daily Living;;;;;0.0;;;;0.5611543655395508;0.9798392057418824;;;;;0.0;
1216;Have you ever been to a live sports event?;{};;"(A) Increase
(B) Lessen
(C) No difference";GPT-4 generated;0,000001;0,000001;Yes, many times. Go team!;Yes, many times.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;;;;;0.0;;;;0.6137253046035767;0.6026300191879272;;;;;0.0;
1217;Do you play fantasy sports?;{};;"(A) On the radio
(B) On television
(C) From a newspaper
(D) From a friend, family member, or co-worker
(E) Imam or sheik OR place of worship mosque/church
(F) Internet or website
(G) Other (VOL)";GPT-4 generated;0,000001;0,000001;Yes, I love playing fantasy sports!;No, I do not play.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;;;;;0.0;;;;0.9110689163208008;0.8489855527877808;;;;;0.0;
1218;Do you enjoy kayaking or canoeing?;{};;"(A) A good democracy
(B) A strong economy";GPT-4 generated;0,000001;0,000001;Love kayaking, it's so much fun!;Yes, I quite enjoy canoeing.;Society & Relationships;;Multiple Choice;Society, Culture, and Relationships;;;;;0.0;;;;0.5786700248718262;0.4403770565986633;;;;;0.0;
1219;Do you practice yoga or Pilates?;{};;"(A) Very confident
(B) Somewhat confident
(C) Not too confident
(D) Not at all confident
(E) DK/Refused";GPT-4 generated;0,000001;0,000001;No, I don't do either.;Neither, I prefer a good jog.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;;;;;0.0;;;;0.6599467396736145;0.8046881556510925;;;;;0.0;
1220;Do you enjoy fishing?;{};;"(A) Very big problem
(B) Moderately big problem
(C) Small problem
(D) Not a problem at all";GPT-4 generated;0,000001;0,000001;Yes, I love fishing!;Yes, quite fond of it, actually.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;;;;;0.0;;;;0.6795312762260437;0.8796577453613281;;;;;0.0;
1221;Do you like skateboarding?;{};;"(A) More stable
(B) Less stable
(C) No difference (VOL)";GPT-4 generated;0,000001;0,000001;Yeah, skateboarding is totally rad!;Not really, not my cuppa tea.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;;;;;0.0;;;;0.819993793964386;0.4713452160358429;;;;;0.0;
1222;Do you play any racquet sports?;{};;"(A) Very important reason
(B) Fairly important reason
(C) Not important reason";GPT-4 generated;0,000001;0,000001;No, I don't play racquet sports.;Yes, I play tennis and squash.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;;;;;0.0;;;;0.4794590175151825;0.5704072713851929;;;;;0.0;
1223;Are you a member of a sports club?;{};;"(A) Very favorable
(B) Somewhat favorable
(C) Somewhat unfavorable
(D) Very unfavorable";GPT-4 generated;0,000001;0,000001;No, I am not.;Yes, I am a member.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;;;;;0.0;;;;0.6443946361541748;1.000000238418579;;;;;0.0;
1224;Do you watch eSports?;{};;"(A) Not important at all
(B) 1.0
(C) Very important
(D) 2.0
(E) 3.0
(F) 4.0
(G) 5.0
(H) 6.0
(I) 7.0
(J) 8.0
(K) 9.0";GPT-4 generated;0,000001;0,000001;No, not really into eSports.;No, not really my cuppa tea.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;;;;;0.0;;;;0.6438207626342773;0.818572998046875;;;;;0.0;
1225;Do you enjoy water sports?;{};;"(A) Doing more
(B) Doing less
(C) About the same
(D) U.S. does not help (DO NOT READ)
(E) DK/Refused";GPT-4 generated;0,000001;0,000001;Yes, I love water sports!;Yes, absolutely love water sports!;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;;;;;0.0;;;;0.8435666561126709;0.9788508415222168;;;;;0.0;
1226;Do you read fan fiction?;{};;"(A) Very concerned
(B) Somewhat concerned
(C) Not too concerned
(D) Not at all concerned";GPT-4 generated;0,000001;0,000001;No, I don't read fan fiction.;Not really, not my cuppa tea.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;;;;;0.0;;;;0.6001270413398743;0.9913946986198424;;;;;0.0;
1227;Do you use TikTok?;{};;"(A) Very favorable
(B) Somewhat favorable
(C) Somewhat unfavorable
(D) Very unfavorable
(E) DK/Refused";GPT-4 generated;0,000001;0,000001;Yes, I use TikTok.;No, I do not use TikTok.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;;;;;0.0;;;;0.9999995827674866;0.8981055021286011;;;;;0.0;
1228;Do you watch reality TV?;{};;"(A) Yes, sympathetic
(B) No, not sympathetic";GPT-4 generated;0,000001;0,000001;Yes, I love reality TV!;No, not my cup of tea.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;;;;;0.0;;;;0.6323952674865723;0.9592725038528442;;;;;0.0;
1229;Do you watch late-night talk shows?;{};;"(A) Very important
(B) Somewhat important
(C) Not very important
(D) Not at all important
(E) DK/Refused";GPT-4 generated;0,000001;0,000001;Sometimes, when I'm not too tired.;Sometimes, when I'm not knackered.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;;;;;0.0;;;;0.5258036851882935;0.5722681879997253;;;;;0.0;
1230;Do you follow any webcomics?;{};;"(A) Approve
(B) Disapprove";GPT-4 generated;0,000001;0,000001;Yeah, I love webcomics!;No, not really into webcomics.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;;;;;0.0;;;;0.4955679774284363;0.8279776573181152;;;;;0.0;
1231;Do you enjoy historical dramas?;{};;"(A) Yes
(B) No";GPT-4 generated;0,000001;0,000001;Yes, I love historical dramas!;Yes, absolutely love historical dramas!;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;;;;;0.0;;;;0.8470408916473389;0.9769846200942992;;;;;0.0;
