;Unnamed: 0.4;Unnamed: 0.3;Unnamed: 0.2;Unnamed: 0.1;Unnamed: 0;question;selections;options;options_formatted;source;value_us;value_uk;answer_us;answer_uk;category;# of options;question type;category_group;model_answer_us;model_answer_uk;model_answer_uk_option_match;model_answer_us_option_match;#_options;score_uk;score_us;overall_score_uk;similarity_score_uk;similarity_score_us;overall_score_us;similarity_model_answers_uk_us;similarity_ground_truth_answers_uk_us;options_dict;score_ground_truth_answers;value_diff
36;36;36;36;36;36;How much of a danger is the current government in...North Korea to stability in Asia and world peace? A great danger, moderate danger, small danger, or no danger at all?;{'United States': [0.39080459770114945, 0.41379310344827586, 0.13793103448275862, 0.05747126436781609], 'Britain': [0.25675675675675674, 0.5135135135135135, 0.20270270270270271, 0.02702702702702703]};['A great danger', 'Moderate danger', 'Small danger', 'No danger at all'];"(A) A great danger
(B) Moderate danger
(C) Small danger
(D) No danger at all";GAS;0,413794;0,513515;Moderate danger;Moderate danger;G. International affairs;4.0;Likert Scale;Economy, Health, and Environment;(B), 6;(B), 6;Moderate danger;Moderate danger;4.0;1.0;1.0;;;;;;;{'A': 'A great danger', 'B': 'Moderate danger', 'C': 'Small danger', 'D': 'No danger at all'};1.0;
37;37;37;37;37;37;Do you approve or disapprove of the United States conducting missile strikes from pilotless aircraft called drones to target extremists in countries such as Pakistan, Yemen and Somalia? ;{'United States': [0.5591397849462365, 0.44086021505376344], 'Britain': [0.358695652173913, 0.6413043478260869]};['Approve', 'Disapprove'];"(A) Approve
(B) Disapprove";GAS;0,559141;0,641305;Approve;Disapprove;D. Politics and policy;2.0;Binary Choice;Politics and Governance;(A), 7;(B), 6;Disapprove;Approve;2.0;1.0;1.0;;;;;;;{'A': 'Approve', 'B': 'Disapprove'};0.0;
38;38;38;38;38;38;Thinking about HIV prevention, that is preventing people from becoming infected with HIV - do you think our country is making progress in HIV prevention, losing ground, or is prevention about the same as it has been?;{'United States': [0.3473684210526316, 0.16842105263157894, 0.4842105263157895], 'Britain': [0.25, 0.2727272727272727, 0.4772727272727273]};['Making progress', 'Losing ground', 'About the same'];"(A) Making progress
(B) Losing ground
(C) About the same";GAS;0,484212;0,477274;About the same;About the same;D. Politics and policy;3.0;Likert Scale;Politics and Governance;(A), 7;(A), 7;Making progress;Making progress;3.0;0.3207547169811321;0.3207547169811321;;;;;;;{'A': 'Making progress', 'B': 'Losing ground', 'C': 'About the same'};1.0;
39;39;39;39;39;39;Thinking about restrictions on public activity in the public over the course of the coronavirus outbreak, do you think there should have been more restrictions, fewer restrictions, or were the restrictions about right?;{'United States': [0.56, 0.26, 0.17, 0.01], 'Britain': [0.5050505050505051, 0.1111111111111111, 0.37373737373737376, 0.010101010101010102]};['More restrictions', 'Fewer restrictions', 'The restrictions were about right', 'DK/Refused'];"(A) More restrictions
(B) Fewer restrictions
(C) The restrictions were about right
(D) DK/Refused";GAS;0,560001;0,505052;More restrictions;More restrictions;D. Politics and policy;4.0;Likert Scale;Politics and Governance;(C), 6;(C), 9;The restrictions were about right;The restrictions were about right;4.0;0.5376344086021505;0.5376344086021505;;;;;;;{'A': 'More restrictions', 'B': 'Fewer restrictions', 'C': 'The restrictions were about right', 'D': 'DK/Refused'};1.0;
40;40;40;40;40;40;Thinking about immigration, would you support or oppose your country ____? b. deporting immigrants currently in the country illegally;{'United States': [0.46, 0.47, 0.07], 'Britain': [0.5757575757575758, 0.36363636363636365, 0.06060606060606061]};['Support', 'Oppose', 'DK/Refused'];"(A) Support
(B) Oppose
(C) DK/Refused";GAS;0,470001;0,575759;Oppose;Support;D. Politics and policy;3.0;Binary Choice;Politics and Governance;(B), 6;(B), 6;Oppose;Oppose;3.0;0.0;1.0;;;;;;;{'A': 'Support', 'B': 'Oppose', 'C': 'DK/Refused'};0.0;
41;41;41;41;41;41;Would you say that each of the following is doing a very good, somewhat good, somewhat bad, or very bad job dealing with global climate change? c. the United Nations;{'United States': [0.04040404040404041, 0.47474747474747475, 0.29292929292929293, 0.1414141414141414, 0.050505050505050504], 'Britain': [0.06, 0.5, 0.23, 0.11, 0.1]};['Very good job', 'Somewhat good job', 'Somewhat bad job', 'Very bad job', 'DK/Refused'];"(A) Very good job
(B) Somewhat good job
(C) Somewhat bad job
(D) Very bad job
(E) DK/Refused";GAS;0,474748;0,500001;Somewhat good job;Somewhat good job;D. Politics and policy;5.0;Likert Scale;Politics and Governance;(B), 6;(B), 6;Somewhat good job;Somewhat good job;5.0;1.0;1.0;;;;;;;{'A': 'Very good job', 'B': 'Somewhat good job', 'C': 'Somewhat bad job', 'D': 'Very bad job', 'E': 'DK/Refused'};1.0;
42;42;42;42;42;42;All in all, do you think the January elections in Iraq will lead to a MORE stable situation, a LESS stable situation, or will the situation in Iraq not change much?;{'United States': [0.3763440860215054, 0.0967741935483871, 0.5268817204301075], 'Britain': [0.4166666666666667, 0.13541666666666666, 0.4479166666666667]};['More stable', 'Less stable', 'Situation will not change much'];"(A) More stable
(B) Less stable
(C) Situation will not change much";GAS;0,526883;0,447918;Situation will not change much;Situation will not change much;D. Politics and policy;3.0;Likert Scale;Politics and Governance;(B), 6;(B), 6;Less stable;Less stable;3.0;0.7619047619047619;0.7619047619047619;;;;;;;{'A': 'More stable', 'B': 'Less stable', 'C': 'Situation will not change much'};1.0;
44;44;44;44;44;44;Turning to China, all things considered, was the decision to hold the 2008 Summer Olympics in China a good or bad decision?;{'United States': [0.4939759036144578, 0.5060240963855421], 'Britain': [0.5681818181818182, 0.4318181818181818]};['Good', 'Bad'];"(A) Good
(B) Bad";GAS;0,506025;0,568183;Bad;Good;G. International affairs;2.0;Likert Scale;Economy, Health, and Environment;(B), 6;(A), 7;Good;Bad;2.0;1.0;1.0;;;;;;;{'A': 'Good', 'B': 'Bad'};0.0;
45;45;45;45;45;45;When it comes to each of the following areas, do you think the United States is the best, above average, average, below average, or the worst? e. Technological achievements;{'United States': [0.15841584158415842, 0.4752475247524752, 0.27722772277227725, 0.06930693069306931, 0.009900990099009901, 0.009900990099009901], 'Britain': [0.14, 0.57, 0.19, 0.03, 0.02, 0.05]};['The best', 'Above average', 'Average', 'Below average', 'The worst', 'DK/Refused'];"(A) The best
(B) Above average
(C) Average
(D) Below average
(E) The worst
(F) DK/Refused";GAS;0,475249;0,570001;Above average;Above average;C. Science and technology;6.0;Likert Scale;Media, Technology, and Education;(A), 9;(B), 7;Above average;The best;6.0;1.0;0.8554216867469879;;;;;;;{'A': 'The best', 'B': 'Above average', 'C': 'Average', 'D': 'Below average', 'E': 'The worst', 'F': 'DK/Refused'};1.0;
46;46;46;46;46;46;How important is it to have the following things in our country? Is it very important, somewhat important, not too important or not important at all? c. opposition parties can operate freely;{'United States': [0.6767676767676768, 0.23232323232323232, 0.030303030303030304, 0.020202020202020204, 0.04040404040404041], 'Britain': [0.7272727272727273, 0.2222222222222222, 0.030303030303030304, 0.010101010101010102, 0.010101010101010102]};['Very important', 'Somewhat important', 'Not too important', 'Not important at all', 'DK/Refused'];"(A) Very important
(B) Somewhat important
(C) Not too important
(D) Not important at all
(E) DK/Refused";GAS;0,676769;0,727274;Very important;Very important;D. Politics and policy;5.0;Likert Scale;Politics and Governance;(A), 9;(A), 9;Very important;Very important;5.0;1.0;1.0;;;;;;;{'A': 'Very important', 'B': 'Somewhat important', 'C': 'Not too important', 'D': 'Not important at all', 'E': 'DK/Refused'};1.0;
47;47;47;47;47;47;How important is it to have the following things in our country? Is it very important, somewhat important, not too important or not important at all? a. people can practice their religion freely;{'United States': [0.86, 0.11, 0.01, 0.01, 0.01], 'Britain': [0.75, 0.18, 0.03, 0.04, 0.0]};['Very important', 'Somewhat important', 'Not too important', 'Not important at all', 'DK/Refused'];"(A) Very important
(B) Somewhat important
(C) Not too important
(D) Not important at all
(E) DK/Refused";GAS;0,860001;0,750001;Very important;Very important;D. Politics and policy;5.0;Likert Scale;Politics and Governance;(A), 9;(A), 9;Very important;Very important;5.0;1.0;1.0;;;;;;;{'A': 'Very important', 'B': 'Somewhat important', 'C': 'Not too important', 'D': 'Not important at all', 'E': 'DK/Refused'};1.0;
48;48;48;48;48;48;When children today in your country grow up, do you think they will be better off or worse off than people are now?;{'United States': [0.3829787234042553, 0.5851063829787234, 0.031914893617021274], 'Britain': [0.3010752688172043, 0.6666666666666666, 0.03225806451612903]};['Better', 'Worse', 'Same (VOL)'];"(A) Better
(B) Worse
(C) Same (VOL)";GAS;0,585107;0,666668;Worse;Worse;N. Economy and work;3.0;Likert Scale;Economy, Health, and Environment;(B), 6;(B), 6;Worse;Worse;3.0;1.0;1.0;;;;;;;{'A': 'Better', 'B': 'Worse', 'C': 'Same (VOL)'};1.0;
49;49;49;49;49;49;Please tell me whether you agree or disagree with the following statement: People should be willing to pay higher prices in order to address global climate change?;{'United States': [0.3958333333333333, 0.6041666666666666], 'Britain': [0.5208333333333334, 0.4791666666666667]};['Agree', 'Disagree'];"(A) Agree
(B) Disagree";GAS;0,604168;0,520834;Disagree;Agree;D. Politics and policy;2.0;Likert Scale;Politics and Governance;(B), 6;(B), 6;Disagree;Disagree;2.0;0.0;1.0;;;;;;;{'A': 'Agree', 'B': 'Disagree'};0.0;
50;50;50;50;50;50;On a different subject, how concerned, if at all, are you about Islamic extremism in our country these days? Are you very concerned, somewhat concerned, not too concerned, not at all concerned?;{'United States': [0.5353535353535354, 0.26262626262626265, 0.13131313131313133, 0.0707070707070707], 'Britain': [0.5252525252525253, 0.30303030303030304, 0.12121212121212122, 0.050505050505050504]};['Very concerned', 'Somewhat concerned', 'Not too concerned', 'Not at all concerned'];"(A) Very concerned
(B) Somewhat concerned
(C) Not too concerned
(D) Not at all concerned";GAS;0,535355;0,525254;Very concerned;Very concerned;D. Politics and policy;4.0;Likert Scale;Politics and Governance;(B), 6;(B), 6;Somewhat concerned;Somewhat concerned;4.0;0.7857142857142857;0.7857142857142857;;;;;;;{'A': 'Very concerned', 'B': 'Somewhat concerned', 'C': 'Not too concerned', 'D': 'Not at all concerned'};1.0;
51;51;51;51;51;51;Thinking about the public, would you say each of the following aspects needs to be completely reformed, needs major changes, needs minor changes, or doesn’t need to be changed? a. the economic system;{'United States': [0.17, 0.49, 0.27, 0.06, 0.01], 'Britain': [0.09900990099009901, 0.3465346534653465, 0.40594059405940597, 0.10891089108910891, 0.039603960396039604]};['It needs to be completely reformed', 'It needs major changes', 'It needs minor changes', 'It doesn’t need to be changed', 'DK/Refused'];"(A) It needs to be completely reformed
(B) It needs major changes
(C) It needs minor changes
(D) It doesn’t need to be changed
(E) DK/Refused";GAS;0,490001;0,405942;It needs major changes;It needs minor changes;N. Economy and work;5.0;Likert Scale;Economy, Health, and Environment;(B), 6;(A), 9;It needs to be completely reformed;It needs major changes;5.0;0.5294117647058824;1.0;;;;;;;{'A': 'It needs to be completely reformed', 'B': 'It needs major changes', 'C': 'It needs minor changes', 'D': 'It doesn’t need to be changed', 'E': 'DK/Refused'};0.8088235294117647;
53;53;53;53;53;53;Thinking about immigration, would you support or oppose your country ____? a. taking in refugees from countries where people are fleeing violence and war;{'United States': [0.6534653465346535, 0.2871287128712871, 0.0594059405940594], 'Britain': [0.74, 0.22, 0.04]};['Support', 'Oppose', 'DK/Refused'];"(A) Support
(B) Oppose
(C) DK/Refused";GAS;0,653466;0,740001;Support;Support;K. Immigration and migration;3.0;Binary Choice;Politics and Governance;(A), 9;(A), 9;Support;Support;3.0;1.0;1.0;;;;;;;{'A': 'Support', 'B': 'Oppose', 'C': 'DK/Refused'};1.0;
54;54;54;54;54;54;And what is your next most frequent source of news about national and international issues--television, newspapers, radio, magazines, or the internet?;{'United States': [0.23232323232323232, 0.29292929292929293, 0.1717171717171717, 0.04040404040404041, 0.23232323232323232, 0.0, 0.030303030303030304], 'Britain': [0.25773195876288657, 0.38144329896907214, 0.14432989690721648, 0.020618556701030927, 0.16494845360824742, 0.0, 0.030927835051546393]};['Television', 'Newspapers', 'Radio', 'Magazines', 'Internet', 'None', 'Other (VOL)'];"(A) Television
(B) Newspapers
(C) Radio
(D) Magazines
(E) Internet
(F) None
(G) Other (VOL)";GAS;0,292930;0,381444;Newspapers;Newspapers;J. News habits and media;7.0;Multiple Choice;Media, Technology, and Education;(E), 9;(E), 9;Internet;Internet;7.0;0.0;0.0;;;;;;;{'A': 'Television', 'B': 'Newspapers', 'C': 'Radio', 'D': 'Magazines', 'E': 'Internet', 'F': 'None', 'G': 'Other (VOL)'};1.0;
56;56;56;56;56;56;(Now I am going to read you a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.)...Terrorism;{'United States': [0.44, 0.38, 0.15, 0.03, 0.0], 'Britain': [0.30612244897959184, 0.41836734693877553, 0.23469387755102042, 0.04081632653061224, 0.0]};['Very big problem', 'Moderately big problem', 'Small problem', 'Not a problem at all', 'DK/Refused'];"(A) Very big problem
(B) Moderately big problem
(C) Small problem
(D) Not a problem at all
(E) DK/Refused";GAS;0,440001;0,418368;Very big problem;Moderately big problem;Q. Security;5.0;Likert Scale;Politics and Governance;(A), 9;(A), 9;Very big problem;Very big problem;5.0;0.8;1.0;;;;;;;{'A': 'Very big problem', 'B': 'Moderately big problem', 'C': 'Small problem', 'D': 'Not a problem at all', 'E': 'DK/Refused'};0.8;
57;57;57;57;57;57;Have you heard about the dispute about the publication of cartoons with the image of the prophet Muhammad?;{'United States': [0.6565656565656566, 0.3434343434343434], 'Britain': [0.88, 0.12]};['Yes, have heard of it', 'No, have not heard of it'];"(A) Yes, have heard of it
(B) No, have not heard of it";GAS;0,656567;0,880001;Yes, have heard of it;Yes, have heard of it;G. International affairs;2.0;Binary Choice;Economy, Health, and Environment;(A), 9;(A), 9;Yes, have heard of it;Yes, have heard of it;2.0;1.0;1.0;;;;;;;{'A': 'Yes, have heard of it', 'B': 'No, have not heard of it'};1.0;
58;58;58;58;58;58;Please tell me whether you completely agree, mostly agree or completely disagree with the following statements: Children need to learn a foreign language to succeed in the world today;{'United States': [0.31, 0.39, 0.2, 0.1], 'Britain': [0.36, 0.36, 0.2, 0.08]};['Completely agree', 'Mostly agree', 'Mostly disagree', 'Completely disagree'];"(A) Completely agree
(B) Mostly agree
(C) Mostly disagree
(D) Completely disagree";GAS;0,390001;0,360001;Mostly agree;Completely agree;N. Economy and work;4.0;Likert Scale;Economy, Health, and Environment;(B), 6;(A), 9;Completely agree;Mostly agree;4.0;1.0;1.0;;;;;;;{'A': 'Completely agree', 'B': 'Mostly agree', 'C': 'Mostly disagree', 'D': 'Completely disagree'};0.7402597402597403;
