;Unnamed: 0.1;Unnamed: 0;question;selections;options;options_formatted;source;value_us;value_uk;answer_us;answer_uk;category;# of options;question type;category_group;model_answer_us;model_answer_uk;model_answer_uk_option_match;model_answer_us_option_match;#_options;score_uk;score_us;overall_score_uk;similarity_score_uk;similarity_score_us;overall_score_us;similarity_model_answers_uk_us;similarity_ground_truth_answers_uk_us;options_dict;score_ground_truth_answers;value_diff;question_type;goqa_score_us;goqa_ukMA_usMA_score;goqa_ukMA_usGT_score;goqa_ukGT_usMA_score;goqa_ukGT_usGT_score;goqa_score_uk
439;439;439;Please tell me whether you favor or oppose Ukraine joining NATO in the next ten years.;{'United States': [0.6764705882352942, 0.3235294117647059], 'Britain': [0.5945945945945946, 0.40540540540540543]};['Support', 'Oppose'];"(A) Support
(B) Oppose";GAS;0,676472;0,594596;Support;Support;G. International affairs;2.0;Binary Choice;Economy, Health, and Environment;(B), 6.;(B), 6.;Oppose;Oppose;2.0;0.0;0.0;0.0;;;0.0;0.94071496;0.918124;{'A': 'Support', 'B': 'Oppose'};0.918124;0.918124;Multiple Choice;0.0;1.0;0.0;0.0;1.0;0.0
440;440;440;Which of these characteristics do you associate with Americans? Do you associate immoral with Americans or not?;{'United States': [0.41935483870967744, 0.5806451612903226], 'Britain': [0.2857142857142857, 0.7142857142857143]};['Yes', 'No'];"(A) Yes
(B) No";GAS;0,580646;0,714287;No;No;A. Social values and attitudes;2.0;Binary Choice;Society, Culture, and Relationships;(B), 9.;(B), 7.;No;No;2.0;1.0;1.0;1.0;;;1.0;0.75349534;0.866359;{'A': 'Yes', 'B': 'No'};0.866359;0.866359;Binary Choice;1.0;1.0;1.0;1.0;1.0;1.0
441;441;441;Did the US and its allies try very hard to avoid civilian casualties in Iraq or didn't they try hard enough?;{'United States': [0.8541666666666666, 0.14583333333333334], 'Britain': [0.6666666666666666, 0.3333333333333333]};"['Tried very hard', ""Didn't try hard enough""]";"(A) Tried very hard
(B) Didn't try hard enough";GAS;0,854168;0,666668;Tried very hard;Tried very hard;D. Politics and policy;2.0;Likert Scale;Politics and Governance;(B), 7.;(B), 7.;Didn't try hard enough;Didn't try hard enough;2.0;0.0;0.0;0.0;;;0.0;0.68095297;0.8125;"{'A': 'Tried very hard', 'B': ""Didn't try hard enough""}";0.8125;0.8125;Multiple Choice;0.0;1.0;0.0;0.0;1.0;0.0
442;442;442;Which of these characteristics do you associate with Americans? Do you associate ____ with Americans or not? b. hardworking;{'United States': [0.8, 0.19, 0.01], 'Britain': [0.75, 0.18, 0.07]};['Yes', 'No', 'DK/Refused'];"(A) Yes
(B) No
(C) DK/Refused";GAS;0,800001;0,750001;Yes;Yes;A. Social values and attitudes;3.0;Likert Scale;Society, Culture, and Relationships;(A), 9.;(B), 6.;No;Yes;3.0;0.7307692307692308;1.0;0.7307692307692308;;;1.0;0.16448039;0.95;{'A': 'Yes', 'B': 'No', 'C': 'DK/Refused'};0.95;0.95;Binary Choice;1.0;0.7307702307692309;0.7307702307692309;1.0;1.0;0.7307702307692309
443;443;443;Does this statement describe your country very well, somewhat well, not too well, or not well at all? a. Elected officials care what ordinary people think;{'United States': [0.08, 0.33, 0.29, 0.29, 0.01], 'Britain': [0.09, 0.33, 0.31, 0.24, 0.03]};['Very well', 'Somewhat well', 'Not too well', 'Not well at all', 'DK/Refused'];"(A) Very well
(B) Somewhat well
(C) Not too well
(D) Not well at all
(E) DK/Refused";GAS;0,330001;0,330001;Somewhat well;Somewhat well;D. Politics and policy;5.0;Likert Scale;Politics and Governance;(C), 6.;(C), 6.;Not too well;Not too well;5.0;0.782051282051282;0.782051282051282;0.782051282051282;;;0.782051282051282;0.70734024;1.0;{'A': 'Very well', 'B': 'Somewhat well', 'C': 'Not too well', 'D': 'Not well at all', 'E': 'DK/Refused'};1.0;1.0;Ordinal Scale;0.7820522820512821;1.0;0.7820522820512821;0.7820522820512821;1.0;0.7820522820512821
444;444;444;As I read some specific US policies tell me if you approve or disapprove of them...President Bush calling Iraq, Iran and North Korea an Axis of Evil;{'United States': [0.6222222222222222, 0.37777777777777777], 'Britain': [0.367816091954023, 0.632183908045977]};['Approve', 'Disapprove'];"(A) Approve
(B) Disapprove";GAS;0,622223;0,632185;Approve;Disapprove;D. Politics and policy;2.0;Binary Choice;Politics and Governance;(B), 7.;(B), 7.;Disapprove;Disapprove;2.0;1.0;0.0;1.0;;;0.0;0.15790117;0.0;{'A': 'Approve', 'B': 'Disapprove'};0.0;0.9900383141762452;Multiple Choice;0.0;1.0;0.0;1.0;0.0;1.0
445;445;445;I am going to read you a list of things that might be important for getting ahead in life. On a scale of 0 to 10, in your opinion, how important is it...to give bribes to get ahead in life, where 0 means not important at all and 10 means very important?;{'United States': [0.47959183673469385, 0.061224489795918366, 0.061224489795918366, 0.07142857142857142, 0.061224489795918366, 0.061224489795918366, 0.09183673469387756, 0.030612244897959183, 0.030612244897959183, 0.04081632653061224, 0.01020408163265306], 'Britain': [0.37755102040816324, 0.07142857142857142, 0.05102040816326531, 0.11224489795918367, 0.07142857142857142, 0.07142857142857142, 0.08163265306122448, 0.05102040816326531, 0.04081632653061224, 0.05102040816326531, 0.02040816326530612]};['Not important at all', 1.0, 'Very important', 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0];"(A) Not important at all
(B) 1.0
(C) Very important
(D) 2.0
(E) 3.0
(F) 4.0
(G) 5.0
(H) 6.0
(I) 7.0
(J) 8.0
(K) 9.0";GAS;0,479593;0,377552;Not important at all;Not important at all;D. Politics and policy;11.0;Numerical Scale;Politics and Governance;(D), 7.;(F), 9.;4.0;2.0;11.0;0.3488372093023256;0.4651162790697675;0.3488372093023256;;;0.4651162790697675;0.8092426;0.897959;{'A': 'Not important at all', 'B': 1.0, 'C': 'Very important', 'D': 2.0, 'E': 3.0, 'F': 4.0, 'G': 5.0, 'H': 6.0, 'I': 7.0, 'J': 8.0, 'K': 9.0};0.897959;0.897959;Ordinal Scale;0.46511727906976746;0.8837219302325582;0.3488382093023256;0.46511727906976746;1.0;0.3488382093023256
446;446;446;In a family, when it comes to making important decisions about ____, do you think …? c. Their family's religious practices;{'United States': [0.14, 0.19, 0.64, 0.03], 'Britain': [0.23, 0.07, 0.65, 0.05]};['Men generally have more influence', 'Women generally have more influence', 'Men and women generally have about the same influence', 'DK/Refused'];"(A) Men generally have more influence
(B) Women generally have more influence
(C) Men and women generally have about the same influence
(D) DK/Refused";GAS;0,640001;0,650001;Men and women generally have about the same influence;Men and women generally have about the same influence;B. Religion and spirituality;4.0;Likert Scale;Economy, Health, and Environment;(C), 7;(C), 7.;Men and women generally have about the same influence;Men and women generally have about the same influence;4.0;1.0;1.0;1.0;;;1.0;0.96252596;0.99;{'A': 'Men generally have more influence', 'B': 'Women generally have more influence', 'C': 'Men and women generally have about the same influence', 'D': 'DK/Refused'};0.99;0.99;Ordinal Scale;1.0;1.0;1.0;1.0;1.0;1.0
447;447;447;Which of these characteristics do you associate with Muslims?...Honest...Do you associate this with Muslims or not?;{'United States': [0.5764705882352941, 0.4235294117647059], 'Britain': [0.7317073170731707, 0.2682926829268293]};['Yes', 'No'];"(A) Yes
(B) No";GAS;0,576472;0,731708;Yes;Yes;M. Race and ethnicity;2.0;Binary Choice;Society, Culture, and Relationships;(B), 5.;(B), 5.;No;No;2.0;0.0;0.0;0.0;;;0.0;0.7000372;0.844764;{'A': 'Yes', 'B': 'No'};0.844764;0.844764;Binary Choice;0.0;1.0;0.0;0.0;1.0;0.0
448;448;448;Thinking about the future of your country, please tell me whether you feel generally optimistic or generally pessimistic about the following areas. b. Reducing the gap between the rich and poor;{'United States': [0.33, 0.61, 0.02, 0.04], 'Britain': [0.22, 0.76, 0.01, 0.01]};['Optimistic', 'Pessimistic', 'Neither (DO NOT READ)', 'DK/Refused'];"(A) Optimistic
(B) Pessimistic
(C) Neither (DO NOT READ)
(D) DK/Refused";GAS;0,610001;0,760001;Pessimistic;Pessimistic;D. Politics and policy;4.0;Likert Scale;Politics and Governance;(B), 7.;(B), 7.;Pessimistic;Pessimistic;4.0;1.0;1.0;1.0;;;1.0;0.7120613;0.85;{'A': 'Optimistic', 'B': 'Pessimistic', 'C': 'Neither (DO NOT READ)', 'D': 'DK/Refused'};0.85;0.85;Ordinal Scale;1.0;1.0;1.0;1.0;1.0;1.0
449;449;449;Do you personally believe that having an abortion is morally acceptable, morally unacceptable, or is it not a moral issue? ;{'United States': [0.17346938775510204, 0.5, 0.23469387755102042, 0.09183673469387756], 'Britain': [0.28125, 0.2604166666666667, 0.2916666666666667, 0.16666666666666666]};['Morally acceptable', 'Morally unacceptable', 'Not a moral issue', 'Depends on the situation (VOL)'];"(A) Morally acceptable
(B) Morally unacceptable
(C) Not a moral issue
(D) Depends on the situation (VOL)";GAS;0,500001;0,291668;Morally unacceptable;Not a moral issue;B. Religion and spirituality;4.0;Likert Scale;Economy, Health, and Environment;(D), 6.;(D), 7.;Depends on the situation (VOL);Depends on the situation (VOL);4.0;0.79;0.55;0.79;;;0.55;0.9309119;0.76;{'A': 'Morally acceptable', 'B': 'Morally unacceptable', 'C': 'Not a moral issue', 'D': 'Depends on the situation (VOL)'};0.76;0.7916666666666666;Multiple Choice;0.5500010000000001;1.0;0.5500010000000001;0.7900010000000001;0.760001;0.7900010000000001
450;450;450;Do you think there is a natural conflict between being a devout Christian and living in a modern society, or don't you think so?;{'United States': [0.31868131868131866, 0.6813186813186813], 'Britain': [0.2553191489361702, 0.7446808510638298]};['Yes, there is conflict', 'No, there is not a conflict'];"(A) Yes, there is conflict
(B) No, there is not a conflict";GAS;0,681320;0,744682;No, there is not a conflict;No, there is not a conflict;B. Religion and spirituality;2.0;Binary Choice;Economy, Health, and Environment;(B), 7.;(B), 7.;No, there is not a conflict;No, there is not a conflict;2.0;1.0;1.0;1.0;;;1.0;0.9787096;0.936638;{'A': 'Yes, there is conflict', 'B': 'No, there is not a conflict'};0.936638;0.936638;Multiple Choice;1.0;1.0;1.0;1.0;1.0;1.0
451;451;451;(Now I am going to read you a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.)...Rising prices;{'United States': [0.53, 0.34, 0.1, 0.03, 0.0], 'Britain': [0.46464646464646464, 0.37373737373737376, 0.13131313131313133, 0.030303030303030304, 0.0]};['Very big problem', 'Moderately big problem', 'Small problem', 'Not a problem at all', 'DK/Refused'];"(A) Very big problem
(B) Moderately big problem
(C) Small problem
(D) Not a problem at all
(E) DK/Refused";GAS;0,530001;0,464647;Very big problem;Very big problem;N. Economy and work;5.0;Likert Scale;Economy, Health, and Environment;(A), 9.;(A), 9.;Very big problem;Very big problem;5.0;1.0;1.0;1.0;;;1.0;0.84988207;0.934646;{'A': 'Very big problem', 'B': 'Moderately big problem', 'C': 'Small problem', 'D': 'Not a problem at all', 'E': 'DK/Refused'};0.934646;0.934646;Ordinal Scale;1.0;1.0;1.0;1.0;1.0;1.0
452;452;452;"Which comes closer to describing your view?...China will eventually replace the U.S. as the world's leading superpower; China has already replaced the U.S. as the world's leading superpower; or China will never replace the U.S. as the world's leading superpower?";{'United States': [0.3829787234042553, 0.10638297872340426, 0.5106382978723404], 'Britain': [0.5106382978723404, 0.11702127659574468, 0.3723404255319149]};['Will eventually replace US', 'Has already replaced US', 'Will never replace US'];"(A) Will eventually replace US
(B) Has already replaced US
(C) Will never replace US";GAS;0,510639;0,510639;Will never replace US;Will eventually replace US;G. International affairs;3.0;Likert Scale;Economy, Health, and Environment;(C), 7.;(C), 7.;Will never replace US;Will never replace US;3.0;0.2962962962962963;1.0;0.2962962962962963;;;1.0;0.89324826;0.2962962962962963;{'A': 'Will eventually replace US', 'B': 'Has already replaced US', 'C': 'Will never replace US'};0.2962962962962963;1.0;Multiple Choice;1.0;1.0;1.0;0.29629729629629625;0.29629729629629625;0.29629729629629625
453;453;453;I'd like your opinion about some possible international concerns for your country. Do you think that ___ is a major threat, a minor threat, or not a threat to your country? g. Large numbers of people moving from one country to another;{'United States': [0.35353535353535354, 0.3838383838383838, 0.25252525252525254, 0.010101010101010102], 'Britain': [0.39, 0.42, 0.19, 0.0]};['Major threat', 'Minor threat', 'Not a threat', 'DK/Refused'];"(A) Major threat
(B) Minor threat
(C) Not a threat
(D) DK/Refused";GAS;0,383839;0,420001;Minor threat;Minor threat;G. International affairs;4.0;Likert Scale;Economy, Health, and Environment;(D), 6.;(C), 7.;Not a threat;DK/Refused;4.0;0.7377049180327869;0.4754098360655737;0.7377049180327869;;;0.4754098360655737;0.8963913;0.963838;{'A': 'Major threat', 'B': 'Minor threat', 'C': 'Not a threat', 'D': 'DK/Refused'};0.963838;0.963838;Likert Scale;0.4754108360655737;0.7377059180327868;0.737705918032787;0.4754108360655737;1.0;0.737705918032787
454;454;454;Please tell me whether you think the following statements apply to the United Nations or not. The United Nations… a. Promotes peace;{'United States': [0.72, 0.24, 0.04], 'Britain': [0.81, 0.18, 0.01]};['Yes', 'No', 'DK/Refused'];"(A) Yes
(B) No
(C) DK/Refused";GAS;0,720001;0,810001;Yes;Yes;G. International affairs;3.0;Likert Scale;Economy, Health, and Environment;(A), 10.;(A), 9.;Yes;Yes;3.0;1.0;1.0;1.0;;;1.0;0.23569474;0.91;{'A': 'Yes', 'B': 'No', 'C': 'DK/Refused'};0.91;0.91;Multiple Choice;1.0;1.0;1.0;1.0;1.0;1.0
455;455;455;Which statement comes closer to your own views - even if neither is exactly right…Most government officials care what people like me think or Most government officials do not care what people like me think?;{'United States': [0.0, 0.0, 0.0, 0.0, 0.54, 0.0, 0.45, 0.01, 0.0, 0.0], 'Britain': [0.0, 0.0, 0.0, 0.3401015228426396, 0.0, 0.15228426395939088, 0.0, 0.005076142131979695, 0.350253807106599, 0.15228426395939088]};['Government officials care', 'Government officials do not care', 'Neither/Both equally (VOL)', 'If (survey country) had cooperated more with other countries, the number of coronavirus cases would have been lower in this country', 'Many of the problems facing our country can be solved by working with other countries', 'No amount of cooperation between (survey country) and other countries would have reduced the number of coronavirus cases in this country', 'Few of the problems facing our country can be solved by working with other countries', 'DK/Refused', 'When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them', 'When dealing with major international issues, our country should follow its own interests, even when other countries strongly disagree'];"(A) Government officials care
(B) Government officials do not care
(C) Neither/Both equally (VOL)
(D) If (survey country) had cooperated more with other countries, the number of coronavirus cases would have been lower in this country
(E) Many of the problems facing our country can be solved by working with other countries
(F) No amount of cooperation between (survey country) and other countries would have reduced the number of coronavirus cases in this country
(G) Few of the problems facing our country can be solved by working with other countries
(H) DK/Refused
(I) When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them
(J) When dealing with major international issues, our country should follow its own interests, even when other countries strongly disagree";GAS;0,540001;0,350255;Many of the problems facing our country can be solved by working with other countries;When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them;D. Politics and policy;10.0;Multiple Choice;Politics and Governance;(B), 7.;(J), 7.;When dealing with major international issues, our country should follow its own interests, even when other countries strongly disagree;Government officials do not care;10.0;0.0;0.0;0.0;;;0.0;0.5229095;0.0;{'A': 'Government officials care', 'B': 'Government officials do not care', 'C': 'Neither/Both equally (VOL)', 'D': 'If (survey country) had cooperated more with other countries, the number of coronavirus cases would have been lower in this country', 'E': 'Many of the problems facing our country can be solved by working with other countries', 'F': 'No amount of cooperation between (survey country) and other countries would have reduced the number of coronavirus cases in this country', 'G': 'Few of the problems facing our country can be solved by working with other countries', 'H': 'DK/Refused', 'I': 'When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them', 'J': 'When dealing with major international issues, our country should follow its own interests, even when other countries strongly disagree'};0.0;0.8102538071065989;Multiple Choice;0.0;0.0;0.0;0.0;0.0;0.0
456;456;456;I'd like to ask your opinion about some international issues.Please tell me how concerned you are, if at all, about each of them - are you very concerned, somewhat concerned, not too concerned or not at all concerned?...tensions between Russia and neighboring countries ;{'United States': [0.44329896907216493, 0.3917525773195876, 0.10309278350515463, 0.061855670103092786], 'Britain': [0.422680412371134, 0.4020618556701031, 0.12371134020618557, 0.05154639175257732]};['Very concerned', 'Somewhat concerned', 'Not too concerned', 'Not at all concerned'];"(A) Very concerned
(B) Somewhat concerned
(C) Not too concerned
(D) Not at all concerned";GAS;0,443300;0,422681;Very concerned;Very concerned;G. International affairs;4.0;Likert Scale;Economy, Health, and Environment;(B), 7.;(B), 7.;Somewhat concerned;Somewhat concerned;4.0;0.7857142857142857;0.7857142857142857;0.7857142857142857;;;0.7857142857142857;0.86656255;0.979381;{'A': 'Very concerned', 'B': 'Somewhat concerned', 'C': 'Not too concerned', 'D': 'Not at all concerned'};0.979381;0.979381;Ordinal Scale;0.7857152857142857;1.0;0.7857152857142857;0.7857152857142857;1.0;0.7857152857142857
457;457;457;Here are a few questions about how the war in Iraq may have changed your opinion of the U.S. Did the U.S. military show itself to be stronger or weaker than you expected?;{'United States': [0.7604166666666666, 0.14583333333333334, 0.09375], 'Britain': [0.5, 0.34782608695652173, 0.15217391304347827]};['Stronger', 'Weaker', 'Same (VOL.)'];"(A) Stronger
(B) Weaker
(C) Same (VOL.)";GAS;0,760418;0,500001;Stronger;Stronger;G. International affairs;3.0;Likert Scale;Economy, Health, and Environment;(A), 7.;(C), 6.;Same (VOL.);Stronger;3.0;0.3888888888888889;1.0;0.3888888888888889;;;1.0;0.89077246;0.739583;{'A': 'Stronger', 'B': 'Weaker', 'C': 'Same (VOL.)'};0.739583;0.739583;Multiple Choice;1.0;0.3888898888888889;0.3888898888888889;1.0;1.0;0.3888898888888889
458;458;458;As I read another list of statements, for each one, please tell me whether you completely agree, mostly agree, mostly disagree or completely disagree with it...Our way of life needs to be protected against foreign influence.;{'United States': [0.34375, 0.375, 0.17708333333333334, 0.10416666666666667], 'Britain': [0.34375, 0.3020833333333333, 0.23958333333333334, 0.11458333333333333]};['Completely agree', 'Mostly agree', 'Mostly disagree', 'Completely disagree'];"(A) Completely agree
(B) Mostly agree
(C) Mostly disagree
(D) Completely disagree";GAS;0,375001;0,343751;Mostly agree;Completely agree;D. Politics and policy;4.0;Likert Scale;Politics and Governance;(B), 7.;(B), 7.;Mostly agree;Mostly agree;4.0;0.7402597402597403;1.0;0.7402597402597403;;;1.0;0.66461277;0.7402597402597403;{'A': 'Completely agree', 'B': 'Mostly agree', 'C': 'Mostly disagree', 'D': 'Completely disagree'};0.7402597402597403;0.96875;Ordinal Scale;1.0;1.0;1.0;0.7402607402597403;0.7402607402597403;0.7402607402597403
459;459;459;Do you think the government of ____ respects the personal freedoms of its people or don’t you think so? b. the United States;{'United States': [0.51, 0.46, 0.03], 'Britain': [0.58, 0.37, 0.05]};['Yes, respects personal freedoms', 'No, does not respect personal freedoms', 'DK/Refused'];"(A) Yes, respects personal freedoms
(B) No, does not respect personal freedoms
(C) DK/Refused";GAS;0,510001;0,580001;Yes, respects personal freedoms;Yes, respects personal freedoms;D. Politics and policy;3.0;Likert Scale;Politics and Governance;(A), 9;(B), 7.;No, does not respect personal freedoms;Yes, respects personal freedoms;3.0;0.6111111111111112;1.0;0.6111111111111112;;;1.0;0.97091377;0.93;{'A': 'Yes, respects personal freedoms', 'B': 'No, does not respect personal freedoms', 'C': 'DK/Refused'};0.93;0.93;Multiple Choice;1.0;0.6111121111111112;0.6111121111111112;1.0;1.0;0.6111121111111112
460;460;460;If an innocent people were being killed by the army, the police or another tribe, in another country, who would you trust most to do something to stop the killings?;{'United States': [0.031914893617021274, 0.02127659574468085, 0.010638297872340425, 0.06382978723404255, 0.010638297872340425, 0.776595744680851, 0.02127659574468085, 0.06382978723404255], 'Britain': [0.06666666666666667, 0.03333333333333333, 0.011111111111111112, 0.5, 0.011111111111111112, 0.26666666666666666, 0.011111111111111112, 0.1]};['France', 'Germany', 'China', 'Britain', 'Japan', 'United States', 'Russia', 'None of these (VOL)'];"(A) France
(B) Germany
(C) China
(D) Britain
(E) Japan
(F) United States
(G) Russia
(H) None of these (VOL)";GAS;0,776597;0,500001;United States;Britain;G. International affairs;8.0;Multiple Choice;Economy, Health, and Environment;(F), 9.;(D), 9.;Britain;United States;8.0;1.0;1.0;1.0;;;1.0;0.9197483;0.0;{'A': 'France', 'B': 'Germany', 'C': 'China', 'D': 'Britain', 'E': 'Japan', 'F': 'United States', 'G': 'Russia', 'H': 'None of these (VOL)'};0.0;0.723404255319149;Multiple Choice;1.0;0.0;0.0;0.0;0.0;1.0
461;461;461;I’d like your opinion about some possible international concerns for your country. Do you think that ____ is a major threat, a minor threat or not a threat to your country? a. China’s power and influence;{'United States': [0.48, 0.38, 0.1, 0.04], 'Britain': [0.2871287128712871, 0.43564356435643564, 0.21782178217821782, 0.0594059405940594]};['Major threat', 'Minor threat', 'Not a threat', 'DK/Refused'];"(A) Major threat
(B) Minor threat
(C) Not a threat
(D) DK/Refused";GAS;0,480001;0,435645;Major threat;Minor threat;G. International affairs;4.0;Likert Scale;Economy, Health, and Environment;(A), 9.;(B), 7.;Minor threat;Major threat;4.0;1.0;1.0;1.0;;;1.0;0.9065623;0.7377049180327868;{'A': 'Major threat', 'B': 'Minor threat', 'C': 'Not a threat', 'D': 'DK/Refused'};0.7377049180327868;0.9556435643564356;Ordinal Scale;1.0;0.7377059180327868;0.7377059180327868;0.7377059180327868;0.7377059180327868;1.0
462;462;462;In your opinion, would it be a good thing or a bad thing if the European Union becomes as powerful as the US?;{'United States': [0.39759036144578314, 0.6024096385542169], 'Britain': [0.5617977528089888, 0.43820224719101125]};['Good', 'Bad'];"(A) Good
(B) Bad";GAS;0,602411;0,561799;Bad;Good;D. Politics and policy;2.0;Likert Scale;Politics and Governance;(B), 7.;(B), 7.;Bad;Bad;2.0;0.0;1.0;0.0;;;1.0;0.9569382;0.0;{'A': 'Good', 'B': 'Bad'};0.0;0.959388114254772;Multiple Choice;1.0;1.0;1.0;0.0;0.0;0.0
463;463;463;Over the past 20 years, do you think family ties in your country have become stronger, weaker, or do you think there has been no change?;{'United States': [0.13, 0.64, 0.2, 0.03], 'Britain': [0.13131313131313133, 0.5454545454545454, 0.2828282828282828, 0.04040404040404041]};['Stronger', 'Weaker', 'No change', 'DK/Refused'];"(A) Stronger
(B) Weaker
(C) No change
(D) DK/Refused";GAS;0,640001;0,545456;Weaker;Weaker;L. Family and relationships;4.0;Ordinal Scale;Society, Culture, and Relationships;(C), 7.;(C), 7.;No change;No change;4.0;0.7916666666666667;0.7916666666666667;0.7916666666666667;;;0.7916666666666667;0.83196795;0.905455;{'A': 'Stronger', 'B': 'Weaker', 'C': 'No change', 'D': 'DK/Refused'};0.905455;0.905455;Ordinal Scale;0.7916676666666668;1.0;0.7916676666666668;0.7916676666666668;1.0;0.7916676666666668
464;464;464;Have you heard about last year's riots by youths from immigrant and working class suburbs in France and elsewhere?;{'United States': [0.5555555555555556, 0.4444444444444444], 'Britain': [0.8, 0.2]};['Yes, have heard of it', 'No, have not heard of it'];"(A) Yes, have heard of it
(B) No, have not heard of it";GAS;0,555557;0,800001;Yes, have heard of it;Yes, have heard of it;G. International affairs;2.0;Binary Choice;Economy, Health, and Environment;(B), 2.;(A), 7.;Yes, have heard of it;No, have not heard of it;2.0;1.0;0.0;1.0;;;0.0;1.0000002;0.755556;{'A': 'Yes, have heard of it', 'B': 'No, have not heard of it'};0.755556;0.755556;Multiple Choice;0.0;0.0;1.0;0.0;1.0;1.0
465;465;465;Which one of the following statements comes closest to your opinion about men and women as political leaders?...Men generally make better political leaders than women, or Women generally make better political leaders than men, or In general, women and men make equally good political leaders?;{'United States': [0.16494845360824742, 0.061855670103092786, 0.7731958762886598], 'Britain': [0.09183673469387756, 0.061224489795918366, 0.8469387755102041]};['Men generally make better political leaders than women', 'Women generally make better political leaders than men', 'In general, women and men make equally good political leaders'];"(A) Men generally make better political leaders than women
(B) Women generally make better political leaders than men
(C) In general, women and men make equally good political leaders";GAS;0,773197;0,846940;In general, women and men make equally good political leaders;In general, women and men make equally good political leaders;D. Politics and policy;3.0;Multiple Choice;Politics and Governance;(C), 9.;(C), 9.;In general, women and men make equally good political leaders;In general, women and men make equally good political leaders;3.0;1.0;1.0;1.0;;;1.0;1.0000002;0.926257;{'A': 'Men generally make better political leaders than women', 'B': 'Women generally make better political leaders than men', 'C': 'In general, women and men make equally good political leaders'};0.926257;0.926257;Multiple Choice;1.0;1.0;1.0;1.0;1.0;1.0
466;466;466;(Now I am going to read you a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.)...Lack of employment opportunities;{'United States': [0.5454545454545454, 0.32323232323232326, 0.10101010101010101, 0.030303030303030304, 0.0], 'Britain': [0.5454545454545454, 0.31313131313131315, 0.10101010101010101, 0.04040404040404041, 0.0]};['Very big problem', 'Moderately big problem', 'Small problem', 'Not a problem at all', 'DK/Refused'];"(A) Very big problem
(B) Moderately big problem
(C) Small problem
(D) Not a problem at all
(E) DK/Refused";GAS;0,545456;0,545456;Very big problem;Very big problem;N. Economy and work;5.0;Likert Scale;Economy, Health, and Environment;(A), 9;(A), 9.;Very big problem;Very big problem;5.0;1.0;1.0;1.0;;;1.0;0.853437;1.0;{'A': 'Very big problem', 'B': 'Moderately big problem', 'C': 'Small problem', 'D': 'Not a problem at all', 'E': 'DK/Refused'};1.0;1.0;Ordinal Scale;1.0;1.0;1.0;1.0;1.0;1.0
467;467;467;Do you think that relations these days between Muslims around the world and people in Western countries such as the United States and Europe are generally good or generally bad?;{'United States': [0.4673913043478261, 0.5217391304347826, 0.010869565217391304], 'Britain': [0.42105263157894735, 0.5473684210526316, 0.031578947368421054]};['Generally good', 'Generally bad', 'Neither (VOL)'];"(A) Generally good
(B) Generally bad
(C) Neither (VOL)";GAS;0,521740;0,547369;Generally bad;Generally bad;G. International affairs;3.0;Likert Scale;Economy, Health, and Environment;(A), 7;(B), 7.;Generally bad;Generally good;3.0;1.0;0.6470588235294118;1.0;;;0.6470588235294118;0.38247126;0.974371;{'A': 'Generally good', 'B': 'Generally bad', 'C': 'Neither (VOL)'};0.974371;0.974371;Multiple Choice;0.6470598235294118;0.6470598235294118;1.0;0.6470598235294118;1.0;1.0
468;468;468;Which of these characteristics do you associate with Muslims?...Selfish...Do you associate this with Muslims or not?;{'United States': [0.32954545454545453, 0.6704545454545454], 'Britain': [0.35802469135802467, 0.6419753086419753]};['Yes', 'No'];"(A) Yes
(B) No";GAS;0,670456;0,641976;No;No;M. Race and ethnicity;2.0;Binary Choice;Society, Culture, and Relationships;(B), 9.;(B), 7.;No;No;2.0;1.0;1.0;1.0;;;1.0;1.0;0.97152;{'A': 'Yes', 'B': 'No'};0.97152;0.97152;Multiple Choice;1.0;1.0;1.0;1.0;1.0;1.0
469;469;469;Now I am going to read you a list of things that may be problems in our country.As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all...The spread of HIV/AIDS and other infectious diseases;{'United States': [0.3979591836734694, 0.4387755102040816, 0.15306122448979592, 0.01020408163265306], 'Britain': [0.18085106382978725, 0.44680851063829785, 0.3191489361702128, 0.05319148936170213]};['Very big problem', 'Moderately big problem', 'Small problem', 'Not a problem at all'];"(A) Very big problem
(B) Moderately big problem
(C) Small problem
(D) Not a problem at all";GAS;0,438777;0,446810;Moderately big problem;Moderately big problem;N. Economy and work;4.0;Likert Scale;Economy, Health, and Environment;(A), 7.;(B), 7.;Moderately big problem;Very big problem;4.0;1.0;0.7674418604651163;1.0;;;0.7674418604651163;0.8550515;0.991967;{'A': 'Very big problem', 'B': 'Moderately big problem', 'C': 'Small problem', 'D': 'Not a problem at all'};0.991967;0.991967;Ordinal Scale;0.7674428604651163;0.7674428604651163;1.0;0.7674428604651163;1.0;1.0
