;source_uk;source_us;category;question;answer_uk;answer_us;question type
365;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Now I'd like to ask your views about some additional political leaders. Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of Enrique Peña Nieto.;Somewhat unfavorable;Somewhat unfavorable;Likert-scale (4)
366;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;Over the past five years do you think ____ in India has gotten much better, somewhat better, somewhat worse, or much worse? h. the situation in Kashmir.;Somewhat worse;Somewhat worse;Likert-scale (4)
367;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Now I'd like to ask your views about some additional political leaders.  Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of...Rahul Gandhi.;Somewhat unfavorable;Somewhat unfavorable;Likert-scale (4)
368;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;Overall, how much influence do you think Saudi Arabia is having on the way things are going in your country?;" ""Not too much""";" ""Not too much""";Likert-scale (5)
369;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;In your opinion, should Ukraine remain one, united country, or should regions that want to leave be allowed to secede?;" ""Remain united""";" ""Remain united""";Open-ended question
370;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";K. Immigration and migration;Immigrants in our country today want to adopt your nationality customs and way of life, or Immigrants today want to be distinct from your nationality  society.;"""Statement #2""";"""Statement #1""";This question is a closed question, as it presents two distinct options without allowing for any other possibilities.
371;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Please tell me if you approve or disapprove of the way President Barack Obama is dealing with...global economic problems.;" ""Approve""";" ""Approve""";Likert-scale (2)
372;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";G. International affairs;In response to the situation involving Russia and Ukraine, do you support or oppose each of the following actions?...Ukraine becoming a member of NATO.;" ""Support""";" ""Support""";Closed question
373;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Which of the following is the most important reason why you think a free trade agreement between the U.S. and the EU would be bad for our country?;" ""It would lead to job losses or a decrease in workers' wages""";" ""None of the above (VOL)""";Multiple choice (single answer)
374;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";G. International affairs;Who is most to blame for the violence in eastern Ukraine?;" ""Russia""";" ""Russia""";Open-ended question.
375;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";N. Economy and work;Now thinking about our economic situation, how would you describe the current economic situation in your country?;" ""Somewhat good""";" ""Somewhat good""";Open-ended question
376;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Please tell me whether you think the following describes U.S. President Donald Trump. Do you think of Donald Trump as ____? e. intolerant.;" ""Yes""";" ""Yes""";Closed question
377;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Please tell me if you approve or disapprove of the way Prime Minister Viktor Orbán is handling each of the following areas. g. media.;" ""Disapprove""";" ""Disapprove""";Likert-scale (2)
378;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;On which step of the ladder do you feel you personally stand at the present time?;"""7.0""";"""6.0""";Likert-scale (10)
379;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";B. Religion and spirituality;Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of...Muslims.;" ""Somewhat favorable""";" ""Somewhat favorable""";Likert-scale (4)
380;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;What kind of influence the group is having on the way things are going in your country. Is the influence of ____ very good, somewhat good, somewhat bad or very bad in your country? b. the military.;" ""Somewhat good""";" ""Very good""";Likert-scale (4)
381;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;In general, to what extent do you think China takes into account the interests of other countries around the world in making international policy decisions?;" ""Not too much""";" ""Not too much""";Likert-scale (5)
382;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";N. Economy and work;Over the past five years do you think ____ in India has gotten much better, somewhat better, somewhat worse, or much worse? d. the gap between rich and poor.;" ""Somewhat worse""";" ""Somewhat worse""";Likert-scale (4)
383;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;How important is it to have the following things in our country? Is it very important, somewhat important, not too important or not important at all? b. the media can report the news without <state or government> censorship.;" ""Very important""";" ""Very important""";Likert-scale (4)
384;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";A. Social values and attitudes;In general, what kind of influence has the increasing use of the Internet in our country had on each of the following things. Has the increasing use of the Internet had a good influence, a bad influence, or no influence at all?...morality.;" ""Bad influence""";" ""Bad influence""";Likert-scale (3)
385;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";G. International affairs;To what extent are you concerned that the violence in Syria will spread to neighboring countries?;" ""Very concerned""";" ""Somewhat concerned""";Likert-scale (5)
386;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Which statement comes closer to your own views, even if neither is exactly right: The European Union should negotiate international trade agreements on behalf of Germany, or The German government should negotiate trade agreements for Germany rather than the EU.;The European Union should negotiate international trade agreements on behalf of Germany;When dealing with major international issues, our country should follow its own interests, even when other countries strongly disagree;Open-ended question
387;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";K. Immigration and migration;Do you approve or disapprove of the way...Arizona Governor Jan Brewer...is dealing with the new Arizona immigration law?;" ""Disapprove""";" ""Approve""";Open-ended question
388;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;Which is more important for Germany -- to have strong ties with the United States or strong ties with Russia?;" ""Strong ties with the United States""";" ""Strong ties with the United States""";Open-ended question.
389;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Some countries are considering a ban on Muslim women wearing full veils that cover all of the face except the eyes in public places including schools, hospitals, and government offices. Would you approve or disapprove of such a ban in your country?;" ""Approve""";" ""Disapprove""";Closed question.
390;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";G. International affairs;Generally speaking, how much do you think Japan can trust the United States?;Fair amount;Fair amount;Likert-scale (5)
391;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";M. Race and ethnicity;I'd like you to rate some different groups of people in your country...Whites;Mostly favorable;Mostly favorable;Likert-scale (7)
392;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";A. Social values and attitudes;Which of these characteristics do you associate with Muslims?...Greedy;No;No;Closed question
393;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Thinking about some political leaders and organizations in our country...Raja Pervez Ashraf;Somewhat unfavorable;Somewhat unfavorable;This is not a question, but rather a statement or a prompt related to political leaders and organizations in a country.
394;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";G. International affairs;Thinking of Egypt's relationship with the United States, in the future...;About as close to the United States;About as close to the United States;Open-ended question.
395;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";K. Immigration and migration;immigrants traveling through our country from Central America to the United States;Small problem;Moderately big problem;This statement does not seem to be a question but rather a statement or a topic of discussion. It does not fall into any specific question type.
396;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;Which of these characteristics do you associate with the Chinese people?...Selfish;No;No;Closed question
397;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";H. Internet and technology;Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of ____. e. On The Move;Somewhat favorable;Somewhat favorable;Likert-scale (4)
398;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Now I'm going to read a list of political leaders. For each...U.S. Presidential candidate Barack Obama;Some confidence;A lot of confidence;Closed question.
399;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of...Egypt;Somewhat unfavorable;Somewhat unfavorable;Likert-scale (4)
400;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;All things considered, do you think that Muslim nations should be more economically prosperous than they are today?;Yes, should be more prosperous;Yes, should be more prosperous;Closed question.
401;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Do you approve or disapprove of the way President Vladimir Putin is handling each of the following areas?...relations with the European Union;Disapprove;Disapprove;Closed question
402;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;I'm going to read a list of some countries where people might go on vacation. Would you be interested in going to…Japan?;Somewhat interested;Very interested;Closed question
403;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";L. Family and relationships;Do you have friends or relatives who live in another country that you write to, telephone or visit regularly?;Yes;Yes;Closed question.
404;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";G. International affairs;Would you say that each of the following is doing a good or bad job dealing with global climate change? e. the European Union;Somewhat good job;Somewhat good job;Closed question
405;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";G. International affairs;Would you favor or oppose allowing the U.S. and its allies to use bases in Turkey for military action in Iraq to end Saddam Hussein's rule?;Oppose;Favor;Closed question.
406;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";A. Social values and attitudes;Which of these comes closer to your view?...Our traditional way of life is getting lost, OR our traditional way of life remains strong;Our traditional way of life is getting lost;Our traditional way of life remains strong;Likert-scale (2)
407;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";G. International affairs;Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of...Hezbollah;Very unfavorable;Very unfavorable;Likert-scale (4)
408;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";Q. Security;Some people say the following things are important to them...To be safe from crime?;Very important;Very important;Closed question
409;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Before the war the U.S. and Britain claimed that Iraq had weapons of mass destruction. Why do you think they made this claim?;US and British leaders lied to provide a reason for invading;US and British leaders were  misinformed by bad intelligence;Open-ended question.
410;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Now I'd like to ask your views about some additional political leaders. Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion: a. Mohamed Tantawi.;DK/Refused;DK/Refused;Likert-scale (4)
411;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Do you think the government of ____ respects the personal freedoms of its people or don’t you think so? c. the public.;Yes, respects personal freedoms;Yes, respects personal freedoms;Closed question.
412;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";K. Immigration and migration;In your opinion, should we allow more refugees from Syria and Iraq into our country, fewer refugees or about the same as we do now?;Fewer refugees;About the same as now;Likert-scale (3)
413;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Now I am going to read you a list of things that may be problems for the U.S. The large amount of American debt that is held by China...;Very serious problem;Very serious problem;Open-ended question.
414;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Now I'd like to ask your views about some additional political leaders. Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of Felipe Calderón?;DK/Refused;Somewhat favorable;Likert-scale (4)
415;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";N. Economy and work;In your opinion, how much of an effect have the Western sanctions on Russia had on our economy - major effect, minor effect or no effect at all?;Minor effect;Minor effect;Likert-scale (3)
416;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;And thinking about some political leaders and organizations in our country, please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of Supreme Council of the Armed Forces?;Somewhat unfavorable;DK/Refused;Likert-scale (4)
417;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;And thinking about U.S. policy toward China, how important do you think each of the following is,very important, somewhat important, not too important, or not at all important?...be tough with China on economic and trade issues.;Very important;Very important;Likert-scale (4): 'very important', 'somewhat important', 'not too important', 'not at all important'
418;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";E. Demographics;I'd like you to rate some different groups of people in your country according to how you feel about them.  For each group, please tell me whether your opinion is very favorable, mostly favorable, mostly unfavorable or very unfavorable?...Czechs.;Mostly favorable;Mostly favorable;Likert-scale (4)
419;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Do you think the your country government should provide financial assistance to other European Union countries that have major financial problems, or don't you think the government should do this?;Yes, provide;No, do not provide;Closed question
420;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";K. Immigration and migration;Do you think it's a good thing or a bad thing that people from Eastern Europe come to live and work in this country?;Good;Good;Open-ended question
421;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";G. International affairs;I'd like your opinion about some possible international concerns for your country. What if the Taliban regained control of Afghanistan, would this be a major threat, a minor threat or not a threat to the well being of your country?;Major threat;Major threat;Closed question
422;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;Now I'm going to read you a list of countries.  For each one, please tell me whether you would favor or oppose admitting it into the European Union in the next ten years...Turkey.;Oppose;DK/Refused;Politician
423;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";G. International affairs;Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of...Hamas.;Very unfavorable;Very unfavorable;Likert-scale (4)
424;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;Do you think ____ tries to influence the internal affairs of other countries or do you think ____ mostly stays out of the internal affairs of other countries? d. Canada.;Mostly stays out of the internal affairs of other countries;Mostly stays out of the internal affairs of other countries;Multiple Choice (2 options)
425;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";G. International affairs;I'd like your opinion about some possible international concerns for your country. Do you think that political instability in Pakistan is a major threat, a minor threat or not a threat to your country?;Minor threat;Minor threat;Likert-scale (3)
426;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";M. Race and ethnicity;Which of these characteristics do you associate with (the Chinese, the Japanese)?...Arrogant...;No;No;Closed question.
427;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Some countries have decided to ban the wearing of 'Burqa' by Muslim women in public places including schools. Do you think this is a good idea or a bad idea?;Bad idea;Bad idea;Open-ended question.
428;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";A. Social values and attitudes;Some say that people who get ahead these days do so mainly at the expense of other people, others say that people who get ahead these days do so because they have more ability and ambition than other people - which comes closer to your point of view?;Ability and ambition;Ability and ambition;Closed question
429;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";G. International affairs;Do you think the United States plays a more important and powerful role as a world leader today compared to 10 years ago, a less important role or about as important a role as a world leader as it did 10 years ago?;Less important role;As important as 10 years ago;Closed question
430;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;Here are some things that may be part of a free trade agreement with the European Union. Please tell me if you strongly support, somewhat support, somewhat oppose, or strongly oppose...Removing all duties that increase the price of goods imported from the [GERMANY: U.S. / U.S.: European Union].;Somewhat support;Strongly support;Likert-scale (4)
431;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Do you think media organizations should be able to publish information about these types of things OR the government should be able to prevent media organizations from publishing information about these types of things in some circumstances. c. sensitive issues related to national security.;Government should be able to prevent media organizations from publishing information about these things;Media organizations should be able to publish information about these things;Closed question.
432;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;What do you think about the growing trade and business ties between your country and other countries - do you think it is a very good thing, somewhat good, somewhat bad or a very bad thing for our country?;Somewhat good;Very good;Likert-scale (4)
433;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";I. Gender and LGBTQ;Please tell me whether you completely agree, mostly agree, mostly disagree, or completely disagree with the following statements...When jobs are scarce, men should have more right to a job than women.;Completely disagree;Completely disagree;Likert-scale (4)
434;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Now I’d like to ask your views about some leaders and organizations in our country. Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of...Petro Poroshenko?;Somewhat unfavorable;Somewhat unfavorable;Likert-scale (4)
435;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;And as a consequence of the war, do you have more confidence or less confidence that the US wants to promote democracy all around the world?;Less;Same (VOL.);Closed question.
436;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";N. Economy and work;Which statement comes closer to your own views, even if neither is exactly right? We should reduce air pollution even if it means slower economic growth, Air pollution is the price we have to pay for continued economic growth.;We should reduce air pollution even if it means slower economic growth;We should reduce air pollution even if it means slower economic growth;Binary/Close-ended question
437;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Do you approve or disapprove of the job the government has done in dealing with the swine flu?;Disapprove;Approve;Closed-ended question.
438;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Now I'd like to ask your views about some additional political leaders. Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of Andrés Manuel López Obrador?;Somewhat unfavorable;Somewhat unfavorable;Likert scale (4)
439;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Do you think that the Salvadoran government is making progress in its campaign against urban gangs, losing ground, or are things about the same as they have been in the past?;Same as they have been in the past;Same as they have been in the past;Closed question
440;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;I'm going to read you a list of issues that human rights organizations in your country might work on. As I read each one, please tell me how much of a priority you think it should be for these organizations - a top priority, important but lower priority, not too important or should human rights organizations in your country not work on this issue. b. promoting free speech and freedom of the press.;Top priority;Top priority;Likert-scale (4).
441;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";G. International affairs;For each of the following statements about the missile strikes, please tell me whether you agree or disagree. They are being done without the approval of the Pakistani government.;Agree;Agree;Likert-scale (agree/disagree)
442;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";E. Demographics;In your opinion, how many Russians do you think are hostile toward Muslims - would you say most, many, just some or very few?;Just some;Just some;Likert-scale (4)
443;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;I’m going to read you a list of things your country might do in dealing with developing countries. As I read each one, please tell me if you would support or oppose it. c. increasing your nationality companies' investment in developing countries.;Support;Support;Closed question
444;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;How likely are you personally to take political action on __ , such as contact an elected official or participate in a demonstration? b. government corruption.;Somewhat likely;Very likely;Likert-scale (5)
445;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";N. Economy and work;Now, thinking about some possible economic concerns for the country. Do you think that rising prices pose(s) a major threat, a minor threat, or no threat to the economic well being of your country?;Major threat;Major threat;Likert-scale (3)
446;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;Now I am going to read you a list of things that may be problems in our country.  As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all...The situation in Kashmir.;Moderately big problem;Small problem;Likert-scale (4)
447;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";N. Economy and work;(Now I am going to read you a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.)...Quality of manufactured goods.;Moderately big problem;Moderately big problem;Likert-scale (4)
448;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of...British Prime Minister Tony Blair.;Somewhat favorable;Somewhat unfavorable;Likert-scale (4)
449;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Please tell me if, in your opinion, the Bharatiya Janata Party (BJP) or the Indian National Congress (INC) party could do a better job in each of the following areas...Limiting rising prices?;Other (VOL);Other (VOL);Closed question
450;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Thinking about the economic consequences of the [insert local term for coronavirus outbreak], have the European Union’s economic relief efforts gone too far, not gone far enough or been about right?;Not gone far enough;Been about right;Closed question
451;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;And thinking about some political leaders and organizations in our country, please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of…Republican Party.;Very unfavorable;Somewhat favorable;Likert-scale (4)
452;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";G. International affairs;Please tell me if you completely agree, mostly agree, mostly disagree, or completely disagree with...It's necessary for the future of our country to be active in world affairs.;Mostly agree;Completely agree;Likert-scale (4)
453;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Please tell me how important each of the following is in a democracy to you...Political stability?;Very important;Very important;Likert-scale (5)
454;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;For each one please tell me if you think the your nationality government should make decisions about this issue for ...   a. international trade agreements.;(Survey country) should make decisions;Both (VOL);Open-end question.
455;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Now I'm going to read a list of political leaders. For each, tell me how much confidence you have in each leader to do the right thing regarding world affairs - U.S. Secretary of State Hillary Clinton.;" ""Some confidence""";" ""A lot of confidence""";Likert-scale (unspecified number of levels).
456;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";M. Race and ethnicity;Please tell me how worried you are about each of the following issues related to Muslims living in your country...the influence of music, movies and television on Muslim youth.;" ""Not too worried""";" ""Somewhat worried""";Likert-scale (5)
457;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";G. International affairs;I'd like your opinion about some possible international concerns for your country. Do you think that China's power and influence is a major threat, a minor threat or not a threat to your country?;" ""Minor threat""";" ""Major threat""";Likert-scale (3)
458;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Now I'd like to ask your views about some additional political leaders. Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of Marcelo Ebrard.;" ""DK/Refused""";" ""Somewhat favorable""";Likert-scale (4).
459;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of ____? e. Saudi King Salman.;" ""Somewhat unfavorable""";" ""Somewhat unfavorable""";Likert-scale (4)
460;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Now I am going to read you a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all...public debt.;" ""Moderately big problem""";" ""Very big problem""";Likert-scale (4)
461;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;Which comes closer to describing your view?...I like Chinese music, movies and television, OR I dislike Chinese music, movies and television.;I dislike Chinese music, movies and television;I like Chinese music, movies and television;Closed question.
462;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";A. Social values and attitudes;How likely do you think it is that women in our country will eventually have the same rights as men?;" ""Very likely""";" ""Women already have the same rights as men (DO NOT READ)""";Likert-scale (5)
463;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Overall, do you think women will have more rights, fewer rights, or about the same rights under the Ennahda Party-led government as they had in the past?;" ""About the same""";" ""Fewer rights""";Closed question.
464;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Now I am going to read you a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all...Water pollution.;" ""Very big problem""";" ""Moderately big problem""";Likert-scale (4)
465;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Overall, do you think the U.S. response to the political situation in Egypt has had a positive impact or a negative impact on the way things are going now in Egypt?;" ""Negative""";" ""Positive""";Closed question.
466;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";H. Internet and technology;I am going to list some different political and social actions that people can take. Have you done this ... d. posted your own thoughts or comments on political or social issues ONLINE.;" ""Have done in the more distant past""";" ""Have done in the past year""";Closed question
467;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Do you support or oppose Sweden becoming a member of NATO, that is, North Atlantic Treaty Organization?;" ""Oppose""";" ""Support""";This is an example of a closed question.
468;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Some people say the protests for fair elections are the result of efforts by Western powers to destabilize Russia. Others say the protests are the result of genuine Russian dissatisfaction with the conduct of the elections.;" ""Result of Russian dissatisfaction""";" ""Result of Russian dissatisfaction""";Open-ended question
469;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;As I read another list of statements, for each one, please tell me whether you completely agree, mostly agree, mostly disagree or completely disagree with it...Religion is a matter of personal faith and should be kept separate from government policy.;" ""Completely agree""";" ""Mostly agree""";Likert-scale (4)
470;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;(Now/Thinking about the Chinese people...) Which of these characteristics do you associate with the Chinese people?...Modern...;" ""Yes""";" ""Yes""";Closed question.
471;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;I am going to read you a list of things that may be problems for the U.S. For each one please tell me if you think it is a very serious problem, somewhat serious, not too serious or not a problem at all. g. territorial disputes between China and neighboring countries.;" ""Somewhat serious""";" ""Very serious""";Likert-scale (4)
472;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";B. Religion and spirituality;Which of the following concerns you most about Islamic extremism in our country today...it is violent, it will lead to people having fewer personal freedoms and choices, it will divide the country, or it will hurt the country's economy?;" ""It is violent""";" ""It is violent""";Multiple choice (4 options).
473;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";A. Social values and attitudes;Do you personally believe that gambling is morally acceptable, morally unacceptable, or is it not a moral issue?;" ""Morally unacceptable""";" ""Not a moral issue""";Likert-scale (3)
474;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";K. Immigration and migration;Do you think it's a good thing or a bad thing that Mexicans and Latin Americans come to live and work in this country?;" ""Good""";" ""Good""";Open-ended question
475;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";G. International affairs;Who do you think is conducting these drone attacks, the Pakistani government, the United States government, or someone else?;U.S. government;U.S. government;Closed question
476;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";P. Methodological research;Which one of these comes closest to your opinion, number 1 or number 2?;Homosexuality should be accepted by society;Homosexuality should be accepted by society;Likert-scale (2)
