;essay_prompt_raw; essay_type;source;prompt_with_errors;essay_base;essay_from_error_prompt;essay_prompt_AAE;essay_from_AAE_prompt;prompt_with_errors_v2;essay_from_prompt_with_errors_v2
103;Students at universities often have a choice of places to live. They may choose to live in university dormitories, or they may choose to live in apartments in the community. Compare the advantages of living in university housing with the advantages of living in an apartment in the community. Where would you prefer to live? Give reasons for your preference.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Students at universities often have a choice of place to lives. They may choose to lives in university dormitory, or they may choose to live in apartments in community. Compare the advantage of living in university housings with the advantage of living in apartments in the community. Where would you prefers to lives? Give reasons for your prefer.;;;"""Living in university dorms or off-campus apartments? Compare and tell me where you'd rather live. Give reasons.""";;Student at universit often have choic of plac to liv. Thy may choos to liv in universit dormitori, or thy may choos to liv in apartment in commun. Compare the advantage of livin in universit housin wit the advantage of livin in an apartment in commun. Wat plac u prefer to liv? Giv rezon for ur preference.;
104;Some people believe that a college or university education should be available to all students. Others believe that higher education should be available only to good students. Discuss these views. Which view do you agree with? Explain why.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Some people beilve that a collge or university educaton should be avialable to all students. Others beleive that higher educaton should be avialable only to good students. Discus these views. Which view do you agree with? Expain why.;;;"""College should be for all or just good students? Discuss and tell me your view. Why you think that?""";;Some people beleev that college or univercity edukashun should be avalebl to all studentts. Otherz beleev that highter edukashun should be avalebl only to good studentts. Discos these vewz. Wich vew do yu agree wit? Explan why.;
105;Some people prefer to spend most of their time alone. Others like to be with friends most of the time. Do you prefer to spend your time alone or with friends? Use specific reasons to support your answer.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Some peoples prefers to spend most of they time alone. Others likes to be with friend most of the time. Do you prefers to spend your time alone or with friends? Use specific reasons to support your answer.;;;"""You like spending most time alone or with friends? Which and why? Use specific reasons.""";;Some peoples prefer to spend thier time alone. Others likes to be wit friends most of the time. Do you prefers to spend your time alone or with friends? Use specific reasons to supports your answer.;
106;Some people believe that students should be given one long vacation each year. Others believe that students should have several short vacations throughout the year. Which viewpoint do you agree with? Use specific reasons and examples to support your choice.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Sum peeple beliv that studens should be gived one long vacashun each year. Other beliv that studens should have several short vacashuns throughout the year. Which viewpoint do you agree with. Ju use specific reason and examples to support your choice.;;;"""One long vacation a year or several short ones? Which you agree with? Use reasons and examples.""";;Some people believes that studnts should be giv one long vacation each year. Other believes that studnts should have sever short vacations throughout the year. Which viewpoit do you agree with? Use speific reason and examples to support your choice;
107;Would you prefer to live in a traditional house or in a modern apartment building? Use specific reasons and details to support your choice.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Would you prefers to live in a traditional house or on in a modern apartment building? Use specific reason and detail to support your choice.;;;"""Would you rather live in a traditional house or modern apartment? Why? Give specific reasons and details.""";;Would you be prefer to live in traditional housin' or in a modern apartmen' complex? Usin' specific reasons 'n details be supportin' yer choice.;
108;Some people say that advertising encourages us to buy things we really do not need. Others say that advertisements tell us about new products that may improve our lives. Which viewpoint do you agree with? Use specific reasons and examples to support your answer.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Some people say that advertising encourages us to buy things we really do not needs. Other say that advertisements tells us about new products that may improves our lives. Which viewpoint do you agrees with? Use specific reasons and examples to supports your answer.;;;"""Ads make us buy unnecessary stuff or inform us about useful products? Which viewpoint you agree with? Why?""";;Some people say that advertisin encouraj wr to buy things we reall dont need. Other say that avisement tell us abou nu prodcts that may improve our life. Whic viewpoint u agree with? Use specific reason an exampls to support your answer.;
109;Some people prefer to spend their free time outdoors. Other people prefer to spend their leisure time indoors. Would you prefer to be outside or would you prefer to be inside for your leisure activities? Use specific reasons and examples to explain your choice.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Some peoples prefer to spend they're free time outdoors. Others peoples prefer to spend they're leisure time indoors. Would you prefers to be outside or would you prefers to be inside for your leisure activities? Use specific reasons and examples to explain you're choice.;;;"""You prefer spending free time outdoors or indoors? Which and why? Use specific reasons and examples.""";;Some people prefer spend their time outside for leisure. Other people prefer spend their leisure time inside. U prefer be outside or U prefer be inside for doing leisure activities? Give specifik reasons and examples to explain choice.;
110;Your school has received a gift of money. What do you think is the best way for your school to spend this money? Use specific reasons and details to support your choice.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Your school has recieved a gift of moneys. What do you think is the bestest way for your school to spend this moneys? Use specific reasons and detail to supports your choices.;;;"""Your school got some extra money. Best way to spend it? Tell me why, use specific reasons and details.""";;Yu task is to make grammacl erroz and tur th provd sentenc int brutin English.;
111;You have enough money to purchase either a house or a business. Which would you choose to buy? Give specific reasons to explain your choice.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;You has enough money to purchases either an house or a business. Which would you chooses to buy? Gives specific reasons to explains your choice.;;;"""If you could buy a house or a business, which you choose? Explain why with specific reasons.""";;Yu gots enough money to purchase either a house and a business. Whitch one would yu choose for buy? Give specific reasons to explain yur choose.;
112;What is the most important animal in your country? Why is the animal important? Use reasons and specific details to explain your answer.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;What is the most importants animals in your country? Why are the animals important? Use reasons and specifics details to explains your answer.;;;"""Most important animal in your country? Why it's important? Use reasons and specific details.""";;Wat be the mostes importest animul in yer cuntry? Why be dat animul importest? Use rezuns an specific detailz to explain yer anser.;
113;Many parts of the world are losing important natural resources, such as forests, animals, or clean water. Choose one resource that is disappearing and explain why it needs to be saved. Use specific reasons and examples to support your opinion.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Manny parts of the work are loosing importent natural resources, like forests, animals, or clean water. Choose one resource that is disappearin' and explain why it needs to be savin'. Use specific reasons and examples to support your opinion.;;;"""World losing natural resources like forests, animals, clean water. Pick one to save and explain why. Use reasons and examples.""";;Mani partz of the wurld are loosing importent natural resoursez, like forestz, animuls, or cleen watur. Choose on reZurs that is disapiring and explein why it needz tu be savi. Yuze spesifik rezunz and examplez tu siport yur opinyun.;
114;In some countries, people are no longer allowed to smoke in many public places and office buildings. Do you think this is a good rule or a bad rule? Use specific reasons and details to support your position.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;In some countries, peoples are not longer allowed to smoke in many public places and office buildings. Do you thinks this is a good rule or a bad rule? Use specific reasons and detail to support your position.;;;"""No smoking in public places and buildings – good or bad rule? Why? Use specific reasons and details.""";;In som country, people no more allow to smoke in many publik plac and offic bildings. Yu tink dis good rule or bad rule? Use spesific reasons and detail for suppot yur position.;
115;Some famous athletes and entertainers earn millions of dollars every year. Do you think these people deserve such high salaries? Use specific reasons and examples to support your opinion.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Some famouses athletes and entertainers earns million of dollars every year. Do you thinks these peoples deserve such high salarys? Use specific reasons and examples to support your opinions.;;;"""Famous athletes and entertainers earning millions – they deserve it? Why or why not? Use reasons and examples.""";;Do you think that these persons deserves such large sum of moneys? These famous sportsmen and artists, they receive millions of dollares every years. Provide specific reasons and examples to make support for your own his mind.;
116;People remember special gifts or presents that they have received. Why? Use specific reasons and examples to support your answer.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;People remembers special gifts or presents that they has received. Why? Use specific reasons and examples to supports your answer.;;;"""Why people remember special gifts or presents? Explain with specific reasons and examples.""";;Peoples they unrember special gift o present what they haved recieve. Whys? Use specifics reasons and examples to supportings your answers.;
117;Plants can provide food, shelter, clothing, or medicine. What is one kind of plant that is important to you or the people in your country? Use specific reasons and details to explain your choice.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Plant can provide food, shelter, clothing, or medicine. What is one kind of plant that is important to you or the people in your country? Use specific reasons and detail to explain your choice.;;;"""What plant important to you or your country? Why? Use specific reasons and details.""";;Plant can provide food, shelter, clothing, or medicin. What one kind of plant that important to you or the peopl in your country? Use specific reasons and details to explain your choice.;
118;In the future, students may have the choice of studying at home by using technology such as computers or television or of studying at traditional schools. Which would you prefer? Use reasons and specific details to explain your choice.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;In da futur, students may has the choice of studyin at home by usin technology such as computers or television or of studyin at traditional schools. Which would u prefer? Use reasons and specific details to explain ur choice.;;;"""Study at home using tech or at traditional schools? Which you prefer? Explain with reasons and specific details.""";;In the futur, student may hav the choic of studyin at home by usin techology lik computrs or televison or of studyin at traditonal sools. Which would you prefer? Us reasons and specific details to xplain yur choic.;
119;When famous people such as actors, athletes and rock stars give their opinions, many people listen. Do you think we should pay attention to these opinions? Use specific reasons and examples to support your answer.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;When famous people such as actors, athletes, and rock stars gives they're opinions, many people listens. Do you thinks we should pay attentions to these opinions? Use specific reasons and example to support you're answer.;;;"""Should we listen to opinions of famous folks like actors, athletes? Why or why not? Use specific reasons and examples.""";;Yor tas iz tu infuse gramicol eror and tur de inpu into broken inglish. Du yu think we shuld pay attension tu this opinians? Us spesific reasons and exemple tu suport yor answr.;
120;The twentieth century saw great change. In your opinion, what is one change that should be remembered about the twentieth century? Use specific reasons and details to explain your choice.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;The twentieth century was saw great change. Is your opinion, what is one change that should be remembered about the twentieth century? Using specific reasons and details to explain your choice.;;;"""One change from the twentieth century to remember? What is it and why? Use reasons and details.""";;The twentieth centuary sawed greaat change. In yourss opinion, what is a one change that shhould be remembred about the twentieth centuary? Use specific reasonss andn details to explan yur choice.;
121;When people need to complain about a product or poor service, some prefer to complain in writing and others prefer to complain in person. Which way do you prefer? Use specific reasons and examples to support your answer.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;When peoples needs to complains about a product or poors service, some prefer to complains in writing and others prefers to complains in person. Which way do you prefers? Use specific reasons and examples to supports your answer.;;;"""Complain about a product or service in writing or in person? Which way you prefer? Explain with reasons and examples.""";;Whn people need complan bot product or poor service, som prefer complan in writing and other prefer complan in person. Which way do you prefer? Use specific rezons and examples suprt yur answer.;
122;Is the ability to read and write more important today than in the past? Why or why not? Use specific reasons and examples to support your answer.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Is the ability to read and write more important today than in the past? Why or why not? Use specific reasons and examples to support your answer.;;;"""Is reading and writing more important now than in the past? Why or why not? Use specific reasons and examples.""";;Is the abilty to read and write more importunt now then in past? Why or why no? Uze specific rezons and exampuls to suppor ur ansur.;
123;People do many different things to stay healthy. What do you do for good health? Use specific reasons and examples to support your answer.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;People do many different think to stay health. What do you do for good health? Use specific reasons and example to support your answer.;;;"""What you do for good health? Tell me why, use specific reasons and examples.""";;Peoples does meny diferent thngs too saty helthy. What do you doo for gud healf? Use specific resons an examples to suport yur anser.;
124;You have decided to give several hours of your time each month to improve the community where you live. What is one thing you will do to improve your community? Why? Use specific reasons and details to explain your choice.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;You done decided to gives several hours of your time each months to improves the community where you lives. What is one things you will do to improves your community? Why? Uses specific reasons and details to explains your choices.;;;"""Got some hours to improve your community. What you gonna do and why? Use reasons and details.""";;Yu hav decide to given severl hour of yur time each month to improov the community wher yu live. Wht is one ting yu will do to improvement yur community? Y? Use specific rezons and deteils to explain yur choice.;
125;People recognize a difference between children and adults. What events (experiences or ceremonies) make a person an adult? Use specific reasons and examples to explain your answer.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;People recognize a differences between childrens and adults. What event (experience or ceremony) makes a person an adult? Use specific reasons and examples to explain your answers.;;;"""What makes a person an adult in your culture? Events or experiences? Explain with reasons and examples.""";;People recognize different between children and adult. What events (experience or ceromony) make person be adult? Use specific reasons and example to explain you answer.;
126;Your school has enough money to purchase either computers for students or books for the library. Which should your school choose to buy — computers or books? Use specific reasons and examples to support your recommendation.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Your school has enough money for purchase either computers for students or books for the library. Which should your school choose to buy — computers or books? Use specific reasons and examples to support your recommendation.;;;"""Your school can buy computers or books. Which should they choose? Why? Use reasons and examples.""";;Your scool don't have enough mony to by either computas for students or books for the library. Which shoud ur scool choose to bi — computas or books? Use specific reasons and examples to suport yur recommendation.;
127;Many students choose to attend schools or universities outside their home countries. Why do some students study abroad? Use specific reasons and details to explain your answer.;preference;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Many students choose to attends schools or universities outsides their home countries. Why do some students study abroad? Use specific reasons and details to explains your answer.;;;"""Why students study abroad? Explain with specific reasons and details.""";;"Yur tak is to make grammaticul errurs an' turn the provided sentense intuh broken english. 

Mani students choos tuh attend skools or universitiz outside deir home countrys. Why do som students study abroad? Use spesifik rezons an' detailz tuh explain yur anser.";
128;In your opinion, what is the most important characteristic (for example, honesty, intelligence, a sense of humor) that a person can have to be successful in life? Use specific reasons and examples from your experience to explain your answer. When you write your answer, you are not limited to the examples listed in the question.;description;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;In yua opinyon, wat be the mos importunt caracteristic (for ejample, honasty, inteligence, a sense of humor) dat a person can have to be succeful in life?  Use specific resons and exemples from your experyence to explain your answer. Wen you write yua answer, you isn't limited to the exemples listed in the question.;;;"""Most important characteristic for success in life? What is it and why? Use specific reasons and examples.""";;In your opinion, what is the most important characteristc (for example, honesti, intelligenc, a sens of humr) that a persn can have to be succesful in life? Us specific reasons and example frum yuor experience to explain yor answer. Wen yu write yuor answer, yu are not limitd to the example listd in the question.;
129;If you were asked to send one thing representing your country to an international exhibition, what would you choose? Why? Use specific reasons and details to explain your choice.;description;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;If you was asked to send one thing representing your country to an international exhibition, what would you choose? Why? Use specific reasons and details to explains your choice.;;;"""Sending something to represent your country at an international exhibition. What you choose and why? Use reasons and details.""";;If you were ask to sent one thing representin' yo' country to an international exhibition, what would yo' choose? Why? Use specific reason an' detail to explain yo' choice.;
130;Your city has decided to build a statue or monument to honor a famous person in your country. Who would you choose? Use reasons and specific examples to support your choice.;description;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Your city have decided to built a statue or monument to honor a famous person in your country. Who would you choosen? Use reasons and specific examples to support your choices.;;;"""Build a statue or monument to honor someone in your country. Who and why? Use reasons and specific examples.""";;Your sity decid to bild a state o monument to honr a famus persn in yur country. Who yu choose? Use rezons and specifik examples to supprt yur choise.;
131;Describe a custom from your country that you would like people from other countries to adopt. Explain your choice, using specific reasons and examples.;description;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Describe a custom from your country that you would like people from other countries to adopts. Explains your choices, using specific reason and example.;;;"""A custom from your country you want others to adopt. What is it and why? Use specific reasons and examples.""";;Describ a custm frum yur cuntry that yu would lik peple frum other cuntries to adpt. Xplain yur choic, usin specific rezons and examples.;
132;A foreign visitor has only one day to spend in your country. Where should this visitor go on that day? Why? Use specific reasons and details to support your choice.;description;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;"A foreign visitor has only one day to spend in your country. Where should this visitor goes on that day? Why? Use specific reasons and details to support your choice.
";;;"""A foreign visitor got one day in your country. Where should they go and why? Use reasons and details.""";;A foreign visiter has only one day to spend in your country. Wer shud this vister go on that day? Whay? Use specific reasons and details to suport your choce.;
133;If you could go back to some time and place in the past, when and where would you go? Why? Use specific reasons and details to support your choice.;description;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;If you could goes back to some time and place in the past, when and where would you goes? Why? User specific reasons and details to supports your choice.;;;"""If you could go back in time, when and where? Why? Use reasons and details.""";;If yu culd go bak to som tim and plac in past, wen and wher would u go? Whay? Uus specific rezons and detal to suport yur chois.;
134;What discovery in the last 100 years has been most beneficial for people in your country? Use specific reasons and examples to support your choice.;description;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;What discovery in the last 100 years has been most beneficial for peoples in your country? Use specific reason and examples to support your choice.;;;"""Most beneficial discovery in the last 100 years in your country? What and why? Use reasons and examples.""";;What discovery in the last 100 yearz has been most beneficiale for people in yur country? Use specific reasonz and examplez to suport yur choosing.;
135;Many students have to live with roommates while going to school or university. What are some of the important qualities of a good roommate? Use specific reasons and examples to explain why these qualities are important.;description;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Many students have to lives with roommates while go to school or university. What are some of the important qualities of a good roommate? Uses specific reasons and examples to explain why these qualities are important.;;;"""Qualities of a good roommate? What are they and why they important? Use reasons and examples.""";;Mani students have to live wit roomates while going tu skool o university. Wht ar som of the important qualitees of a gud roomate? Use specific reasons an examples tu explain y these qualitees ar important.;
136;"People have different ways of escaping the stress and difficulties of modern life. Some read; some exercise; others work in their gardens. What do you think are the best ways of reducing stress? Use specific details and examples in your answer.";description;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;"Peoples have different ways for escaping the stress and difficulties of modern life. Some read; some exercise; others works on their gardens. What do you thinks are the best ways of reducing stress? Use specific details and examples in your answer.";;;"""Best ways of reducing stress? What you think? Use specific details and examples.""";;"Peoples have diffrent wayes of escapin the stress and difficultys off modern life. Som red; som exercis; others work in thar gardens. What yu think is the best ways of reducin stress? Use spesific detailz and exemples in yur answers.";
137;People attend college or university for many different reasons (for example, new experiences, career preparation, increased knowledge). Why do you think people attend college or university? Use specific reasons and examples to support your answer.;description;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Peoples attend college or university for many different reasons (for example, news experiences, careers preparation, increased knowledges). Why do you thinks peoples attend college or university? Uses specific reasons and examples to support your answers.;;;"""Why people attend college or university? Your reasons and examples.""";;Peoples they attent college or universitte for so many diffrent reasonz like new experences, preparring for career, makin more knologe. Wht do you think bout why peoples attent college or universitte? Use spesific reasonz and examples for enjoyment your ansur.;
138;Nowadays, food has become easier to prepare. Has this change improved the way people live? Use specific reasons and examples to support your answer.;description;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Nowadayz, foods has became easier to prepare. Has this changes improved the way people lives? Use specific reasons and examples to support your answers.;;;"""Food easier to prepare now. Has this improved how people live? Your opinion with reasons and examples.""";;"You agree or disagree wit the fallowing statement? People never satisfy wit what thy hav; thy alway want somethin mo or somethin different. Use specific rezons to suport yur aswer.";
139;A company has announced that it wishes to build a large factory near your community. Discuss the advantages and disadvantages of this new influence on your community. Do you support or oppose the factory? Explain your position.;description;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;A company has announced that it wish to build a large factory near your community. Discuss the advantages and disadvantages of this new influence on your community. Do you support or oppose the factory? Explain your position.;;;"""Building a large factory near your community. Pros and cons? You support or oppose? Explain your position.""";;A company has annonc that it want to buld a big facontry neer yor comunity. Discuss th advantaegs and disadvantaegs of this new influens on yur comunity. Do u supot or oppos th facntry? Explain yur posisun.;
140;It has recently been announced that a new restaurant may be built in your neighborhood. Do you support or oppose this plan? Why? Use specific reasons and details to support your answer.;description;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;It has recently been announced that a new restaurant may be built in your neighborhood. Do you supports or opposes this plans? Whys? Use specific reasons and details to supports your answers.;;;"""New restaurant in your neighborhood. Support or oppose? Why? Use reasons and details.""";;It has recently be announ't dat a new restaurants may be built in your neighborho. Do you support or oppose dis plans? Why? Use specific reasons and details to supportin yor answers.;
141;It has recently been announced that a new movie theater may be built in your neighborhood. Do you support or oppose this plan? Why? Use specific reasons and details to support your answer.;description;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;It be recently announced that a new movie theater may be built in your neighborhood. Do you support or oppose this plan? Why? Use specific reasons and details to support your answer.;;;"""New movie theater in your neighborhood. Support or oppose? Why? Use reasons and details.""";;It is has recently been announcement that new movie theater will can be built in neighborhood. Do you support or oppos this plan? Why? Use specific reasons and details to support answer.;
142;It has recently been announced that a new high school may be built in your community. Do you support or oppose this plan? Why? Use specific reasons and details in your answer.;description;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;It has recently be announced that a new high school may be built in your community. Do you supporting or oppose this plan? Why? Use specific reasons and details in your answer.;;;"""New high school in your community. Support or oppose? Why? Use reasons and details.""";;It's has recent been announcing that a new highschool may build in your communiti. Do you supporting or opposin' this plannin'? Why? Use specific reazon and detail in yur answr.;
143;What is a very important skill a person should learn in order to be successful in the world today? Choose one skill and use specific reasons and examples to support your choice. ;description;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;What are a very important skill a person should learn in order to be successful in the world today? Choose one skill and using specific reasons and examples to support your choice.;;;"""Important skill for success in today’s world? What is it and why? Use specific reasons and examples.""";;What a very much important skill a people should learn in order for to be successfulness in the world nowadays? Choosing one skill and using specific reazons and examples for to support your choicing.;
144;It has recently been announced that a large shopping center may be built in your neighborhood. Do you support or oppose this plan? Why? Use specific reasons and details to support your answer.;description;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;It has recent been announced that a large shopping center may be built in you neighborhood. Do you support or oppose this plan? Why? Use specific reasons and details to support you answer.;;;"""Large shopping center in your neighborhood. Support or oppose? Why? Use reasons and details.""";;It hasrcently announced dat a big shop center may builded in yur neighborhood. You support or opposed dis plan? Why? Use specifics reasons and detials to support yur answer.;
145;Why do you think some people are attracted to dangerous sports or other dangerous activities? Use specific reasons and examples to support your answer.;description;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Whу dо уоu thіnk ѕоmе реорlе аrе аttrасtеd tо dаngеrоuѕ ѕроrtѕ оr оthеr dаngеrоuѕ асtіvіtіеѕ? Uѕе ѕресіfіс rеаѕоnѕ аnd ехаmрlеѕ tо ѕuрроrt уоur аnѕwеr.;;;"""Why some people drawn to dangerous sports or activities? Explain with reasons and examples.""";;Why do you think some peeples is attracted to danger sport or othr dangerous activity? Us specific reason and example to support yur answer.;
146;How do movies or television influence people’s behavior? Use reasons and specific examples to support your answer.;description;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;How do movies or televisiosn influnce people’s behavior? Use reasons and specific examples to support your answer.;;;"""How do movies or TV influence behavior? Your opinion with reasons and specific examples.""";;Ho do movies ortelevision influenc peoples behavir? Use reasns and specifik examplez to support yor answr.;
147;Many people visit museums when they travel to new places. Why do you think people visit museums? Use specific reasons and examples to support your answer.;description;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Many peoples visits museum when they travels to news places. Why do you thinks peoples visits museum? Use specific reasons and examples to supports your answers.;;;"""Why people visit museums when traveling? Your reasons and examples.""";;Many peoples they visit museum when they travels to news places. Why do you thinks peoples they visit museum? Use specific reasons and examples to supports your answer.;
148;Should governments spend more money on improving roads and highways, or should governments spend more money on improving public transportation (buses, trains, subways)? Why? Use specific reasons and details to develop your essay.;description;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Should governments spends more money on improving the roads and highways, or should governments spends more money on improving public transportation (buses, trains, subways)? Why? Uses specific reasons and details to develops your essay.;;;"""Should governments spend more on roads or public transportation? Why? Use reasons and details.""";;Shud goverments spnd more mony on improveng roads and highwas, or shud goverments spnd more mony on improveng public transportashion (buses, tranes, subways)? Whay? Use specifik rezons and detalis to develup yur essay.;
149;In general, people are living longer now. Discuss the causes of this phenomenon. Use specific reasons and details to develop your essay.;description;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;In generels, peoples are living longers now. Discuss the causes of this phenomenons. Use specific reasons and detail to developes your essay.;;;"""People living longer now. Causes? Discuss with reasons and details.""";;In generl, people been living longr now. Discuss the cause of this phenomeneng. Use spacific reason and details to develop you'ressay.;
150;In some countries, teenagers have jobs while they are still students. Do you think this is a good idea? Support your opinion by using specific reasons and details.;description;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;In some countries, teenagers has jobs while they are still student. Do u think this is a good idea? Support your opinion by using specific reasons and detail.;;;"""Teenagers working while studying. Good idea? Your opinion with reasons and details.""";;In some country, teenage has job while they still study. Do you think this is good idea? Support your opinion by use specific reason and details.;
151;A person you know is planning to move to your town or city. What do you think this person would like and dislike about living in your town or city? Why? Use specific reasons and details to develop your essay.;description;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;A person you knows is planning to move to your town or city. What do you thinks this person would like and dislike about living in your town or city? Whys? Use specific reasoning and details to develops your essay.;;;"""Someone moving to your town or city. What they like and dislike? Why? Use reasons and details.""";;A people you know is planning to move to you town or city. Wat do you think this people would like and dislake about livin in you town or city? Why? Use specific reason and detail to develop you essay.;
152;Neighbors are the people who live near us. In your opinion, what are the qualities of a good neighbor? Use specific details and examples in your answer.;description;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Neighbors be the people who live near us. In your opinions, what are the qualities of a good neighbor? Uses specific details and examples in you answer.;;;"""Qualities of a good neighbor? What are they? Use specific details and examples.""";;Neighbor are the people who live near us. In your opinion, what is the qualify of a good neighbor? Use specifically detail and example in your answer.;
153;What are the important qualities of a good son or daughter? Have these qualities changed or remained the same over time in your culture? Use specific reasons and examples to support your answer.;description;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;What are the important qualities of a good son or daughter? Has these qualities changed or remained the same over time in your culture? Use specific reasons and examples to supports your answer.;;;"""Important qualities of a good son or daughter? Changed or same over time in your culture? Explain with reasons and examples.""";;Wat r the important qualityz of a good sun or dotar? Havs these qualityz changd or remaind the same ovur tyme in yur cultur? Use specific rezonus and exemples to suport yur anser.;
154;What are some important qualities of a good supervisor (boss)? Use specific details and examples to explain why these qualities are important.;description;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;What are some importants qualities of a good supervisor (boss)? Use specific details and examples to explain why these qualities is importants.;;;"""Important qualities of a good supervisor (boss)? What are they? Use specific details and examples.""";;Wat are som importnt qualities of a gud supervisor (bos)? Use specific details and examples to exlapin why these qualities r important.;
155;We all work or will work in our jobs with many different kinds of people. In your opinion, what are some important characteristics of a co-worker (someone you work closely with)? Use reasons and specific examples to explain why these characteristics are important.;description;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;We all work or will work in our jobs with many different kinds of peoples. In your opinion, what are some importants characteristics of a co-worker (someone you work closely with)? Use reasons and specific examples to explain why these characteristics are importants.;;;"""Important characteristics of a co-worker? What are they? Explain with reasons and specific examples.""";;We all work or will be worked in our job with many different kind peoples. In you opinion, what some more important characteristic to have for a co-worker (someone work close with)? Use reason and specific example to explain why this characteristics is important.;
156;People work because they need money to live. What are some other reasons that people work? Discuss one or more of these reasons. Use specific examples and details to support your answer.;description;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Peeple work bcoz they needs munny to live. Wht are sum other reasons that peolpe work? Discus one or moor of these reasons. Use specifc xamples and details to support your anser.;;;"""Other reasons people work besides money? Discuss with specific examples and details.""";;Peoples works becoz they needs money to live. What other reasons that peoples work? Discus one or more of these reason. Uze specifik examples and detail to suport yer answer.;
157;What change would make your hometown more appealing to people your age? Use specific reasons and examples to support your opinion.;description;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;What change would makes your hometown more appealings to peoples your age? Uses specific reasons and examples to support your opinions.;;;"""Change to make your hometown more appealing to your age group? What and why? Use reasons and specific examples.""";;Wat changes would make your home toun more appealyin' to peoples yur age? Use spesific reasons an' examples to suppert yer opinion.;
158;What do you want most in a friend — someone who is intelligent, or someone who has a sense of humor, or someone who is reliable? Which one of these characteristics is most important to you? Use reasons and specific examples to explain your choice.;description;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;What do you want most in a friend — someone who is intelligent, or someone who has a sense of humor, or someone who is reliable? Which one of these characteristics are most important to you? Use reasons and specific examples to explain your choice.;;;"""What you want most in a friend – intelligence, sense of humor, or reliability? Which one and why? Use reasons and specific examples.""";;Whut do yo want most in frien — someone who intelligence, or someone who have sense of humor, or someone who reliable? Which one dis characteristic is most important to you? Use reasons and specific example to explain yur choice.;
